year,pair,original_text,translation,human_mqm_score,fluency2,gemba_mqm,disagreement,f2_overestimates,issue_type,severity,low_confidence,main_issue
wmt22,zh-en,亲爱的小主，首先非常感谢您的认可和评价，支雲会努力越做越好!,"Dear master, first of all thank you very much for your approval and evaluation, Zhiyun will make efforts to do better!",-10.0,1.315989816163774,90.0,1.271233123449111,True,calque,major,False,"The translation uses a literal calque for a Chinese e-commerce honorific, resulting in an inappropriate and unnatural tone in English."
wmt22,zh-en,用心服务，用心清洁，留住美好。,"Serve with heart, clean with heart, and keep the beauty.",-0.0,1.3571186237568802,90.0,1.27064999172182,False,calque,major,False,"The translation is a literal calque of the Chinese '用心' (with heart), which sounds unnatural and unprofessional in an English service slogan."
wmt22,en-ru,Afaik it was just a change of wind that didn't suit everyone.,"Афаик это была просто смена ветра, которая устраивала не всех.",-10.0,1.3094826592331597,90.0,1.2678639895150063,True,calque,major,False,"The translation uses a lazy transliteration of an English acronym and a literal, non-idiomatic rendering of a metaphorical expression."
wmt22,zh-en,GPS 呢？到没到呀,What about GPS? It's not there,-0.0,1.3670185975071865,60.0,1.2655241990193296,False,idiom_literal,major,False,"The translation converts a question about arrival into a declarative statement, failing to capture the inquisitive pragmatic force of the source."
wmt22,en-ru,Only to come storming back a couple of minutes later to tell me they are not there.,"Только для того, чтобы вернуться через пару минут, чтобы сказать мне, что их там нет.",-0.0,1.3684073380648072,90.0,1.2648051671920295,False,calque,major,False,"Literal translation of the 'only to' construction and loss of the 'storming' nuance, resulting in a clunky double-conjunction structure."
wmt22,en-ru,Tap Settings.,Нажмите Настройки.,-0.0,6.24644958340615,95.0,1.2608412611974036,True,none,cosmetic,False,"The translation is a standard, natural, and accurate rendering for mobile UI localization."
wmt22,en-ru,Tap Settings.,Нажмите Настройки.,-0.0,6.24644958340615,95.0,1.2608412611974036,True,none,cosmetic,False,"The translation is a standard, natural, and accurate rendering for mobile UI localization."
wmt22,en-ru,Stabbings don’t get the same press treatment as shootings.,"Ножевые ранения не получают такой же критики в прессе, как убийства.",-10.0,1.2937116485358235,70.0,1.259698419223388,True,false_friend,major,False,"The word 'treatment' (coverage) is mistranslated as 'criticism' (критика), and 'shootings' is inaccurately translated as 'murders' (убийства)."
wmt22,en-ru,2 minutes please,"2 минут, пожалуйста",-0.0,1.3850708618351315,95.0,1.2561774909280334,False,collocation,major,False,Incorrect grammatical agreement between the numeral '2' and the noun 'минута' (requires genitive singular).
wmt22,zh-en,左右我觉得一般是指约束和自由，中国从历史文化的先天基因导致中国整体应该是偏左。,"The left wing and the right wing refer to restraint and freedom, and the inborn gene of the historic culture of China leads to a left trend.",-0.0,1.3896442644891822,80.0,1.2538095741495714,False,calque,major,False,"The translation is overly literal, using clunky phrasing like 'inborn gene' and 'left trend' instead of idiomatic political or cultural terminology."
wmt22,zh-en,而方法自然主义指对上帝不置一词的研究方法。,Methodological naturalism refers to the research method not to speak a single word about God.,-0.0,1.4223709180734916,95.0,1.2368650805225867,False,idiom_literal,major,True,"The Chinese idiom '不置一词' is translated too literally, resulting in an unidiomatic and informal phrasing for an academic definition."
wmt22,en-ru,Only to come storming back a couple of minutes later to tell me they are not there.,"Только чтобы вернуться через пару минут, чтобы сказать мне, что их там нет.",-0.0,1.4236884675129189,90.0,1.2361829084813145,False,calque,major,False,Literal translation of the 'only to' construction and complete loss of the 'storming back' nuance.
wmt22,en-de,Hat and parasol alert!,Hut- und Sonnenschirmalarm!,-0.0,1.4296484019724072,95.0,1.2330971034751326,False,calque,minor,False,"The translation is a literal calque of the English 'X alert' construction, which results in a clunky and unnatural German compound."
wmt22,zh-en,用心服务，用心清洁，留住美好。,"Provide services and do cleaning in a thoughtful and diligent way, to keep the good memories.",-0.0,1.4311535678433107,85.0,1.2323177914858583,False,register_mismatch,major,False,"The translation is overly verbose and descriptive, failing to capture the punchy, rhythmic nature of a Chinese service slogan."
wmt22,zh-en,用心服务，用心清洁，留住美好。,"Serve attentively, clean attentively, and keep the beauty.",-0.0,1.4349407078385137,95.0,1.2303569686553815,False,calque,major,False,"The translation is a literal mirror of the Chinese structure, resulting in a stiff and unidiomatic slogan."
wmt22,en-ru,My apologies again for the inconvenience this has caused you.,"Я еще раз извиняюсь за неудобства, которые это причинило вам.",-0.0,1.4430692044979918,90.0,1.2261483727630862,False,calque,major,False,The translation mirrors the English relative clause structure instead of using the standard Russian idiomatic expression for 'inconvenience caused'.
wmt22,en-ru,Only to come storming back a couple of minutes later to tell me they are not there.,"Только для того, чтобы вернуться через пару минут и сказать мне, что их там нет.",-0.0,1.4432391511804912,95.0,1.2260603814727111,False,idiom_literal,major,False,The translation uses a literal syntactic calque for 'only to' and completely omits the emotional intensity of 'storming'.
wmt22,zh-en,用心服务，用心清洁，留住美好。,"Serve with care, clean with heart, and keep beauty",-0.1,1.396034310445879,90.0,1.2248692964535657,False,calque,major,False,The translation relies on literal mirror renderings of Chinese idioms and lacks the idiomatic punch or grammatical completeness required for an English slogan.
wmt22,en-ru,"I am a Midwesterner, and have always been nice to PJ’s face, so I told her I was sorry, that sucked, what about this project we’re both on?","Я житель Среднего Запада, и всегда был хорош к лицу PJ, поэтому я сказал ей, что мне жаль, что это засосало, как насчет этого проекта, над которым мы оба работаем?",-10.2,1.1119415466344411,90.0,1.2168490142260593,True,idiom_literal,critical,False,"Literal translation of English idioms ('to someone's face', 'that sucked') results in nonsensical and unintentional Russian phrasing."
wmt22,zh-en,跟朋友聊起最近Meta大跌 26%，市值蒸发 2510 亿美元，扎克伯格回应「面临前所未有的竞争」，原因为何？,"Chatting with friends about the recent Meta plunge of 26%, wiping away $251 billion in market value, Zuckerberg responded that he is ""facing unprecedented competition"", why?",-0.0,1.4610409631888552,95.0,1.2168433471264581,False,calque,major,False,"The translation uses a dangling participle and a trailing question that mirrors Chinese syntax, incorrectly implying Zuckerberg was the one chatting with friends."
wmt22,zh-en,GPS 呢？到没到呀,What about GPS? Did you arrive?,-0.0,1.466696585702027,70.0,1.2139151021293277,False,calque,major,False,The translation uses a literal mirror of the Chinese structure ('Noun + 呢') which fails to capture the pragmatic intent of checking navigation status.
wmt22,en-ru,We will only send you a new order.,Мы только вышлем вам новый заказ.,-0.0,1.4692711164641044,95.0,1.2125821176865978,False,calque,major,False,"The adverb 'только' is placed according to English syntax, which misplaces the focus and sounds unnatural in Russian."
wmt22,zh-en,GPS 呢？到没到呀,What about GPS? did you arrive?,-0.0,1.471771161979301,70.0,1.2112876985920733,False,idiom_literal,minor,False,The translation is overly literal and misses the idiomatic 'Are we there yet?' while failing to capitalize the second sentence.
wmt22,zh-en,左右我觉得一般是指约束和自由，中国从历史文化的先天基因导致中国整体应该是偏左。,I think that left and right generally refers to restraint and freedom. China's innate genes of history and culture have led to the fact that China as a whole should be left-biased.,-0.0,1.4739876212505811,90.0,1.2101401086039945,False,collocation,minor,False,"The translation contains a subject-verb agreement error and uses awkward, literal phrasing like 'left-biased' and 'innate genes'."
wmt22,zh-en,一天之计在于晨，所有的美好从清晨开始 希望你携带着快乐、幸运、健康、如意出发 开始新的一天，保持一整天的好心情 早安,"Morning is the most important moment of a day, and all the wonderful things start from morning; I wish that you can start a new day with happiness, luckiness, health and wishes, and keep good mood in the whole day; good morning!",-0.1,1.4297405975182242,95.0,1.207417589543926,False,collocation,major,False,"The translation is overly literal, uses awkward word forms like 'luckiness', and lacks natural English flow."
wmt22,en-de,"Jerry: You can’t park that trailer there, then I can’t get to the dumpster!","Jerry: Sie können diesen Trailer dort nicht parken, dann kann ich nicht zum Müllstuhl kommen!",-10.0,1.1873172081489105,85.0,1.2046118240590413,True,idiom_literal,critical,False,"The word 'Müllstuhl' is a nonsensical hallucination for 'dumpster', and 'Trailer' is better translated as 'Anhänger'."
wmt22,en-ru,Tap Repair your account.,Нажмите кнопку Восстановить учетную запись.,-0.0,6.137481450310439,95.0,1.2044221154992938,True,none,cosmetic,True,"The translation is a standard and natural rendering of a UI instruction, though it lacks quotation marks for the button label."
wmt22,en-de,I see it all the time in my line of work.,Ich sehe es die ganze Zeit in meiner Arbeit.,-0.0,1.4924656153424827,85.0,1.2005729754315455,False,calque,minor,False,"The translation is a literal rendering of the English structure, lacking idiomatic German phrasing for 'all the time' and 'line of work'."
wmt22,en-ru,Tap Settings.,Тап Стингс.,-1.0,1.0,10.0,1.1992333023353552,False,calque,critical,False,The translation is a phonetic transliteration of the English words rather than a translation into Russian.
wmt22,en-de,I see it all the time in my line of work.,Ich sehe es die ganze Zeit in meiner Arbeit.,-0.0,1.5003106772285553,85.0,1.1965111302205953,False,calque,minor,False,"The translation is a literal, word-for-word rendering that lacks idiomatic German phrasing for 'all the time' and 'line of work'."
wmt22,en-ru,Please follow the steps indicated below to perform a sync repair on your #PRS_ORG# (you will need a Wi-Fi connection before you start):,"Пожалуйста, выполните шаги, указанные ниже, чтобы выполнить восстановление синхронизации на вашем #PRS_ORG# (вам понадобится соединение Wi-Fi, прежде чем начать):",-0.0,1.504820882176278,95.0,1.19417593457353,False,calque,minor,False,"The translation is a literal mirror of the English structure, resulting in repetitive verbs and clunky phrasing."
wmt22,zh-en,用心服务，用心清洁，留住美好。,"Serve carefully, clean attentively, and retain beauty.",-0.0,1.5078886961831661,95.0,1.1925875486802222,False,calque,major,False,"The translation is a literal, word-for-word rendering that fails to capture the emotive, slogan-like quality of the original."
wmt22,zh-en,而方法自然主义指对上帝不置一词的研究方法。,Methodological naturalism refers to the research method that does not say a word about God.,-0.0,1.5113375993838476,95.0,1.190801850727528,False,idiom_literal,major,False,"The translation uses a literal rendering of the Chinese idiom '不置一词', which results in an informal and non-academic tone inappropriate for a philosophical definition."
wmt22,en-ru,Only to come storming back a couple of minutes later to tell me they are not there.,"Только для того, чтобы вернуться через пару минут и сказать мне, что их там нет.",-0.0,1.5162897821013375,95.0,1.188237817460882,False,calque,major,False,Literal translation of the 'only to' resultative construction and omission of the expressive 'storming' nuance.
wmt22,en-ru,Only to come storming back a couple of minutes later to tell me they are not there.,"Только чтобы вернуться спустя пару минут и сказать мне, что их там нет.",-0.0,1.5162897821013375,95.0,1.188237817460882,False,calque,major,False,The translation uses a literal calque for the 'only to' construction and completely omits the emotional nuance of 'storming back'.
wmt22,en-ru,Only to come storming back a couple of minutes later to tell me they are not there.,"Только чтобы вернуться штурмом через пару минут, чтобы сказать мне, что их нет.",-10.0,1.152465050697062,80.0,1.1865668333511414,True,calque,major,False,"The phrase 'storming back' is translated as a literal military assault, and the sentence suffers from repetitive 'чтобы' structures."
wmt22,zh-en,左右我觉得一般是指约束和自由，中国从历史文化的先天基因导致中国整体应该是偏左。,"As far as I'm concerned, ""left and right"" generally refers to ""constraint"" and ""freedom"". In China, the innate genes of history and culture lead to a left-sided situation.",-0.0,1.520468488965175,85.0,1.186074257668833,False,calque,major,False,The translation uses literal renderings of Chinese metaphors that result in unnatural English political terminology.
wmt22,zh-en,一天之计在于晨，所有的美好从清晨开始 希望你携带着快乐、幸运、健康、如意出发 开始新的一天，保持一整天的好心情 早安,"The plan of a day is in the morning, all the good things start in the morning. I hope you will start a new day with happiness, luck, health and success, and keep in a good mood all day. Good morning",-0.1,1.47668329602452,95.0,1.1831126219240542,False,calque,major,False,The opening proverb is a literal translation (calque) that sounds unnatural in English.
wmt22,en-de,Have a great day,Hab einen schönen Tag,-0.0,6.091642159607595,95.0,1.1806884463302516,True,none,cosmetic,False,"The translation is highly natural and standard, though it mirrors the English imperative structure which is common in modern German."
wmt22,zh-en,第二十五条 继续教育是注册消防工程师延续注册、重新注册和逾期初始注册的必备条件。,"Article 25 Continuing education is a necessary condition for a registered fire engineer to continue registration, re-registration and overdue initial registration.",-0.0,1.5336715619019272,95.0,1.179238258239283,False,calque,minor,True,"The translation uses literal phrasing and lacks parallel structure, failing to use standard legal terms like 'renewal' for 延续注册."
wmt22,zh-en,一天之计在于晨，所有的美好从清晨开始 希望你携带着快乐、幸运、健康、如意出发 开始新的一天，保持一整天的好心情 早安,"The plan of a day is to start in the morning. All the good things start in the morning. I hope you can start a new day with happiness, luck, health and good wishes. Keep a good mood all day. Good morning.",-0.1,1.4924656153424827,95.0,1.1749411965012462,False,calque,major,False,"The opening proverb is translated as a literal calque, lacking the idiomatic resonance of the original Chinese expression."
wmt22,en-ru,Only to come storming back a couple of minutes later to tell me they are not there.,"Только для того, чтобы через пару минут вернуться и сказать, что их там нет.",-0.0,1.54401534800307,95.0,1.1738826780477982,False,idiom_literal,major,False,The translation is a syntactic calque of the 'only to' construction and completely omits the emotional nuance of 'storming back'.
wmt22,zh-en,左右我觉得一般是指约束和自由，中国从历史文化的先天基因导致中国整体应该是偏左。,I think left and right generally refers to restraint and freedom. China's innate genes from history and culture should lead China as a whole to the left.,-0.0,1.5493616856740728,95.0,1.1711145678173822,False,calque,minor,False,The translation uses a literal rendering of 'innate genes' and contains a subject-verb agreement error ('refers').
wmt22,en-de,Hat and parasol alert!,Hut- und Sonnenschirmalarm!,-0.0,1.5566603357896174,95.0,1.1673356317874628,False,calque,minor,True,"The translation is a literal calque of the English 'X alert' construction, which results in a clunky and unnatural German compound."
wmt22,en-de,Hat and parasol alert!,Hut- und Sonnenschirmalarm!,-0.0,1.5566603357896174,95.0,1.1673356317874628,False,calque,minor,True,"The translation is a literal calque of the English 'X alert' construction, which results in a clunky and unnatural German compound."
wmt22,zh-en,而方法自然主义指对上帝不置一词的研究方法。,Methodology Naturalism refers to research methods  without considering god.,-0.0,1.5580734786914405,90.0,1.166603965446073,False,collocation,major,False,Incorrect terminology ('Methodology' instead of 'Methodological') and failure to capitalize 'God' in a philosophical context.
wmt22,zh-en,第二十五条 继续教育是注册消防工程师延续注册、重新注册和逾期初始注册的必备条件。,"Article 25 continuing education is a necessary condition for the continuous registration, re registration and overdue initial registration of registered fire engineers.",-0.0,1.5675582891760795,95.0,1.1616931269334798,False,collocation,minor,False,The translation uses non-standard legal terminology such as 'continuous registration' instead of 'renewal' and lacks proper hyphenation for 're-registration'.
wmt22,en-de,Hat and parasol alert!,Hut- und Sonnenschirmalarm!,-0.0,1.580891821964958,95.0,1.1547895808442252,False,calque,minor,False,The translation uses a literal structural mirror of the English 'X alert' which feels mechanical and unidiomatic in German.
wmt22,zh-en,A2系列相关宝贝如下：,A2 series related babies are as follows:,-10.0,1.0886293143104229,60.0,1.1535153566521645,True,idiom_literal,critical,False,Literal translation of the Chinese e-commerce term '宝贝' (products/items) as 'babies'.
wmt22,en-de,Hat and parasol alert!,Hut und Sonnenschirm Alarm!,-0.1,1.5348004148025078,90.0,1.1530220064501742,False,calque,major,True,"The translation fails to use proper German compounding or hyphens, resulting in a literal word-for-word calque."
wmt22,en-de,Hat and parasol alert!,Hut und Sonnenschirm Alarm!,-0.1,1.5348004148025078,90.0,1.1530220064501742,False,calque,major,True,The translation uses English-style spacing for a German compound noun (Deppenleerzeichen) and mirrors the source structure too literally.
wmt22,en-ru,damn.,черт.,-0.0,6.037604124654909,90.0,1.1527098100021678,True,none,cosmetic,True,"The translation is a standard and natural equivalent, though the letter 'ё' is omitted which is common but less formal."
wmt22,zh-en,左右我觉得一般是指约束和自由，中国从历史文化的先天基因导致中国整体应该是偏左。,"Left and right, I think it generally means restraint and freedom. China as a whole should be leftist due to the innate genes of history and culture.",-0.0,1.58745716029558,90.0,1.1513903230125122,False,calque,minor,False,The translation uses a literal rendering of a Chinese metaphor ('innate genes') and an awkward phrasing for political orientation.
wmt22,zh-en,先简单的说下我很难理解的一些情节。,I’ll introduce some plots that I cannot understand.,-0.0,1.6018620892045616,85.0,1.1439320527843446,False,discourse_marker,minor,False,The translation misses the discourse marker 'first' and uses the overly formal 'introduce' for a casual 'say a bit'.
wmt22,en-ru,Stabbings don’t get the same press treatment as shootings.,"Стаббинги не получают такого же отношения к прессе, как стрельба.",-10.0,1.0689527824047127,70.0,1.1433276706848672,True,calque,critical,False,Use of a non-existent loanword 'стаббинги' and a literal mistranslation of 'press treatment' as 'attitude towards the press'.
wmt22,zh-en,2022年叶子《现代电视新闻学》笔记和课后习题（含典型题）详解/硕士研究生考试大纲 辅导教材 复习资料 入学考试试题 考,2022 Ye Zi's “Modern Television Journalism” Notes and After-School Exercises (Including Typical Questions) Detailed Explanation/Master's Postgraduate Examination Syllabus Tutoring Textbook Review Materials Entrance Examination Test Questions,-0.0,1.6069017132492847,95.0,1.1413227460525022,False,calque,minor,False,"Uses literal translations for educational terms (e.g., 'after-school') that sound juvenile or redundant in an academic context."
wmt22,en-ru,Only to come storming back a couple of minutes later to tell me they are not there.,"Только для того, чтобы через пару минут вернуться и сказать мне, что их там нет.",-0.0,1.6071098690941055,95.0,1.1412149716545823,False,calque,major,False,The translation uses a literal structure for 'only to' and fails to capture the intensity of 'storming back'.
wmt22,zh-en,希望我的回答能够对题主有所帮助！,I hope my answer will help the thread starter！,-0.0,1.6071098690941055,95.0,1.1412149716545823,False,calque,minor,False,"Literal translation of a formulaic Chinese closing and '题主', including a full-width Chinese exclamation mark."
wmt22,zh-en,第二十五条 继续教育是注册消防工程师延续注册、重新注册和逾期初始注册的必备条件。,"Article 25 Continuing education is a necessary condition for registered fire engineers to continue registration, re-registration and late initial registration.",-0.0,1.6117504067496446,95.0,1.1388122951778232,False,collocation,minor,False,The translation uses non-standard legal collocations and lacks parallel structure in the list of registration types.
wmt22,en-ru,Only to come storming back a couple of minutes later to tell me they are not there.,"Только чтобы вернуться через пару минут и сказать, что их там нет.",-0.0,1.6117697771894297,90.0,1.1388022659735646,False,calque,major,True,The translation uses a syntactic calque for 'only to' and fails to convey the emotional intensity of 'storming back'.
wmt22,zh-en,而方法自然主义指对上帝不置一词的研究方法。,Methodological naturalism refers to the research method of not saying a word about God.,-0.0,1.612236592244925,95.0,1.1385605686453473,False,idiom_literal,major,False,"The translation of the idiom '不置一词' is too literal and informal for a philosophical definition, lacking the necessary academic register."
wmt22,en-ru,Stabbings don’t get the same press treatment as shootings.,"Стрельбы не получают такого же обращения со СМИ, как стрельбы.",-10.0,1.0583020864178672,20.0,1.1378131853798807,True,calque,critical,False,"The translation is nonsensical, repeating 'shootings' for both terms and using a literal calque for 'press treatment' that changes the meaning."
wmt22,en-de,You'll see a 'Powered off' screen when your eReader is turned off.,"Sie werden einen ""Ausgeschaltet"" -Bildschirm sehen, wenn Ihr eReader ausgeschaltet ist.",-0.1,1.5647155126975318,95.0,1.1375332188683025,False,calque,minor,False,Literal translation of the future tense and incorrect spacing/punctuation for the compound noun.
wmt22,en-ru,2 minutes please,2 минуты пожалуйста,-0.0,1.6158109826444773,95.0,1.1367098986650044,False,calque,minor,False,The translation is a literal calque that omits the mandatory comma before 'пожалуйста' and uses a digit where a word is more natural.
wmt22,zh-en,"美国总统拜登在发言中表示 ， "" 作为政府的领导人，我们有责任倾听我们的公民，加固民主的护栏，推动改革，实现透明的问责治理，更能抵御专制的缓冲和冲击的力量，以及那些想在公共利益之前赤裸裸地追求权力的人 。 ""","U.S. President Biden said in his speech, ""As the leaders of the government, we have a responsibility to listen to our citizens, strengthen the guardrails of democracy, promote reforms, achieve transparent and accountable governance, and be more resistant to the force of authoritarian buffers and shocks, and those who want to nakedly pursue power before the public good.""",-0.1,1.5675033830172878,95.0,1.1360897761177546,False,calque,major,False,"The translation suffers from literalism, particularly 'authoritarian buffers' which misinterprets the relationship between the nouns, and lacks the rhetorical flow of a political speech."
wmt22,en-ru,My apologies again for the inconvenience this has caused you.,"Я еще раз извиняюсь за те неудобства, которые это причинило вам.",-0.0,1.6171887749624154,90.0,1.135996535378701,False,calque,minor,False,The translation mirrors the English relative clause structure instead of using the standard Russian idiomatic expression for 'caused inconvenience'.
wmt22,en-ru,2 minutes please,2 минуты пожалуйста,-0.0,1.6177605399320962,95.0,1.135700499370622,False,calque,minor,False,The translation is a literal calque that omits the mandatory comma before 'пожалуйста' and uses a digit where a word is more natural.
wmt22,en-ru,2 minutes please,2 минуты пожалуйста,-0.0,1.6177605399320962,95.0,1.135700499370622,False,calque,minor,False,The translation is a literal calque that omits the mandatory comma before 'пожалуйста' and uses a digit where a word is more natural.
wmt22,zh-en,GPS 呢？到没到呀,Where is the GPS? Has it arrived yet?,-0.0,1.6203129420308575,95.0,1.1343789722250326,False,calque,major,True,"The translation is a literal mirror of the source structure, failing to use the idiomatic English expression 'Are we there yet?' for navigation."
wmt22,zh-en,GPS 呢？到没到呀,Where is the GPS? Has it arrived yet?,-0.0,1.6203129420308575,95.0,1.1343789722250326,False,calque,major,True,"The translation is a literal mirror of the source structure, failing to use the idiomatic English expression 'Are we there yet?' for navigation."
wmt22,en-de,Hat and parasol alert!,Hat und Sonnenschirm warnen!,-10.0,1.04902771626473,80.0,1.1330113040769456,True,calque,critical,False,"The translation mistranslates the noun 'alert' as a verb, making the objects the subject of the warning rather than the items required."
wmt22,en-ru,2 minutes please,2 минуты пожалуйста,-0.0,1.637378020461702,95.0,1.1255433877382006,False,calque,minor,True,The translation is a literal calque that omits the mandatory comma before 'пожалуйста' and uses a digit where a word is more natural.
wmt22,zh-en,而方法自然主义指对上帝不置一词的研究方法。,Methodological naturalism refers to the way of research that leaves no mention of God.,-0.0,1.6407934922051364,95.0,1.1237749991970174,False,idiom_literal,minor,False,"The translation uses a literal rendering of a Chinese idiom and a clunky noun phrase, resulting in a slightly unidiomatic academic definition."
wmt22,zh-en,左右我觉得一般是指约束和自由，中国从历史文化的先天基因导致中国整体应该是偏左。,"Left and right, I think, generally refers to restraint and freedom. The inherited genes of China's history and culture mean that China as a whole should be to the left.",-0.0,1.6415725462347361,95.0,1.1233716375760188,False,calque,minor,False,The translation uses a literal rendering of 'genes' and contains a subject-verb agreement error with 'refers to'.
wmt22,en-ru,We will only send you a new order.,Мы только отправим вам новый заказ.,-0.0,1.6504203134309434,95.0,1.1187906334570683,False,calque,major,True,"The placement of 'только' mirrors English word order, creating an unnatural focus on the verb instead of the object."
wmt22,en-ru,Please follow the steps indicated below to perform a sync repair on your #PRS_ORG# (you will need a Wi-Fi connection before you start):,Выполните указанные ниже действия для восстановления синхронизации #PRS_ORG# (перед началом работы потребуется подключение Wi-Fi):,-1.0,5.4755225139369,95.0,1.1180052298435017,True,none,cosmetic,False,The translation is highly natural and adheres to the standard conventions of Russian technical documentation.
wmt22,zh-en,第二十五条 继续教育是注册消防工程师延续注册、重新注册和逾期初始注册的必备条件。,"Article 25 Continuing education is the essential condition for continued registration, re-registration and overdue preliminary registration by registered fire engineers.",-0.0,1.656483615977282,95.0,1.1156513087751163,False,collocation,minor,False,The translation uses non-standard legal collocations like 'essential condition' and 'continued registration' instead of 'prerequisite' and 'renewal'.
wmt22,en-de,Have a great day,einen tollen Tag haben,-1.0,1.169761732212626,85.0,1.1113377714900663,False,calque,major,False,The translation is a literal infinitive phrase that fails to function as a standard German greeting or imperative.
wmt22,en-ru,The prime minister had tangled himself in knots by repeatedly denying any rules were broken before more reports and evidence emerged to suggest the opposite.,The prime minister had tangled himself in knots by repeatedly denying any rules were broken before,-10.0,1.0,40.0,1.1076268013915982,True,calque,critical,False,The text was not translated into Russian and is an incomplete copy of the English source.
wmt22,zh-en,希望我的回答能够对题主有所帮助！,I hope my answer can be helpful to everyone!,-0.0,1.6766535311779085,80.0,1.1052081695554774,False,register_mismatch,major,False,"The term '题主' specifically refers to the original poster (OP), not 'everyone', and the phrasing 'can be helpful' is a stiff rendering of the source."
wmt22,zh-en,左右我觉得一般是指约束和自由，中国从历史文化的先天基因导致中国整体应该是偏左。,I think the left and right generally refer to restraint and freedom. China's innate genes from history and culture cause China as a whole to be left-leaning.,-0.0,1.7046713996262854,95.0,1.090701688098637,False,calque,minor,False,"The translation mirrors the Chinese structure too closely, resulting in repetitive phrasing and a clunky metaphorical expression."
wmt22,zh-en,追查不了,Can’t trace it,-0.0,5.917639397604196,95.0,1.0905970874857305,True,none,cosmetic,False,"The translation is concise, natural, and captures the meaning of the potential complement perfectly."
wmt22,en-de,I see it all the time in my line of work.,Ich erlebe so etwas ständig in meinem Beruf.,-0.0,5.917639397604196,90.0,1.0905970874857305,True,none,cosmetic,False,The translation is highly idiomatic and correctly adapts the English phrase into natural German.
wmt22,zh-en,我一定会投诉,I will definitely complain,-0.0,1.7140140698084823,95.0,1.085864443894813,False,idiom_literal,minor,False,The translation is a literal mirror of the source and lacks the formal weight usually associated with the Chinese term for filing a complaint.
wmt22,zh-en,我一定会投诉,I will definitely complain,-0.0,1.7140140698084823,95.0,1.085864443894813,False,idiom_literal,minor,False,The translation is a literal mirror of the source and lacks the formal weight usually associated with the Chinese term for filing a complaint.
wmt22,en-ru,"I understand that you have already tried turning it off and back on with no success, correct?","Я понимаю, что вы уже пытались выключить его и вернуться обратно без успеха, верно?",-1.0,1.2256854897538043,80.0,1.082382786807249,False,calque,critical,False,"The phrase 'back on' is translated as 'return back' (physical movement) instead of 'turn on again,' rendering the sentence nonsensical."
wmt22,zh-en,追查不了,Can't track it down,-0.0,5.894675793646764,95.0,1.078707492971983,True,none,cosmetic,False,The translation is a highly natural and idiomatic equivalent that correctly handles the Chinese potential complement.
wmt22,en-de,Hat and parasol alert!,Hut- und Sonnenschirmalarm!,-0.0,1.7297041935806277,95.0,1.0777407534729122,False,calque,minor,False,"The translation mirrors the English 'X alert' structure literally, resulting in a clunky and slightly unnatural compound."
wmt22,en-ru,"I understand that you have already tried turning it off and back on with no success, correct?","Я понимаю, что вы уже пытались отключить и снова включить его без успеха, правильно?",-0.0,1.7297041935806277,90.0,1.0777407534729122,False,calque,minor,False,The phrase 'без успеха' is a literal calque of 'with no success'; 'но это не помогло' or 'безуспешно' would be more natural.
wmt22,en-de,Hat and parasol alert!,Hut- und Sonnenschirmalarm!,-0.0,1.7297041935806277,95.0,1.0777407534729122,False,calque,minor,False,"The translation mirrors the English 'X alert' structure literally, resulting in a clunky and slightly unnatural compound."
wmt22,en-de,Have a great day,Haben Sie einen schönen Tag,-0.0,1.7326048965345187,95.0,1.07623889069952,False,calque,minor,False,"The translation is a literal mirror of the English imperative structure, which sounds like 'translationese' compared to native German conventions."
wmt22,zh-en,"美国总统拜登在发言中表示 ， "" 作为政府的领导人，我们有责任倾听我们的公民，加固民主的护栏，推动改革，实现透明的问责治理，更能抵御专制的缓冲和冲击的力量，以及那些想在公共利益之前赤裸裸地追求权力的人 。 ""","President Joe Biden said in his speech, ""As leaders of government, we have a responsibility to listen to our citizens, to strengthen the guardrails of democracy, to push for reform, to achieve transparent and accountable governance, and to be more resistant to the buffers and shocks of tyranny and those who want to pursue power nakedly before the public good. """,-0.1,1.686134484564092,95.0,1.0746675491569824,False,calque,major,False,"The translation suffers from back-translation artifacts, particularly the nonsensical 'buffers of tyranny' and the literal 'before' for priority."
wmt22,en-ru,"Avalanche at Washington state ski resort kills 1, traps 5",Лавина на горнолыжном курорте штата Вашингтон: 1 человек погиб и 5 попали в ловушку,-0.0,1.7357714679924476,90.0,1.0745993723249925,False,idiom_literal,minor,False,The phrase 'попали в ловушку' is a literal translation of 'traps' that sounds unnatural in the context of an avalanche.
wmt22,en-ru,We will only send you a new order.,Мы только отправим вам новый заказ.,-0.0,1.741240400423711,95.0,1.071767787650769,False,calque,minor,False,"The word order calques the English 'only + verb' structure, which misplaces the focus and sounds unnatural in Russian."
wmt22,en-de,1.5 Inch wide and 58 inches long adjustable leather shoulder strap,"1,5 Zoll breit und 58 Zoll langes verstellbares Lederarmband",-1.0,1.24847417380281,85.0,1.070583758512438,False,false_friend,major,False,"The term 'Lederarmband' means leather bracelet/watch strap rather than shoulder strap, and the adjective inflection is grammatically inconsistent."
wmt22,zh-en,GPS 呢？到没到呀,What about GPS? Have you arrived yet?,-0.0,1.750415642736832,80.0,1.0670172306009866,False,calque,minor,False,"The translation uses a literal mirror of the Chinese 'Noun + 呢' structure, which sounds vague and unidiomatic compared to functional English equivalents."
