lp,dataset,doc_id,seg_id,system_id,comet
EN-sr_Cyrl_RS,wmt25_fluency_benchmark,en-sr_Cyrl_RS_#_speech_#_vid_8qZFupajBuo_#_0,2413,Gemini 3 Pro,0.7697110772132874
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_literary_#_rink_rats_chapter1_#_15,2458,Gemini 3 Pro,0.8364097476005554
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_literary_#_rink_rats_chapter1_#_16,2459,Gemini 3 Pro,0.8443852663040161
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_literary_#_rink_rats_chapter1_#_18,2461,Gemini 3 Pro,0.8997435569763184
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_news_#_guardian.228996_#_0,2488,Gemini 3 Pro,0.7734779715538025
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_news_#_guardian.229338_#_2,2499,Gemini 3 Pro,0.8223692774772644
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_news_#_guardian.230737_#_4,2508,Gemini 3 Pro,0.8639605045318604
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_social_#_114417630342798842_#_6,2591,Gemini 3 Pro,0.8540262579917908
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_news_#_guardian.229338_#_1,2498,Gemini 3 Pro,0.8578760623931885
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_social_#_114417630342798842_#_15,2600,Gemini 3 Pro,0.8493954539299011
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_social_#_114417630342798842_#_17,2602,Gemini 3 Pro,0.8903294801712036
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_social_#_114300646822630777_#_11,2584,Gemini 3 Pro,0.7867170572280884
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_speech_#_vid_8qZFupajBuo_#_0,2611,Gemini 3 Pro,0.8373959064483643
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_literary_#_rink_rats_chapter1_#_9,2651,Gemini 3 Pro,0.8534061908721924
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_literary_#_rink_rats_chapter1_#_18,2660,Gemini 3 Pro,0.8902549743652344
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_news_#_guardian.228996_#_7,2697,Gemini 3 Pro,0.8154269456863403
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_news_#_guardian.231311_#_4,2711,Gemini 3 Pro,0.8452664017677307
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_news_#_guardian.231314_#_1,2717,Gemini 3 Pro,0.7947662472724915
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_social_#_114220065940975488_#_2,2757,Gemini 3 Pro,0.8374801874160767
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_news_#_guardian.231311_#_8,2715,Gemini 3 Pro,0.8545513153076172
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_social_#_114417630342798842_#_15,2798,Gemini 3 Pro,0.8195623159408569
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_social_#_114417630342798842_#_6,2789,Gemini 3 Pro,0.748359203338623
EN-ar_EG,wmt25_fluency_benchmark,en-ar_EG_#_literary_#_rink_rats_chapter2_#_16,472,Gemini 3.1 Pro Preview,0.7705361247062683
EN-ar_EG,wmt25_fluency_benchmark,en-ar_EG_#_literary_#_rink_rats_chapter2_#_9,465,Gemini 3.1 Pro Preview,0.7666351795196533
EN-ar_EG,wmt25_fluency_benchmark,en-ar_EG_#_literary_#_rink_rats_chapter2_#_18,474,Gemini 3.1 Pro Preview,0.814122200012207
EN-ar_EG,wmt25_fluency_benchmark,en-ar_EG_#_news_#_guardian.228996_#_7,512,Gemini 3.1 Pro Preview,0.8119674921035767
EN-ar_EG,wmt25_fluency_benchmark,en-ar_EG_#_news_#_guardian.228996_#_6,511,Gemini 3.1 Pro Preview,0.7573226690292358
EN-ar_EG,wmt25_fluency_benchmark,en-ar_EG_#_news_#_guardian.231311_#_5,541,Gemini 3.1 Pro Preview,0.6653330326080322
EN-ar_EG,wmt25_fluency_benchmark,en-ar_EG_#_social_#_114174389242714730_#_2,570,Gemini 3.1 Pro Preview,0.7322210669517517
EN-ar_EG,wmt25_fluency_benchmark,en-ar_EG_#_social_#_114294867111841563_#_4,580,Gemini 3.1 Pro Preview,0.8157060742378235
EN-ar_EG,wmt25_fluency_benchmark,en-ar_EG_#_social_#_114300646822630777_#_11,597,Gemini 3.1 Pro Preview,0.704868495464325
EN-ar_EG,wmt25_fluency_benchmark,en-ar_EG_#_social_#_114417630342798842_#_6,604,Gemini 3.1 Pro Preview,0.7151288986206055
EN-ar_EG,wmt25_fluency_benchmark,en-ar_EG_#_social_#_114417630342798842_#_17,615,Gemini 3.1 Pro Preview,0.8600935935974121
EN-ar_EG,wmt25_fluency_benchmark,en-ar_EG_#_speech_#_vid_7Aw4Q46omiM_#_0,624,Gemini 3.1 Pro Preview,0.8336269855499268
EN-bho_IN,wmt25_fluency_benchmark,en-bho_IN_#_literary_#_rink_rats_chapter2_#_18,673,Gemini 3.1 Pro Preview,0.7182249426841736
EN-bho_IN,wmt25_fluency_benchmark,en-bho_IN_#_news_#_guardian.228996_#_6,710,Gemini 3.1 Pro Preview,0.688666045665741
EN-bho_IN,wmt25_fluency_benchmark,en-bho_IN_#_news_#_brisbanetimes.com.au.306576_#_2,700,Gemini 3.1 Pro Preview,0.6200891733169556
EN-bho_IN,wmt25_fluency_benchmark,en-bho_IN_#_news_#_guardian.229703_#_9,722,Gemini 3.1 Pro Preview,0.5991148948669434
EN-bho_IN,wmt25_fluency_benchmark,en-bho_IN_#_news_#_guardian.231311_#_0,731,Gemini 3.1 Pro Preview,0.5834928750991821
EN-bho_IN,wmt25_fluency_benchmark,en-bho_IN_#_social_#_114157282362077575_#_0,763,Gemini 3.1 Pro Preview,0.6300139427185059
EN-bho_IN,wmt25_fluency_benchmark,en-bho_IN_#_social_#_114174389242714730_#_2,770,Gemini 3.1 Pro Preview,0.5868769884109497
EN-bho_IN,wmt25_fluency_benchmark,en-bho_IN_#_social_#_114174389242714730_#_6,774,Gemini 3.1 Pro Preview,0.7043182849884033
EN-bho_IN,wmt25_fluency_benchmark,en-bho_IN_#_social_#_114300646822630777_#_2,778,Gemini 3.1 Pro Preview,0.5983192324638367
EN-bho_IN,wmt25_fluency_benchmark,en-bho_IN_#_social_#_114417630342798842_#_14,802,Gemini 3.1 Pro Preview,0.7102014422416687
EN-bho_IN,wmt25_fluency_benchmark,en-bho_IN_#_speech_#_vid_8qZFupajBuo_#_0,818,Gemini 3.1 Pro Preview,0.6541056632995605
EN-bho_IN,wmt25_fluency_benchmark,en-bho_IN_#_speech_#_vid_2qWfOH69wGU_#_0,811,Gemini 3.1 Pro Preview,0.6824598908424377
EN-cs_CZ,wmt25_fluency_benchmark,en-cs_CZ_#_literary_#_rink_rats_chapter2_#_15,859,Gemini 3.1 Pro Preview,0.859968364238739
EN-cs_CZ,wmt25_fluency_benchmark,en-cs_CZ_#_literary_#_rink_rats_chapter2_#_18,862,Gemini 3.1 Pro Preview,0.7718704342842102
EN-cs_CZ,wmt25_fluency_benchmark,en-cs_CZ_#_news_#_en.ndtv.com.357237_#_2,889,Gemini 3.1 Pro Preview,0.8250744938850403
EN-cs_CZ,wmt25_fluency_benchmark,en-cs_CZ_#_social_#_114417630342798842_#_4,982,Gemini 3.1 Pro Preview,0.8885512351989746
EN-cs_CZ,wmt25_fluency_benchmark,en-cs_CZ_#_news_#_guardian.231311_#_4,930,Gemini 3.1 Pro Preview,0.8882967233657837
EN-cs_CZ,wmt25_fluency_benchmark,en-cs_CZ_#_speech_#_vid_3vpEaAjDgtI_#_0,1001,Gemini 3.1 Pro Preview,0.8016530275344849
EN-cs_CZ,wmt25_fluency_benchmark,en-cs_CZ_#_speech_#_vid_rU8nY03Lo5s_#_0,1028,Gemini 3.1 Pro Preview,0.8655184507369995
EN-cs_CZ,wmt25_fluency_benchmark,en-cs_CZ_#_dialogue_#_SNG0991_#_0,1054,Gemini 3.1 Pro Preview,0.9357077479362488
EN-et_EE,wmt25_fluency_benchmark,en-et_EE_#_literary_#_rink_rats_chapter2_#_16,1072,Gemini 3.1 Pro Preview,0.905241310596466
EN-et_EE,wmt25_fluency_benchmark,en-et_EE_#_literary_#_rink_rats_chapter2_#_30,1086,Gemini 3.1 Pro Preview,0.8775758147239685
EN-et_EE,wmt25_fluency_benchmark,en-et_EE_#_literary_#_rink_rats_chapter2_#_42,1098,Gemini 3.1 Pro Preview,0.8968425989151001
EN-et_EE,wmt25_fluency_benchmark,en-et_EE_#_news_#_guardian.228996_#_3,1111,Gemini 3.1 Pro Preview,0.8970293998718262
EN-et_EE,wmt25_fluency_benchmark,en-et_EE_#_news_#_brisbanetimes.com.au.306576_#_2,1101,Gemini 3.1 Pro Preview,0.8712498545646667
EN-et_EE,wmt25_fluency_benchmark,en-et_EE_#_news_#_guardian.228996_#_8,1116,Gemini 3.1 Pro Preview,0.8505649566650391
EN-et_EE,wmt25_fluency_benchmark,en-et_EE_#_news_#_guardian.229338_#_6,1123,Gemini 3.1 Pro Preview,0.8708996176719666
EN-et_EE,wmt25_fluency_benchmark,en-et_EE_#_social_#_114157282362077575_#_0,1164,Gemini 3.1 Pro Preview,0.9032585620880128
EN-et_EE,wmt25_fluency_benchmark,en-et_EE_#_news_#_guardian.231311_#_0,1132,Gemini 3.1 Pro Preview,0.8601357936859131
EN-et_EE,wmt25_fluency_benchmark,en-et_EE_#_social_#_114174389242714730_#_2,1171,Gemini 3.1 Pro Preview,0.8280710577964783
EN-et_EE,wmt25_fluency_benchmark,en-et_EE_#_social_#_114300646822630777_#_2,1179,Gemini 3.1 Pro Preview,0.8137723207473755
EN-et_EE,wmt25_fluency_benchmark,en-et_EE_#_speech_#_vid_Ft41IG2BAG8_#_0,1216,Gemini 3.1 Pro Preview,0.8329814672470093
EN-is_IS,wmt25_fluency_benchmark,en-is_IS_#_literary_#_rink_rats_chapter2_#_15,1261,Gemini 3.1 Pro Preview,0.724777340888977
EN-is_IS,wmt25_fluency_benchmark,en-is_IS_#_news_#_guardian.229703_#_3,1302,Gemini 3.1 Pro Preview,0.8690250515937805
EN-is_IS,wmt25_fluency_benchmark,en-is_IS_#_news_#_guardian.231311_#_5,1314,Gemini 3.1 Pro Preview,0.7001234292984009
EN-is_IS,wmt25_fluency_benchmark,en-is_IS_#_speech_#_vid_27keISTaqYw_#_0,1412,Gemini 3.1 Pro Preview,0.7497850060462952
EN-is_IS,wmt25_fluency_benchmark,en-is_IS_#_speech_#_vid_Ft41IG2BAG8_#_0,1418,Gemini 3.1 Pro Preview,0.7721927165985107
EN-is_IS,wmt25_fluency_benchmark,en-is_IS_#_speech_#_vid_M7v3ZfP4fm0_#_0,1425,Gemini 3.1 Pro Preview,0.8606338500976562
EN-is_IS,wmt25_fluency_benchmark,en-is_IS_#_speech_#_vid_JoTLTGv8kqA_#_0,1422,Gemini 3.1 Pro Preview,0.8013216257095337
EN-it_IT,wmt25_fluency_benchmark,en-it_IT_#_literary_#_rink_rats_chapter2_#_15,1463,Gemini 3.1 Pro Preview,0.4896161258220672
EN-it_IT,wmt25_fluency_benchmark,en-it_IT_#_literary_#_rink_rats_chapter2_#_18,1466,Gemini 3.1 Pro Preview,0.5019811391830444
EN-it_IT,wmt25_fluency_benchmark,en-it_IT_#_news_#_guardian.230737_#_2,1521,Gemini 3.1 Pro Preview,0.5575680732727051
EN-it_IT,wmt25_fluency_benchmark,en-it_IT_#_news_#_guardian.230737_#_4,1523,Gemini 3.1 Pro Preview,0.5266331434249878
EN-it_IT,wmt25_fluency_benchmark,en-it_IT_#_social_#_114417630342798842_#_11,1616,Gemini 3.1 Pro Preview,0.5148177146911621
EN-it_IT,wmt25_fluency_benchmark,en-it_IT_#_social_#_114157282362077575_#_1,1565,Gemini 3.1 Pro Preview,0.5544721484184265
EN-it_IT,wmt25_fluency_benchmark,en-it_IT_#_social_#_114220065940975488_#_15,1592,Gemini 3.1 Pro Preview,0.497808575630188
EN-it_IT,wmt25_fluency_benchmark,en-it_IT_#_social_#_114417630342798842_#_14,1619,Gemini 3.1 Pro Preview,0.534248948097229
EN-it_IT,wmt25_fluency_benchmark,en-it_IT_#_speech_#_vid_2cLeDVfEqG4_#_0,1627,Gemini 3.1 Pro Preview,0.3728097975254059
EN-it_IT,wmt25_fluency_benchmark,en-it_IT_#_speech_#_vid_7Aw4Q46omiM_#_0,1631,Gemini 3.1 Pro Preview,0.5115170478820801
EN-it_IT,wmt25_fluency_benchmark,en-it_IT_#_speech_#_vid_AJlp_obQgq8_#_0,1633,Gemini 3.1 Pro Preview,0.4753950238227844
EN-ja_JP,wmt25_fluency_benchmark,en-ja_JP_#_literary_#_rink_rats_chapter1_#_30,1693,Gemini 3.1 Pro Preview,0.91926372051239
EN-ja_JP,wmt25_fluency_benchmark,en-ja_JP_#_news_#_brisbanetimes.com.au.306576_#_3,1708,Gemini 3.1 Pro Preview,0.8474623560905457
EN-ja_JP,wmt25_fluency_benchmark,en-ja_JP_#_news_#_guardian.230737_#_3,1723,Gemini 3.1 Pro Preview,0.913983941078186
EN-ja_JP,wmt25_fluency_benchmark,en-ja_JP_#_news_#_guardian.228996_#_7,1718,Gemini 3.1 Pro Preview,0.8994476795196533
EN-ja_JP,wmt25_fluency_benchmark,en-ja_JP_#_news_#_guardian.231311_#_1,1729,Gemini 3.1 Pro Preview,0.9003435969352722
EN-ja_JP,wmt25_fluency_benchmark,en-ja_JP_#_news_#_guardian.231311_#_2,1730,Gemini 3.1 Pro Preview,0.9238001704216005
EN-ja_JP,wmt25_fluency_benchmark,en-ja_JP_#_news_#_guardian.231314_#_2,1739,Gemini 3.1 Pro Preview,0.7752820253372192
EN-ja_JP,wmt25_fluency_benchmark,en-ja_JP_#_social_#_114174389242714730_#_7,1782,Gemini 3.1 Pro Preview,0.8718796968460083
EN-ja_JP,wmt25_fluency_benchmark,en-ja_JP_#_social_#_114157282362077575_#_1,1771,Gemini 3.1 Pro Preview,0.9313507080078124
EN-ja_JP,wmt25_fluency_benchmark,en-ja_JP_#_social_#_114300646822630777_#_3,1786,Gemini 3.1 Pro Preview,0.8307327032089233
EN-ja_JP,wmt25_fluency_benchmark,en-ja_JP_#_speech_#_vid_8qZFupajBuo_#_0,1822,Gemini 3.1 Pro Preview,0.8900518417358398
EN-ja_JP,wmt25_fluency_benchmark,en-ja_JP_#_speech_#_vid_6dP6bHX73_k_#_0,1819,Gemini 3.1 Pro Preview,0.845055341720581
EN-ja_JP,wmt25_fluency_benchmark,en-ja_JP_#_social_#_114417630342798842_#_15,1810,Gemini 3.1 Pro Preview,0.8663795590400696
EN-mas_KE,wmt25_fluency_benchmark,en-mas_KE_#_literary_#_rink_rats_chapter2_#_15,1867,Gemini 3.1 Pro Preview,0.3916442990303039
EN-ja_JP,wmt25_fluency_benchmark,en-ja_JP_#_speech_#_vid_r-aI0JD0bCE_#_0,1847,Gemini 3.1 Pro Preview,0.8979717493057251
EN-mas_KE,wmt25_fluency_benchmark,en-mas_KE_#_news_#_guardian.228996_#_2,1897,Gemini 3.1 Pro Preview,0.637261152267456
EN-mas_KE,wmt25_fluency_benchmark,en-mas_KE_#_literary_#_rink_rats_chapter2_#_35,1887,Gemini 3.1 Pro Preview,0.4115070402622223
EN-mas_KE,wmt25_fluency_benchmark,en-mas_KE_#_literary_#_rink_rats_chapter2_#_42,1894,Gemini 3.1 Pro Preview,0.3909549713134765
EN-mas_KE,wmt25_fluency_benchmark,en-mas_KE_#_news_#_guardian.230238_#_4,1908,Gemini 3.1 Pro Preview,0.4558588862419128
EN-mas_KE,wmt25_fluency_benchmark,en-mas_KE_#_news_#_nytimes.153341_#_0,1949,Gemini 3.1 Pro Preview,0.4881273508071899
EN-mas_KE,wmt25_fluency_benchmark,en-mas_KE_#_news_#_guardian.230737_#_5,1921,Gemini 3.1 Pro Preview,0.5127156972885132
EN-mas_KE,wmt25_fluency_benchmark,en-mas_KE_#_news_#_guardian.231314_#_1,1934,Gemini 3.1 Pro Preview,0.3986298143863678
EN-mas_KE,wmt25_fluency_benchmark,en-mas_KE_#_social_#_114157282362077575_#_2,1963,Gemini 3.1 Pro Preview,0.6749615669250488
EN-mas_KE,wmt25_fluency_benchmark,en-mas_KE_#_speech_#_vid_8qZFupajBuo_#_0,2009,Gemini 3.1 Pro Preview,0.5990138053894043
EN-mas_KE,wmt25_fluency_benchmark,en-mas_KE_#_speech_#_vid_fWRlPSl5itQ_#_0,2027,Gemini 3.1 Pro Preview,0.6868135929107666
EN-ru_RU,wmt25_fluency_benchmark,en-ru_RU_#_literary_#_rink_rats_chapter2_#_30,2067,Gemini 3.1 Pro Preview,0.8643236756324768
EN-ru_RU,wmt25_fluency_benchmark,en-ru_RU_#_news_#_guardian.229338_#_0,2092,Gemini 3.1 Pro Preview,0.9102060794830322
EN-ru_RU,wmt25_fluency_benchmark,en-ru_RU_#_news_#_guardian.229338_#_5,2097,Gemini 3.1 Pro Preview,0.8639899492263794
EN-ru_RU,wmt25_fluency_benchmark,en-ru_RU_#_news_#_guardian.230737_#_3,2102,Gemini 3.1 Pro Preview,0.8497554063796997
EN-ru_RU,wmt25_fluency_benchmark,en-ru_RU_#_news_#_guardian.230737_#_5,2104,Gemini 3.1 Pro Preview,0.8306460976600647
EN-ru_RU,wmt25_fluency_benchmark,en-ru_RU_#_news_#_nytimes.153341_#_0,2122,Gemini 3.1 Pro Preview,0.67044597864151
EN-ru_RU,wmt25_fluency_benchmark,en-ru_RU_#_news_#_guardian.231311_#_6,2113,Gemini 3.1 Pro Preview,0.718300461769104
EN-ru_RU,wmt25_fluency_benchmark,en-ru_RU_#_news_#_newrepublic.com.12619_#_3,2119,Gemini 3.1 Pro Preview,0.8212003111839294
EN-ru_RU,wmt25_fluency_benchmark,en-ru_RU_#_news_#_nytimes.154208_#_0,2127,Gemini 3.1 Pro Preview,0.8189520835876465
EN-ru_RU,wmt25_fluency_benchmark,en-ru_RU_#_social_#_114174389242714730_#_4,2148,Gemini 3.1 Pro Preview,0.8506814241409302
EN-ru_RU,wmt25_fluency_benchmark,en-ru_RU_#_social_#_114417630342798842_#_6,2186,Gemini 3.1 Pro Preview,0.7889499068260193
EN-ru_RU,wmt25_fluency_benchmark,en-ru_RU_#_speech_#_vid_P2a0lVGYDNo_#_0,2214,Gemini 3.1 Pro Preview,0.8513563871383667
EN-ru_RU,wmt25_fluency_benchmark,en-ru_RU_#_speech_#_vid_PJLN1kAzbyw_#_0,2215,Gemini 3.1 Pro Preview,0.7808465957641602
EN-sr_Cyrl_RS,wmt25_fluency_benchmark,en-sr_Cyrl_RS_#_literary_#_rink_rats_chapter2_#_15,2252,Gemini 3.1 Pro Preview,0.8602666854858398
EN-sr_Cyrl_RS,wmt25_fluency_benchmark,en-sr_Cyrl_RS_#_news_#_guardian.230737_#_3,2305,Gemini 3.1 Pro Preview,0.8308453559875488
EN-sr_Cyrl_RS,wmt25_fluency_benchmark,en-sr_Cyrl_RS_#_news_#_guardian.231314_#_4,2323,Gemini 3.1 Pro Preview,0.8644826412200928
EN-sr_Cyrl_RS,wmt25_fluency_benchmark,en-sr_Cyrl_RS_#_news_#_guardian.231314_#_0,2319,Gemini 3.1 Pro Preview,0.758059024810791
EN-sr_Cyrl_RS,wmt25_fluency_benchmark,en-sr_Cyrl_RS_#_social_#_114300646822630777_#_4,2380,Gemini 3.1 Pro Preview,0.8087230920791626
EN-sr_Cyrl_RS,wmt25_fluency_benchmark,en-sr_Cyrl_RS_#_social_#_114300646822630777_#_9,2385,Gemini 3.1 Pro Preview,0.6937967538833618
EN-sr_Cyrl_RS,wmt25_fluency_benchmark,en-sr_Cyrl_RS_#_social_#_114417630342798842_#_9,2397,Gemini 3.1 Pro Preview,0.7887207865715027
EN-sr_Cyrl_RS,wmt25_fluency_benchmark,en-sr_Cyrl_RS_#_social_#_114417630342798842_#_12,2400,Gemini 3.1 Pro Preview,0.7721974849700928
EN-sr_Cyrl_RS,wmt25_fluency_benchmark,en-sr_Cyrl_RS_#_speech_#_vid__S0GOwEJXUA_#_0,2429,Gemini 3.1 Pro Preview,0.5798044204711914
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_literary_#_rink_rats_chapter1_#_9,2452,Gemini 3.1 Pro Preview,0.8361138105392456
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_news_#_guardian.228996_#_0,2488,Gemini 3.1 Pro Preview,0.7734779715538025
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_literary_#_rink_rats_chapter1_#_15,2458,Gemini 3.1 Pro Preview,0.8364097476005554
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_literary_#_rink_rats_chapter1_#_16,2459,Gemini 3.1 Pro Preview,0.8443852663040161
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_literary_#_rink_rats_chapter1_#_18,2461,Gemini 3.1 Pro Preview,0.8997435569763184
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_news_#_guardian.229338_#_1,2498,Gemini 3.1 Pro Preview,0.8578760623931885
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_news_#_nytimes.153341_#_1,2528,Gemini 3.1 Pro Preview,0.7744529247283936
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_social_#_114417630342798842_#_6,2591,Gemini 3.1 Pro Preview,0.8540262579917908
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_social_#_114220065940975488_#_12,2569,Gemini 3.1 Pro Preview,0.7829948663711548
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_social_#_114300646822630777_#_11,2584,Gemini 3.1 Pro Preview,0.7867170572280884
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_social_#_114417630342798842_#_15,2600,Gemini 3.1 Pro Preview,0.8493954539299011
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_speech_#_vid_8qZFupajBuo_#_0,2611,Gemini 3.1 Pro Preview,0.8373959064483643
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_social_#_114417630342798842_#_17,2602,Gemini 3.1 Pro Preview,0.8903294801712036
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_literary_#_rink_rats_chapter1_#_9,2651,Gemini 3.1 Pro Preview,0.8534061908721924
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_literary_#_rink_rats_chapter1_#_15,2657,Gemini 3.1 Pro Preview,0.8447445631027222
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_news_#_guardian.228996_#_7,2697,Gemini 3.1 Pro Preview,0.8154269456863403
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_news_#_guardian.230737_#_3,2702,Gemini 3.1 Pro Preview,0.8448771834373474
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_news_#_guardian.231311_#_8,2715,Gemini 3.1 Pro Preview,0.8545513153076172
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_news_#_guardian.231314_#_1,2717,Gemini 3.1 Pro Preview,0.7947662472724915
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_social_#_114220065940975488_#_1,2756,Gemini 3.1 Pro Preview,0.830395519733429
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_social_#_114417630342798842_#_6,2789,Gemini 3.1 Pro Preview,0.748359203338623
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_social_#_114417630342798842_#_15,2798,Gemini 3.1 Pro Preview,0.8195623159408569
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_speech_#_vid_nU09s4CuaRg_#_0,2833,Gemini 3.1 Pro Preview,0.7118183374404907
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_speech_#_vid_fWRlPSl5itQ_#_0,2829,Gemini 3 Pro,0.8686691522598267
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_speech_#_vid_nU09s4CuaRg_#_0,2833,Gemini 3 Pro,0.7118183374404907
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_speech_#_vid_fWRlPSl5itQ_#_0,2829,Gemini 3.1 Pro Preview,0.8686691522598267
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_speech_#_vid_HjRhgaz1xTI_#_0,2813,Gemini 3.1 Pro Preview,0.8433919548988342
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_speech_#_vid_HjRhgaz1xTI_#_0,2813,Gemini 3 Pro,0.8433919548988342
EN-ar_EG,wmt25_fluency_benchmark,en-ar_EG_#_literary_#_rink_rats_chapter2_#_18,474,GPT-5.2 Chat,0.8098766803741455
EN-ar_EG,wmt25_fluency_benchmark,en-ar_EG_#_literary_#_rink_rats_chapter2_#_9,465,GPT-5.2 Chat,0.7513806819915771
EN-ar_EG,wmt25_fluency_benchmark,en-ar_EG_#_literary_#_rink_rats_chapter2_#_30,486,GPT-5.2 Chat,0.754806399345398
EN-ar_EG,wmt25_fluency_benchmark,en-ar_EG_#_news_#_guardian.228996_#_7,512,GPT-5.2 Chat,0.7913612127304077
EN-ar_EG,wmt25_fluency_benchmark,en-ar_EG_#_news_#_guardian.228996_#_6,511,GPT-5.2 Chat,0.8279662728309631
EN-ar_EG,wmt25_fluency_benchmark,en-ar_EG_#_news_#_brisbanetimes.com.au.306576_#_2,501,GPT-5.2 Chat,0.5962055921554565
EN-ar_EG,wmt25_fluency_benchmark,en-ar_EG_#_news_#_guardian.231311_#_5,541,GPT-5.2 Chat,0.7932629585266113
EN-ar_EG,wmt25_fluency_benchmark,en-ar_EG_#_social_#_114174389242714730_#_2,570,GPT-5.2 Chat,0.7491211891174316
EN-ar_EG,wmt25_fluency_benchmark,en-ar_EG_#_social_#_114294867111841563_#_6,582,GPT-5.2 Chat,0.8524864912033081
EN-ar_EG,wmt25_fluency_benchmark,en-ar_EG_#_social_#_114417630342798842_#_6,604,GPT-5.2 Chat,0.7378562092781067
EN-ar_EG,wmt25_fluency_benchmark,en-ar_EG_#_social_#_114174389242714730_#_3,571,GPT-5.2 Chat,0.7515771389007568
EN-ar_EG,wmt25_fluency_benchmark,en-ar_EG_#_news_#_guardian.229703_#_7,521,GPT-5.2 Chat,0.7547839879989624
EN-ar_EG,wmt25_fluency_benchmark,en-ar_EG_#_social_#_114294867111841563_#_4,580,GPT-5.2 Chat,0.7993400692939758
EN-ar_EG,wmt25_fluency_benchmark,en-ar_EG_#_speech_#_vid_7Aw4Q46omiM_#_0,624,GPT-5.2 Chat,0.8735247850418091
EN-ar_EG,wmt25_fluency_benchmark,en-ar_EG_#_social_#_114417630342798842_#_15,613,GPT-5.2 Chat,0.7844400405883789
EN-bho_IN,wmt25_fluency_benchmark,en-bho_IN_#_literary_#_rink_rats_chapter2_#_15,670,GPT-5.2 Chat,0.6697965264320374
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_speech_#_vid_M7v3ZfP4fm0_#_0,2818,Gemini 3.1 Pro Preview,0.8029428124427795
EN-bho_IN,wmt25_fluency_benchmark,en-bho_IN_#_news_#_guardian.228996_#_6,710,GPT-5.2 Chat,0.6781728267669678
EN-bho_IN,wmt25_fluency_benchmark,en-bho_IN_#_literary_#_rink_rats_chapter2_#_30,685,GPT-5.2 Chat,0.7034741044044495
EN-bho_IN,wmt25_fluency_benchmark,en-bho_IN_#_literary_#_rink_rats_chapter2_#_42,697,GPT-5.2 Chat,0.686303436756134
