lp,dataset,doc_id,seg_id,system_id,idiomatic,collocational,discourse,pragmatic,calque,fluency2,fluency3_,confidence,fluency2_raw,fluency2_recalc_g6.25
EN-cs_CZ,wmt25_fluency_benchmark,en-cs_CZ_#_news_#_en.ndtv.com.357237_#_2,889,Gemini 3 Flash (thinking-minimal),30.0,30.0,70.0,40.0,30.0,13.700000000000001,30.0,0.8,34.2,1.369793180515594
EN-cs_CZ,wmt25_fluency_benchmark,en-cs_CZ_#_news_#_guardian.229338_#_5,904,Gemini 3 Flash (thinking-minimal),70.0,70.0,80.0,80.0,70.0,24.81,70.0,0.8,71.50000000000001,2.4812574310864495
EN-cs_CZ,wmt25_fluency_benchmark,en-cs_CZ_#_social_#_114417630342798842_#_4,982,Gemini 3 Flash (thinking-minimal),70.0,70.0,80.0,80.0,70.0,24.81,70.0,0.8,71.50000000000001,2.4812574310864495
EN-cs_CZ,wmt25_fluency_benchmark,en-cs_CZ_#_news_#_nytimes.153341_#_3,944,Gemini 3 Flash (thinking-minimal),70.0,70.0,80.0,80.0,70.0,24.81,70.0,0.8,71.50000000000001,2.4812574310864495
EN-cs_CZ,wmt25_fluency_benchmark,en-cs_CZ_#_speech_#_vid_3vpEaAjDgtI_#_0,1001,Gemini 3 Flash (thinking-minimal),50.0,60.0,50.0,40.0,60.0,16.8,55.29,0.8,53.900000000000006,1.6801221197420624
EN-cs_CZ,wmt25_fluency_benchmark,en-cs_CZ_#_speech_#_vid_P2a0lVGYDNo_#_0,1012,Gemini 3 Flash (thinking-minimal),90.0,90.0,80.0,90.0,100.0,57.41,92.0,0.8,90.80000000000001,5.740862004738672
EN-cs_CZ,wmt25_fluency_benchmark,en-cs_CZ_#_speech_#_vid_YTxmx8hyJtA_#_0,1018,Gemini 3 Flash (thinking-minimal),60.0,70.0,60.0,70.0,60.0,20.03,63.29,0.8,63.4,2.003019283937225
EN-cs_CZ,wmt25_fluency_benchmark,en-cs_CZ_#_speech_#_vid_rU8nY03Lo5s_#_0,1028,Gemini 3 Flash (thinking-minimal),40.0,40.0,50.0,40.0,30.0,13.959999999999999,38.0,0.8,39.2,1.396034310445879
EN-cs_CZ,wmt25_fluency_benchmark,en-cs_CZ_#_dialogue_#_SNG0991_#_0,1054,Gemini 3 Flash (thinking-minimal),50.0,40.0,70.0,60.0,40.0,15.809999999999999,44.71,0.8,47.9,1.580891821964958
EN-et_EE,wmt25_fluency_benchmark,en-et_EE_#_literary_#_rink_rats_chapter2_#_15,1071,Gemini 3 Flash (thinking-minimal),60.0,60.0,70.0,60.0,50.0,18.34,58.0,0.8,59.2,1.8343050187282646
EN-et_EE,wmt25_fluency_benchmark,en-et_EE_#_literary_#_rink_rats_chapter2_#_30,1086,Gemini 3 Flash (thinking-minimal),70.0,60.0,80.0,80.0,70.0,23.42,66.71000000000001,0.8,68.7,2.342087446822689
EN-et_EE,wmt25_fluency_benchmark,en-et_EE_#_news_#_brisbanetimes.com.au.306576_#_2,1101,Gemini 3 Flash (thinking-minimal),50.0,40.0,60.0,50.0,50.0,15.489999999999998,46.71,0.8,48.10000000000001,1.5490253889253862
EN-et_EE,wmt25_fluency_benchmark,en-et_EE_#_social_#_114157282362077575_#_0,1164,Gemini 3 Flash (thinking-minimal),60.0,70.0,80.0,70.0,60.0,21.38,63.29,0.8,65.19999999999999,2.137869260852793
EN-et_EE,wmt25_fluency_benchmark,en-et_EE_#_social_#_114174389242714730_#_2,1171,Gemini 3 Flash (thinking-minimal),50.0,50.0,60.0,70.0,50.0,16.419999999999998,50.0,0.8,52.10000000000001,1.6415725462347361
EN-et_EE,wmt25_fluency_benchmark,en-et_EE_#_social_#_114174389242714730_#_6,1175,Gemini 3 Flash (thinking-minimal),50.0,40.0,60.0,60.0,50.0,15.649999999999999,46.71,0.8,48.70000000000001,1.5647155126975318
EN-et_EE,wmt25_fluency_benchmark,en-et_EE_#_news_#_guardian.231311_#_0,1132,Gemini 3 Flash (thinking-minimal),70.0,60.0,80.0,70.0,70.0,22.82,66.71000000000001,0.8,68.10000000000001,2.282009601697402
EN-et_EE,wmt25_fluency_benchmark,en-et_EE_#_speech_#_vid_6dP6bHX73_k_#_0,1213,Gemini 3 Flash (thinking-minimal),50.0,60.0,70.0,70.0,50.0,17.6,53.29,0.8,55.8,1.7595263330657194
EN-et_EE,wmt25_fluency_benchmark,en-et_EE_#_social_#_114300646822630777_#_2,1179,Gemini 3 Flash (thinking-minimal),50.0,60.0,60.0,50.0,50.0,16.69,53.29,0.8,53.70000000000001,1.669280860580845
EN-et_EE,wmt25_fluency_benchmark,en-et_EE_#_speech_#_vid_JoTLTGv8kqA_#_0,1220,Gemini 3 Flash (thinking-minimal),50.0,60.0,70.0,50.0,50.0,17.14,53.29,0.8,54.60000000000001,1.7140140698084823
EN-et_EE,wmt25_fluency_benchmark,en-et_EE_#_speech_#_vid_rU8nY03Lo5s_#_0,1241,Gemini 3 Flash (thinking-minimal),50.0,60.0,40.0,50.0,50.0,16.31,53.29,0.8,51.89999999999999,1.6306273161201619
EN-is_IS,wmt25_fluency_benchmark,en-is_IS_#_literary_#_rink_rats_chapter2_#_15,1261,Gemini 3 Flash (thinking-minimal),50.0,40.0,60.0,60.0,50.0,15.649999999999999,46.71,0.8,48.70000000000001,1.5647155126975318
EN-is_IS,wmt25_fluency_benchmark,en-is_IS_#_news_#_en.ndtv.com.357237_#_2,1291,Gemini 3 Flash (thinking-minimal),30.0,20.0,50.0,30.0,20.0,12.330000000000002,24.71,0.8,27.3,1.2333125815875614
EN-is_IS,wmt25_fluency_benchmark,en-is_IS_#_news_#_guardian.229703_#_3,1302,Gemini 3 Flash (thinking-minimal),50.0,60.0,70.0,80.0,50.0,18.2,53.29,0.8,56.400000000000006,1.8196041781910064
EN-is_IS,wmt25_fluency_benchmark,en-is_IS_#_news_#_guardian.231311_#_5,1314,Gemini 3 Flash (thinking-minimal),50.0,60.0,70.0,60.0,50.0,17.3,53.29,0.8,55.20000000000002,1.7297041935806277
EN-is_IS,wmt25_fluency_benchmark,en-is_IS_#_news_#_guardian.231311_#_6,1315,Gemini 3 Flash (thinking-minimal),50.0,40.0,70.0,60.0,50.0,16.09,46.71,0.8,49.60000000000001,1.6094487219251692
EN-is_IS,wmt25_fluency_benchmark,en-is_IS_#_news_#_newrepublic.com.12619_#_0,1328,Gemini 3 Flash (thinking-minimal),90.0,90.0,90.0,90.0,100.0,59.18,92.0,0.8,91.70000000000002,5.917639397604196
EN-is_IS,wmt25_fluency_benchmark,en-is_IS_#_social_#_114294867111841563_#_5,1374,Gemini 3 Flash (thinking-minimal),60.0,50.0,70.0,70.0,60.0,18.35,56.71,0.8,58.70000000000001,1.835361931297756
EN-is_IS,wmt25_fluency_benchmark,en-is_IS_#_speech_#_vid_27keISTaqYw_#_0,1412,Gemini 3 Flash (thinking-minimal),30.0,40.0,40.0,20.0,20.0,12.86,31.29,0.8,31.400000000000002,1.2863812166542807
EN-is_IS,wmt25_fluency_benchmark,en-is_IS_#_speech_#_vid_QgTkUWYd82M_#_0,1430,Gemini 3 Flash (thinking-minimal),60.0,50.0,70.0,70.0,60.0,18.35,56.71,0.8,58.70000000000001,1.835361931297756
EN-it_IT,wmt25_fluency_benchmark,en-it_IT_#_literary_#_rink_rats_chapter2_#_9,1457,Gemini 3 Flash (thinking-minimal),60.0,70.0,70.0,60.0,60.0,20.18,63.29,0.8,63.70000000000001,2.0179303536797706
EN-is_IS,wmt25_fluency_benchmark,en-is_IS_#_speech_#_vid_YTxmx8hyJtA_#_0,1434,Gemini 3 Flash (thinking-minimal),40.0,30.0,40.0,50.0,40.0,13.759999999999998,36.71,0.8,37.800000000000004,1.3757065520267604
EN-it_IT,wmt25_fluency_benchmark,en-it_IT_#_literary_#_rink_rats_chapter2_#_18,1466,Gemini 3 Flash (thinking-minimal),70.0,70.0,80.0,80.0,70.0,24.81,70.0,0.8,71.50000000000001,2.4812574310864495
EN-it_IT,wmt25_fluency_benchmark,en-it_IT_#_news_#_brisbanetimes.com.au.306576_#_2,1493,Gemini 3 Flash (thinking-minimal),50.0,60.0,70.0,40.0,40.0,16.75,51.28999999999999,0.8,52.300000000000004,1.675378263979961
EN-it_IT,wmt25_fluency_benchmark,en-it_IT_#_literary_#_rink_rats_chapter2_#_15,1463,Gemini 3 Flash (thinking-minimal),60.0,70.0,80.0,60.0,70.0,21.93,65.28999999999999,0.8,66.30000000000001,2.192543183242127
EN-it_IT,wmt25_fluency_benchmark,en-it_IT_#_news_#_guardian.230737_#_2,1521,Gemini 3 Flash (thinking-minimal),60.0,70.0,50.0,60.0,60.0,19.5,63.29,0.8,61.90000000000001,1.949661958793915
EN-it_IT,wmt25_fluency_benchmark,en-it_IT_#_social_#_114157282362077575_#_1,1565,Gemini 3 Flash (thinking-minimal),60.0,70.0,60.0,50.0,70.0,20.419999999999998,65.28999999999999,0.8,63.900000000000006,2.0420030825544138
EN-it_IT,wmt25_fluency_benchmark,en-it_IT_#_social_#_114151944720213193_#_2,1559,Gemini 3 Flash (thinking-minimal),60.0,70.0,60.0,60.0,70.0,20.58,65.28999999999999,0.8,64.50000000000001,2.057693206326559
EN-it_IT,wmt25_fluency_benchmark,en-it_IT_#_social_#_114417630342798842_#_11,1616,Gemini 3 Flash (thinking-minimal),60.0,60.0,80.0,60.0,50.0,19.24,58.0,0.8,60.099999999999994,1.9244217864161952
EN-it_IT,wmt25_fluency_benchmark,en-it_IT_#_social_#_114220065940975488_#_15,1592,Gemini 3 Flash (thinking-minimal),50.0,50.0,70.0,60.0,50.0,16.56,50.0,0.8,52.400000000000006,1.656483615977282
EN-it_IT,wmt25_fluency_benchmark,en-it_IT_#_speech_#_vid_2cLeDVfEqG4_#_0,1627,Gemini 3 Flash (thinking-minimal),50.0,60.0,60.0,70.0,50.0,17.150000000000002,53.29,0.8,54.900000000000006,1.714793123838082
EN-it_IT,wmt25_fluency_benchmark,en-it_IT_#_social_#_114417630342798842_#_14,1619,Gemini 3 Flash (thinking-minimal),50.0,60.0,70.0,60.0,50.0,17.3,53.29,0.8,55.20000000000002,1.7297041935806277
EN-it_IT,wmt25_fluency_benchmark,en-it_IT_#_speech_#_vid_7Aw4Q46omiM_#_0,1631,Gemini 3 Flash (thinking-minimal),60.0,70.0,70.0,60.0,60.0,20.18,63.29,0.8,63.70000000000001,2.0179303536797706
EN-it_IT,wmt25_fluency_benchmark,en-it_IT_#_speech_#_vid_AJlp_obQgq8_#_0,1633,Gemini 3 Flash (thinking-minimal),60.0,60.0,70.0,60.0,60.0,18.79,60.0,0.8,60.9,1.8787603694160102
EN-it_IT,wmt25_fluency_benchmark,en-it_IT_#_speech_#_vid_Lb7Dhf7oo4Y_#_0,1639,Gemini 3 Flash (thinking-minimal),50.0,50.0,60.0,40.0,40.0,15.57,48.0,0.8,48.6,1.5574244771489778
EN-it_IT,wmt25_fluency_benchmark,en-it_IT_#_speech_#_vid_M7v3ZfP4fm0_#_0,1640,Gemini 3 Flash (thinking-minimal),70.0,80.0,80.0,70.0,80.0,28.72,75.28999999999999,0.8,75.4,2.871763424400816
EN-ja_JP,wmt25_fluency_benchmark,en-ja_JP_#_literary_#_rink_rats_chapter1_#_18,1681,Gemini 3 Flash (thinking-minimal),60.0,70.0,60.0,70.0,60.0,20.03,63.29,0.8,63.4,2.003019283937225
EN-ja_JP,wmt25_fluency_benchmark,en-ja_JP_#_literary_#_rink_rats_chapter1_#_30,1693,Gemini 3 Flash (thinking-minimal),60.0,60.0,70.0,70.0,60.0,19.09,60.0,0.8,61.5,1.9085825089011017
EN-ja_JP,wmt25_fluency_benchmark,en-ja_JP_#_news_#_brisbanetimes.com.au.306576_#_0,1705,Gemini 3 Flash (thinking-minimal),70.0,80.0,80.0,70.0,80.0,28.72,75.28999999999999,0.8,75.4,2.871763424400816
EN-ja_JP,wmt25_fluency_benchmark,en-ja_JP_#_news_#_guardian.228996_#_7,1718,Gemini 3 Flash (thinking-minimal),70.0,80.0,70.0,60.0,80.0,27.519999999999996,75.28999999999999,0.8,73.90000000000002,2.751824517227794
EN-ja_JP,wmt25_fluency_benchmark,en-ja_JP_#_news_#_brisbanetimes.com.au.306576_#_3,1708,Gemini 3 Flash (thinking-minimal),60.0,70.0,80.0,60.0,60.0,21.080000000000002,63.29,0.8,64.60000000000001,2.1080471213677012
EN-ja_JP,wmt25_fluency_benchmark,en-ja_JP_#_news_#_guardian.231311_#_2,1730,Gemini 3 Flash (thinking-minimal),70.0,80.0,90.0,80.0,70.0,29.380000000000003,73.28999999999999,0.8,75.2,2.938398101203313
EN-ja_JP,wmt25_fluency_benchmark,en-ja_JP_#_news_#_guardian.231311_#_1,1729,Gemini 3 Flash (thinking-minimal),60.0,70.0,70.0,60.0,60.0,20.18,63.29,0.8,63.70000000000001,2.0179303536797706
EN-ja_JP,wmt25_fluency_benchmark,en-ja_JP_#_social_#_114174389242714730_#_3,1778,Gemini 3 Flash (thinking-minimal),60.0,60.0,70.0,70.0,60.0,19.09,60.0,0.8,61.5,1.9085825089011017
EN-ja_JP,wmt25_fluency_benchmark,en-ja_JP_#_social_#_114300646822630777_#_3,1786,Gemini 3 Flash (thinking-minimal),50.0,60.0,70.0,60.0,60.0,17.740000000000002,55.29,0.8,56.90000000000001,1.7741595442683733
EN-ja_JP,wmt25_fluency_benchmark,en-ja_JP_#_social_#_114174389242714730_#_7,1782,Gemini 3 Flash (thinking-minimal),50.0,60.0,70.0,50.0,60.0,17.58,55.29,0.8,56.30000000000001,1.758469420496228
EN-ja_JP,wmt25_fluency_benchmark,en-ja_JP_#_social_#_114417630342798842_#_15,1810,Gemini 3 Flash (thinking-minimal),70.0,70.0,80.0,70.0,80.0,25.910000000000004,72.0,0.8,72.60000000000001,2.591400147149476
EN-ja_JP,wmt25_fluency_benchmark,en-ja_JP_#_speech_#_vid_6dP6bHX73_k_#_0,1819,Gemini 3 Flash (thinking-minimal),70.0,80.0,70.0,60.0,70.0,25.82,73.28999999999999,0.8,72.20000000000002,2.5816039560394803
EN-ja_JP,wmt25_fluency_benchmark,en-ja_JP_#_speech_#_vid_HjRhgaz1xTI_#_0,1826,Gemini 3 Flash (thinking-minimal),70.0,70.0,80.0,60.0,70.0,23.91,70.0,0.8,70.30000000000001,2.3913574464760705
EN-mas_KE,wmt25_fluency_benchmark,en-mas_KE_#_news_#_guardian.228996_#_2,1897,Gemini 3 Flash (thinking-minimal),40.0,40.0,50.0,40.0,30.0,13.959999999999999,38.0,0.8,39.2,1.396034310445879
EN-mas_KE,wmt25_fluency_benchmark,en-mas_KE_#_news_#_guardian.230238_#_4,1908,Gemini 3 Flash (thinking-minimal),30.0,20.0,40.0,20.0,30.0,12.330000000000002,26.709999999999997,0.8,27.5,1.232829876375189
EN-mas_KE,wmt25_fluency_benchmark,en-mas_KE_#_news_#_guardian.230737_#_5,1921,Gemini 3 Flash (thinking-minimal),30.0,40.0,40.0,30.0,40.0,13.41,35.29,0.8,35.400000000000006,1.3406104190012367
EN-mas_KE,wmt25_fluency_benchmark,en-mas_KE_#_news_#_guardian.231314_#_1,1934,Gemini 3 Flash (thinking-minimal),30.0,30.0,40.0,20.0,30.0,12.7,30.0,0.8,30.300000000000004,1.2700842673317885
EN-mas_KE,wmt25_fluency_benchmark,en-mas_KE_#_news_#_guardian.230737_#_4,1920,Gemini 3 Flash (thinking-minimal),30.0,30.0,40.0,30.0,30.0,12.780000000000001,30.0,0.8,30.9,1.2780673511082026
EN-mas_KE,wmt25_fluency_benchmark,en-mas_KE_#_news_#_nytimes.153341_#_0,1949,Gemini 3 Flash (thinking-minimal),60.0,60.0,50.0,60.0,50.0,17.66,58.0,0.8,57.400000000000006,1.7660366238424088
EN-mas_KE,wmt25_fluency_benchmark,en-mas_KE_#_social_#_114300646822630777_#_10,2001,Gemini 3 Flash (thinking-minimal),50.0,40.0,50.0,40.0,50.0,15.149999999999999,46.71,0.8,46.6,1.515411297398858
EN-mas_KE,wmt25_fluency_benchmark,en-mas_KE_#_speech_#_vid_8qZFupajBuo_#_0,2009,Gemini 3 Flash (thinking-minimal),40.0,40.0,40.0,50.0,30.0,13.91,38.0,0.8,38.9,1.3909948575117244
EN-ru_RU,wmt25_fluency_benchmark,en-ru_RU_#_news_#_guardian.229338_#_5,2097,Gemini 3 Flash (thinking-minimal),60.0,70.0,70.0,70.0,60.0,20.48,63.29,0.8,64.3,2.0477524931648623
EN-ru_RU,wmt25_fluency_benchmark,en-ru_RU_#_news_#_guardian.229338_#_0,2092,Gemini 3 Flash (thinking-minimal),60.0,50.0,80.0,70.0,60.0,19.25,56.71,0.8,59.60000000000001,1.9254786989856867
EN-ru_RU,wmt25_fluency_benchmark,en-ru_RU_#_news_#_guardian.230737_#_3,2102,Gemini 3 Flash (thinking-minimal),60.0,70.0,80.0,70.0,60.0,21.38,63.29,0.8,65.19999999999999,2.137869260852793
EN-ru_RU,wmt25_fluency_benchmark,en-ru_RU_#_news_#_guardian.230737_#_5,2104,Gemini 3 Flash (thinking-minimal),60.0,60.0,70.0,60.0,60.0,18.79,60.0,0.8,60.9,1.8787603694160102
EN-ru_RU,wmt25_fluency_benchmark,en-ru_RU_#_news_#_nytimes.153341_#_0,2122,Gemini 3 Flash (thinking-minimal),50.0,50.0,60.0,70.0,40.0,16.13,48.0,0.8,50.4,1.6130156462745249
EN-ru_RU,wmt25_fluency_benchmark,en-ru_RU_#_news_#_newrepublic.com.12619_#_3,2119,Gemini 3 Flash (thinking-minimal),80.0,80.0,90.0,80.0,90.0,38.43,82.0,0.8,82.6,3.843050483083976
EN-ru_RU,wmt25_fluency_benchmark,en-ru_RU_#_social_#_114417630342798842_#_6,2186,Gemini 3 Flash (thinking-minimal),60.0,70.0,70.0,60.0,70.0,21.02,65.28999999999999,0.8,65.4,2.1024264155541963
EN-ru_RU,wmt25_fluency_benchmark,en-ru_RU_#_social_#_114174389242714730_#_4,2148,Gemini 3 Flash (thinking-minimal),70.0,70.0,80.0,70.0,80.0,25.910000000000004,72.0,0.8,72.60000000000001,2.591400147149476
EN-ru_RU,wmt25_fluency_benchmark,en-ru_RU_#_social_#_114417630342798842_#_17,2197,Gemini 3 Flash (thinking-minimal),60.0,70.0,80.0,80.0,60.0,21.98,63.29,0.8,65.8,2.1979471059780797
EN-ru_RU,wmt25_fluency_benchmark,en-ru_RU_#_social_#_114220065940975488_#_5,2157,Gemini 3 Flash (thinking-minimal),70.0,80.0,80.0,70.0,80.0,28.72,75.28999999999999,0.8,75.4,2.871763424400816
EN-ru_RU,wmt25_fluency_benchmark,en-ru_RU_#_speech_#_vid_27keISTaqYw_#_0,2201,Gemini 3 Flash (thinking-minimal),60.0,70.0,70.0,50.0,50.0,19.58,61.28999999999999,0.8,61.400000000000006,1.9577848792198793
EN-ru_RU,wmt25_fluency_benchmark,en-ru_RU_#_speech_#_vid_P2a0lVGYDNo_#_0,2214,Gemini 3 Flash (thinking-minimal),70.0,80.0,70.0,70.0,80.0,27.82,75.28999999999999,0.8,74.50000000000001,2.7816466567128852
EN-ru_RU,wmt25_fluency_benchmark,en-ru_RU_#_speech_#_vid_PJLN1kAzbyw_#_0,2215,Gemini 3 Flash (thinking-minimal),70.0,70.0,80.0,80.0,70.0,24.81,70.0,0.8,71.50000000000001,2.4812574310864495
EN-sr_Cyrl_RS,wmt25_fluency_benchmark,en-sr_Cyrl_RS_#_literary_#_rink_rats_chapter2_#_18,2255,Gemini 3 Flash (thinking-minimal),50.0,60.0,60.0,60.0,40.0,16.56,51.28999999999999,0.8,52.60000000000001,1.656414084392779
EN-sr_Cyrl_RS,wmt25_fluency_benchmark,en-sr_Cyrl_RS_#_news_#_guardian.231311_#_0,2310,Gemini 3 Flash (thinking-minimal),60.0,70.0,70.0,60.0,60.0,20.18,63.29,0.8,63.70000000000001,2.0179303536797706
EN-sr_Cyrl_RS,wmt25_fluency_benchmark,en-sr_Cyrl_RS_#_news_#_guardian.231314_#_0,2319,Gemini 3 Flash (thinking-minimal),40.0,40.0,60.0,30.0,50.0,14.63,42.0,0.8,42.900000000000006,1.4634147015492727
EN-sr_Cyrl_RS,wmt25_fluency_benchmark,en-sr_Cyrl_RS_#_social_#_114220065940975488_#_9,2369,Gemini 3 Flash (thinking-minimal),60.0,60.0,80.0,70.0,70.0,20.830000000000002,62.0,0.8,64.1,2.0831953384634585
EN-sr_Cyrl_RS,wmt25_fluency_benchmark,en-sr_Cyrl_RS_#_social_#_114300646822630777_#_9,2385,Gemini 3 Flash (thinking-minimal),40.0,30.0,60.0,40.0,50.0,14.33,38.71,0.8,40.7,1.4328380905793447
EN-sr_Cyrl_RS,wmt25_fluency_benchmark,en-sr_Cyrl_RS_#_social_#_114417630342798842_#_9,2397,Gemini 3 Flash (thinking-minimal),50.0,60.0,70.0,50.0,70.0,18.43,57.29,0.8,58.00000000000001,1.842965482370654
EN-sr_Cyrl_RS,wmt25_fluency_benchmark,en-sr_Cyrl_RS_#_social_#_114417630342798842_#_14,2402,Gemini 3 Flash (thinking-minimal),50.0,60.0,70.0,60.0,50.0,17.3,53.29,0.8,55.20000000000002,1.7297041935806277
EN-sr_Cyrl_RS,wmt25_fluency_benchmark,en-sr_Cyrl_RS_#_speech_#_vid_8qZFupajBuo_#_0,2413,Gemini 3 Flash (thinking-minimal),60.0,60.0,70.0,60.0,50.0,18.34,58.0,0.8,59.2,1.8343050187282646
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_literary_#_rink_rats_chapter1_#_9,2452,Gemini 3 Flash (thinking-minimal),60.0,60.0,70.0,60.0,50.0,18.34,58.0,0.8,59.2,1.8343050187282646
EN-sr_Cyrl_RS,wmt25_fluency_benchmark,en-sr_Cyrl_RS_#_speech_#_vid_M7v3ZfP4fm0_#_0,2420,Gemini 3 Flash (thinking-minimal),60.0,60.0,70.0,50.0,70.0,19.48,62.0,0.8,62.0,1.9475663075182905
EN-sr_Cyrl_RS,wmt25_fluency_benchmark,en-sr_Cyrl_RS_#_speech_#_vid__S0GOwEJXUA_#_0,2429,Gemini 3 Flash (thinking-minimal),70.0,70.0,70.0,80.0,80.0,25.61,72.0,0.8,72.30000000000001,2.5613612245868325
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_literary_#_rink_rats_chapter1_#_15,2458,Gemini 3 Flash (thinking-minimal),60.0,70.0,80.0,80.0,60.0,21.98,63.29,0.8,65.8,2.1979471059780797
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_literary_#_rink_rats_chapter1_#_16,2459,Gemini 3 Flash (thinking-minimal),50.0,60.0,70.0,50.0,40.0,16.85,51.28999999999999,0.8,52.9,1.685457169848271
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_news_#_guardian.228996_#_0,2488,Gemini 3 Flash (thinking-minimal),50.0,60.0,70.0,50.0,60.0,17.58,55.29,0.8,56.30000000000001,1.758469420496228
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_news_#_guardian.230737_#_4,2508,Gemini 3 Flash (thinking-minimal),50.0,50.0,70.0,60.0,50.0,16.56,50.0,0.8,52.400000000000006,1.656483615977282
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_social_#_114220065940975488_#_0,2557,Gemini 3 Flash (thinking-minimal),70.0,80.0,90.0,70.0,80.0,30.49,75.28999999999999,0.8,76.30000000000001,3.0485408172663395
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_news_#_nytimes.153341_#_1,2528,Gemini 3 Flash (thinking-minimal),60.0,60.0,60.0,60.0,50.0,17.9,58.0,0.8,58.3,1.7895718095006272
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_social_#_114220065940975488_#_1,2558,Gemini 3 Flash (thinking-minimal),70.0,70.0,80.0,80.0,70.0,24.81,70.0,0.8,71.50000000000001,2.4812574310864495
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_social_#_114220065940975488_#_10,2567,Gemini 3 Flash (thinking-minimal),80.0,70.0,90.0,80.0,80.0,32.29,76.71000000000001,0.8,78.1,3.2287743526422013
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_social_#_114220065940975488_#_12,2569,Gemini 3 Flash (thinking-minimal),60.0,50.0,70.0,70.0,50.0,17.91,54.71,0.8,57.000000000000014,1.7909065806100104
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_social_#_114417630342798842_#_6,2591,Gemini 3 Flash (thinking-minimal),70.0,80.0,80.0,70.0,80.0,28.72,75.28999999999999,0.8,75.4,2.871763424400816
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_social_#_114417630342798842_#_15,2600,Gemini 3 Flash (thinking-minimal),50.0,60.0,70.0,70.0,50.0,17.6,53.29,0.8,55.8,1.7595263330657194
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_social_#_114417630342798842_#_17,2602,Gemini 3 Flash (thinking-minimal),70.0,70.0,80.0,80.0,70.0,24.81,70.0,0.8,71.50000000000001,2.4812574310864495
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_speech_#_vid_8qZFupajBuo_#_0,2611,Gemini 3 Flash (thinking-minimal),60.0,60.0,70.0,70.0,50.0,18.64,58.0,0.8,59.800000000000004,1.864127158213356
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_literary_#_rink_rats_chapter1_#_9,2651,Gemini 3 Flash (thinking-minimal),50.0,60.0,70.0,50.0,60.0,17.58,55.29,0.8,56.30000000000001,1.758469420496228
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_news_#_guardian.228996_#_7,2697,Gemini 3 Flash (thinking-minimal),60.0,60.0,70.0,60.0,70.0,19.630000000000003,62.0,0.8,62.60000000000001,1.9632564312904361
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_literary_#_rink_rats_chapter1_#_16,2658,Gemini 3 Flash (thinking-minimal),60.0,50.0,60.0,50.0,50.0,17.01,54.71,0.8,54.900000000000006,1.700661108125136
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_news_#_guardian.230737_#_3,2702,Gemini 3 Flash (thinking-minimal),70.0,70.0,80.0,60.0,70.0,23.91,70.0,0.8,70.30000000000001,2.3913574464760705
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_news_#_guardian.231311_#_4,2711,Gemini 3 Flash (thinking-minimal),60.0,60.0,70.0,60.0,60.0,18.79,60.0,0.8,60.9,1.8787603694160102
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_social_#_114220065940975488_#_0,2755,Gemini 3 Flash (thinking-minimal),60.0,70.0,60.0,60.0,60.0,19.73,63.29,0.8,62.80000000000001,1.973197144452133
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_news_#_guardian.231314_#_1,2717,Gemini 3 Flash (thinking-minimal),60.0,60.0,70.0,60.0,70.0,19.630000000000003,62.0,0.8,62.60000000000001,1.9632564312904361
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_social_#_114220065940975488_#_1,2756,Gemini 3 Flash (thinking-minimal),60.0,60.0,70.0,60.0,60.0,18.79,60.0,0.8,60.9,1.8787603694160102
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_social_#_114220065940975488_#_2,2757,Gemini 3 Flash (thinking-minimal),80.0,80.0,80.0,70.0,80.0,32.72,80.0,0.8,79.4,3.272282391902731
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_social_#_114417630342798842_#_6,2789,Gemini 3 Flash (thinking-minimal),60.0,70.0,60.0,60.0,60.0,19.73,63.29,0.8,62.80000000000001,1.973197144452133
