lp,dataset,doc_id,seg_id,system_id,bleu,chrf
EN-sr_Cyrl_RS,wmt25_fluency_benchmark,en-sr_Cyrl_RS_#_news_#_guardian.231314_#_4,2323,Gemini 3 Pro,54.075248927131554,73.26367441847677
EN-sr_Cyrl_RS,wmt25_fluency_benchmark,en-sr_Cyrl_RS_#_social_#_114300646822630777_#_9,2385,Gemini 3 Pro,29.489148661062295,51.61796836020748
EN-sr_Cyrl_RS,wmt25_fluency_benchmark,en-sr_Cyrl_RS_#_social_#_114417630342798842_#_9,2397,Gemini 3 Pro,29.486249869901652,50.69450941953049
EN-sr_Cyrl_RS,wmt25_fluency_benchmark,en-sr_Cyrl_RS_#_social_#_114417630342798842_#_14,2402,Gemini 3 Pro,42.27479825864514,63.969697735391826
EN-sr_Cyrl_RS,wmt25_fluency_benchmark,en-sr_Cyrl_RS_#_social_#_114417630342798842_#_12,2400,Gemini 3 Pro,65.95087796160793,64.29784742582218
EN-sr_Cyrl_RS,wmt25_fluency_benchmark,en-sr_Cyrl_RS_#_speech_#_vid_8qZFupajBuo_#_0,2413,Gemini 3 Pro,36.15486635121571,61.31641870487981
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_literary_#_rink_rats_chapter1_#_15,2458,Gemini 3 Pro,28.3196512044721,54.14977289596412
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_literary_#_rink_rats_chapter1_#_16,2459,Gemini 3 Pro,4.051242540780821,33.810846713766374
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_literary_#_rink_rats_chapter1_#_18,2461,Gemini 3 Pro,38.66803030999204,60.25152032387617
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_news_#_guardian.228996_#_0,2488,Gemini 3 Pro,42.142096921824326,60.49384046717516
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_news_#_guardian.229338_#_2,2499,Gemini 3 Pro,7.8559905416300815,37.65926245009711
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_news_#_guardian.230737_#_4,2508,Gemini 3 Pro,28.923741625958538,51.7505408446691
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_social_#_114417630342798842_#_6,2591,Gemini 3 Pro,21.16154709655934,49.979209042165316
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_news_#_guardian.229338_#_1,2498,Gemini 3 Pro,31.94637285535476,52.24238687007391
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_social_#_114417630342798842_#_15,2600,Gemini 3 Pro,17.205528465575952,52.37565498196178
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_social_#_114417630342798842_#_17,2602,Gemini 3 Pro,48.94722625127698,67.09388397674972
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_social_#_114300646822630777_#_11,2584,Gemini 3 Pro,22.9345261249336,53.609859722123474
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_speech_#_vid_8qZFupajBuo_#_0,2611,Gemini 3 Pro,44.55499135375168,62.48247299052145
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_literary_#_rink_rats_chapter1_#_9,2651,Gemini 3 Pro,0.0,22.71301300143401
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_literary_#_rink_rats_chapter1_#_18,2660,Gemini 3 Pro,0.0,27.923313556215017
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_news_#_guardian.228996_#_7,2697,Gemini 3 Pro,0.0,18.987089000988636
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_news_#_guardian.231311_#_4,2711,Gemini 3 Pro,14.127216461522432,28.060798758785378
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_news_#_guardian.231314_#_1,2717,Gemini 3 Pro,0.0,26.344727141220908
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_social_#_114220065940975488_#_2,2757,Gemini 3 Pro,24.880469496253564,36.52338636640097
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_news_#_guardian.231311_#_8,2715,Gemini 3 Pro,0.0,22.067418895404277
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_social_#_114417630342798842_#_15,2798,Gemini 3 Pro,10.682175159905848,37.5460489030187
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_social_#_114417630342798842_#_6,2789,Gemini 3 Pro,0.0,14.94541488823021
EN-ar_EG,wmt25_fluency_benchmark,en-ar_EG_#_literary_#_rink_rats_chapter2_#_16,472,Gemini 3.1 Pro Preview,10.756021497246937,39.3730552003162
EN-ar_EG,wmt25_fluency_benchmark,en-ar_EG_#_literary_#_rink_rats_chapter2_#_9,465,Gemini 3.1 Pro Preview,8.25335542267475,34.099509709777664
EN-ar_EG,wmt25_fluency_benchmark,en-ar_EG_#_literary_#_rink_rats_chapter2_#_18,474,Gemini 3.1 Pro Preview,4.058900726514718,33.6050196161515
EN-ar_EG,wmt25_fluency_benchmark,en-ar_EG_#_news_#_guardian.228996_#_7,512,Gemini 3.1 Pro Preview,2.907106223044667,29.276272448933018
EN-ar_EG,wmt25_fluency_benchmark,en-ar_EG_#_news_#_guardian.228996_#_6,511,Gemini 3.1 Pro Preview,10.773057549097162,39.12685208800209
EN-ar_EG,wmt25_fluency_benchmark,en-ar_EG_#_news_#_guardian.231311_#_5,541,Gemini 3.1 Pro Preview,2.8036957660892803,31.219232935585197
EN-ar_EG,wmt25_fluency_benchmark,en-ar_EG_#_social_#_114174389242714730_#_2,570,Gemini 3.1 Pro Preview,11.640254652854907,41.45850625819412
EN-ar_EG,wmt25_fluency_benchmark,en-ar_EG_#_social_#_114294867111841563_#_4,580,Gemini 3.1 Pro Preview,4.833088891268845,35.82193543964064
EN-ar_EG,wmt25_fluency_benchmark,en-ar_EG_#_social_#_114300646822630777_#_11,597,Gemini 3.1 Pro Preview,5.897024665774757,36.34118431919246
EN-ar_EG,wmt25_fluency_benchmark,en-ar_EG_#_social_#_114417630342798842_#_6,604,Gemini 3.1 Pro Preview,13.232291594986311,47.63311980087835
EN-ar_EG,wmt25_fluency_benchmark,en-ar_EG_#_social_#_114417630342798842_#_17,615,Gemini 3.1 Pro Preview,11.498063691482999,43.41575007377889
EN-ar_EG,wmt25_fluency_benchmark,en-ar_EG_#_speech_#_vid_7Aw4Q46omiM_#_0,624,Gemini 3.1 Pro Preview,4.180195178427874,41.95442833940837
EN-bho_IN,wmt25_fluency_benchmark,en-bho_IN_#_literary_#_rink_rats_chapter2_#_18,673,Gemini 3.1 Pro Preview,16.69572809640329,44.828699000343065
EN-bho_IN,wmt25_fluency_benchmark,en-bho_IN_#_news_#_guardian.228996_#_6,710,Gemini 3.1 Pro Preview,10.167281581198829,42.02661471337266
EN-bho_IN,wmt25_fluency_benchmark,en-bho_IN_#_news_#_brisbanetimes.com.au.306576_#_2,700,Gemini 3.1 Pro Preview,8.168306990832795,39.16536245796871
EN-bho_IN,wmt25_fluency_benchmark,en-bho_IN_#_news_#_guardian.229703_#_9,722,Gemini 3.1 Pro Preview,8.203264569830777,33.53213034193983
EN-bho_IN,wmt25_fluency_benchmark,en-bho_IN_#_news_#_guardian.231311_#_0,731,Gemini 3.1 Pro Preview,17.470626945175052,38.07034975471162
EN-bho_IN,wmt25_fluency_benchmark,en-bho_IN_#_social_#_114157282362077575_#_0,763,Gemini 3.1 Pro Preview,23.85678949633809,43.361528027847406
EN-bho_IN,wmt25_fluency_benchmark,en-bho_IN_#_social_#_114174389242714730_#_2,770,Gemini 3.1 Pro Preview,14.285402991032656,37.18256140787839
EN-bho_IN,wmt25_fluency_benchmark,en-bho_IN_#_social_#_114174389242714730_#_6,774,Gemini 3.1 Pro Preview,19.88136467355715,44.68711057072199
EN-bho_IN,wmt25_fluency_benchmark,en-bho_IN_#_social_#_114300646822630777_#_2,778,Gemini 3.1 Pro Preview,8.709601917684282,35.857179205631105
EN-bho_IN,wmt25_fluency_benchmark,en-bho_IN_#_social_#_114417630342798842_#_14,802,Gemini 3.1 Pro Preview,14.082819124554979,44.21375902401937
EN-bho_IN,wmt25_fluency_benchmark,en-bho_IN_#_speech_#_vid_8qZFupajBuo_#_0,818,Gemini 3.1 Pro Preview,8.890160486008698,35.27038148374518
EN-bho_IN,wmt25_fluency_benchmark,en-bho_IN_#_speech_#_vid_2qWfOH69wGU_#_0,811,Gemini 3.1 Pro Preview,11.199612647231534,35.89122464156893
EN-cs_CZ,wmt25_fluency_benchmark,en-cs_CZ_#_literary_#_rink_rats_chapter2_#_15,859,Gemini 3.1 Pro Preview,32.78060226880474,50.400099714455834
EN-cs_CZ,wmt25_fluency_benchmark,en-cs_CZ_#_literary_#_rink_rats_chapter2_#_18,862,Gemini 3.1 Pro Preview,29.36318013151987,48.182799976266615
EN-cs_CZ,wmt25_fluency_benchmark,en-cs_CZ_#_news_#_en.ndtv.com.357237_#_2,889,Gemini 3.1 Pro Preview,29.52259219802612,53.78312237772948
EN-cs_CZ,wmt25_fluency_benchmark,en-cs_CZ_#_social_#_114417630342798842_#_4,982,Gemini 3.1 Pro Preview,30.42164950089496,55.671841925762635
EN-cs_CZ,wmt25_fluency_benchmark,en-cs_CZ_#_news_#_guardian.231311_#_4,930,Gemini 3.1 Pro Preview,25.15309787016191,54.38756277537926
EN-cs_CZ,wmt25_fluency_benchmark,en-cs_CZ_#_speech_#_vid_3vpEaAjDgtI_#_0,1001,Gemini 3.1 Pro Preview,15.430991774457539,53.08879116519834
EN-cs_CZ,wmt25_fluency_benchmark,en-cs_CZ_#_speech_#_vid_rU8nY03Lo5s_#_0,1028,Gemini 3.1 Pro Preview,36.26055817255341,57.40358761850872
EN-cs_CZ,wmt25_fluency_benchmark,en-cs_CZ_#_dialogue_#_SNG0991_#_0,1054,Gemini 3.1 Pro Preview,59.22180805963326,61.59876231669178
EN-et_EE,wmt25_fluency_benchmark,en-et_EE_#_literary_#_rink_rats_chapter2_#_16,1072,Gemini 3.1 Pro Preview,27.620697153019037,54.63472113471576
EN-et_EE,wmt25_fluency_benchmark,en-et_EE_#_literary_#_rink_rats_chapter2_#_30,1086,Gemini 3.1 Pro Preview,19.990033190700363,52.50125840715833
EN-et_EE,wmt25_fluency_benchmark,en-et_EE_#_literary_#_rink_rats_chapter2_#_42,1098,Gemini 3.1 Pro Preview,28.538766947224257,54.578936619093945
EN-et_EE,wmt25_fluency_benchmark,en-et_EE_#_news_#_guardian.228996_#_3,1111,Gemini 3.1 Pro Preview,16.29095592619718,52.78263207381787
EN-et_EE,wmt25_fluency_benchmark,en-et_EE_#_news_#_brisbanetimes.com.au.306576_#_2,1101,Gemini 3.1 Pro Preview,35.92670986538848,59.53515377662857
EN-et_EE,wmt25_fluency_benchmark,en-et_EE_#_news_#_guardian.228996_#_8,1116,Gemini 3.1 Pro Preview,26.21083665176862,55.10790145795137
EN-et_EE,wmt25_fluency_benchmark,en-et_EE_#_news_#_guardian.229338_#_6,1123,Gemini 3.1 Pro Preview,20.025827818349857,53.25677098904834
EN-et_EE,wmt25_fluency_benchmark,en-et_EE_#_social_#_114157282362077575_#_0,1164,Gemini 3.1 Pro Preview,50.87231495304122,73.51701305889453
EN-et_EE,wmt25_fluency_benchmark,en-et_EE_#_news_#_guardian.231311_#_0,1132,Gemini 3.1 Pro Preview,41.34142737040149,66.61068769415617
EN-et_EE,wmt25_fluency_benchmark,en-et_EE_#_social_#_114174389242714730_#_2,1171,Gemini 3.1 Pro Preview,31.487248334376833,62.607717847102066
EN-et_EE,wmt25_fluency_benchmark,en-et_EE_#_social_#_114300646822630777_#_2,1179,Gemini 3.1 Pro Preview,31.24387035811827,60.07003623954916
EN-et_EE,wmt25_fluency_benchmark,en-et_EE_#_speech_#_vid_Ft41IG2BAG8_#_0,1216,Gemini 3.1 Pro Preview,10.07956622988376,41.430363870287415
EN-is_IS,wmt25_fluency_benchmark,en-is_IS_#_literary_#_rink_rats_chapter2_#_15,1261,Gemini 3.1 Pro Preview,23.514652837088384,39.02941953052655
EN-is_IS,wmt25_fluency_benchmark,en-is_IS_#_news_#_guardian.229703_#_3,1302,Gemini 3.1 Pro Preview,42.9508194834642,63.572787486287105
EN-is_IS,wmt25_fluency_benchmark,en-is_IS_#_news_#_guardian.231311_#_5,1314,Gemini 3.1 Pro Preview,12.82984302920752,40.16564724547963
EN-is_IS,wmt25_fluency_benchmark,en-is_IS_#_speech_#_vid_27keISTaqYw_#_0,1412,Gemini 3.1 Pro Preview,18.557665851369023,53.30737623275723
EN-is_IS,wmt25_fluency_benchmark,en-is_IS_#_speech_#_vid_Ft41IG2BAG8_#_0,1418,Gemini 3.1 Pro Preview,19.674728899816326,53.062698902866586
EN-is_IS,wmt25_fluency_benchmark,en-is_IS_#_speech_#_vid_M7v3ZfP4fm0_#_0,1425,Gemini 3.1 Pro Preview,40.25588955481028,67.36434252937804
EN-is_IS,wmt25_fluency_benchmark,en-is_IS_#_speech_#_vid_JoTLTGv8kqA_#_0,1422,Gemini 3.1 Pro Preview,33.166116129715085,60.279653070473195
EN-it_IT,wmt25_fluency_benchmark,en-it_IT_#_literary_#_rink_rats_chapter2_#_15,1463,Gemini 3.1 Pro Preview,,
EN-it_IT,wmt25_fluency_benchmark,en-it_IT_#_literary_#_rink_rats_chapter2_#_18,1466,Gemini 3.1 Pro Preview,,
EN-it_IT,wmt25_fluency_benchmark,en-it_IT_#_news_#_guardian.230737_#_2,1521,Gemini 3.1 Pro Preview,,
EN-it_IT,wmt25_fluency_benchmark,en-it_IT_#_news_#_guardian.230737_#_4,1523,Gemini 3.1 Pro Preview,,
EN-it_IT,wmt25_fluency_benchmark,en-it_IT_#_social_#_114417630342798842_#_11,1616,Gemini 3.1 Pro Preview,,
EN-it_IT,wmt25_fluency_benchmark,en-it_IT_#_social_#_114157282362077575_#_1,1565,Gemini 3.1 Pro Preview,,
EN-it_IT,wmt25_fluency_benchmark,en-it_IT_#_social_#_114220065940975488_#_15,1592,Gemini 3.1 Pro Preview,,
EN-it_IT,wmt25_fluency_benchmark,en-it_IT_#_social_#_114417630342798842_#_14,1619,Gemini 3.1 Pro Preview,,
EN-it_IT,wmt25_fluency_benchmark,en-it_IT_#_speech_#_vid_2cLeDVfEqG4_#_0,1627,Gemini 3.1 Pro Preview,,
EN-it_IT,wmt25_fluency_benchmark,en-it_IT_#_speech_#_vid_7Aw4Q46omiM_#_0,1631,Gemini 3.1 Pro Preview,,
EN-it_IT,wmt25_fluency_benchmark,en-it_IT_#_speech_#_vid_AJlp_obQgq8_#_0,1633,Gemini 3.1 Pro Preview,,
EN-ja_JP,wmt25_fluency_benchmark,en-ja_JP_#_literary_#_rink_rats_chapter1_#_30,1693,Gemini 3.1 Pro Preview,0.0,26.56669400657663
EN-ja_JP,wmt25_fluency_benchmark,en-ja_JP_#_news_#_brisbanetimes.com.au.306576_#_3,1708,Gemini 3.1 Pro Preview,0.0,32.62316046970931
EN-ja_JP,wmt25_fluency_benchmark,en-ja_JP_#_news_#_guardian.230737_#_3,1723,Gemini 3.1 Pro Preview,0.0,36.44209755803601
EN-ja_JP,wmt25_fluency_benchmark,en-ja_JP_#_news_#_guardian.228996_#_7,1718,Gemini 3.1 Pro Preview,0.0,24.846672431158765
EN-ja_JP,wmt25_fluency_benchmark,en-ja_JP_#_news_#_guardian.231311_#_1,1729,Gemini 3.1 Pro Preview,0.0,43.470026346401205
EN-ja_JP,wmt25_fluency_benchmark,en-ja_JP_#_news_#_guardian.231311_#_2,1730,Gemini 3.1 Pro Preview,0.0,42.04537690573537
EN-ja_JP,wmt25_fluency_benchmark,en-ja_JP_#_news_#_guardian.231314_#_2,1739,Gemini 3.1 Pro Preview,0.0,21.56155229605651
EN-ja_JP,wmt25_fluency_benchmark,en-ja_JP_#_social_#_114174389242714730_#_7,1782,Gemini 3.1 Pro Preview,0.0,15.661762203128779
EN-ja_JP,wmt25_fluency_benchmark,en-ja_JP_#_social_#_114157282362077575_#_1,1771,Gemini 3.1 Pro Preview,0.0,35.04276583423093
EN-ja_JP,wmt25_fluency_benchmark,en-ja_JP_#_social_#_114300646822630777_#_3,1786,Gemini 3.1 Pro Preview,0.0,19.597109797059453
EN-ja_JP,wmt25_fluency_benchmark,en-ja_JP_#_speech_#_vid_8qZFupajBuo_#_0,1822,Gemini 3.1 Pro Preview,0.0,29.006326610732447
EN-ja_JP,wmt25_fluency_benchmark,en-ja_JP_#_speech_#_vid_6dP6bHX73_k_#_0,1819,Gemini 3.1 Pro Preview,0.0,25.63007515989642
EN-ja_JP,wmt25_fluency_benchmark,en-ja_JP_#_social_#_114417630342798842_#_15,1810,Gemini 3.1 Pro Preview,8.116697886877475,31.752622338318524
EN-mas_KE,wmt25_fluency_benchmark,en-mas_KE_#_literary_#_rink_rats_chapter2_#_15,1867,Gemini 3.1 Pro Preview,1.2738113261301767,12.30189353288188
EN-ja_JP,wmt25_fluency_benchmark,en-ja_JP_#_speech_#_vid_r-aI0JD0bCE_#_0,1847,Gemini 3.1 Pro Preview,0.0,23.511384959301196
EN-mas_KE,wmt25_fluency_benchmark,en-mas_KE_#_news_#_guardian.228996_#_2,1897,Gemini 3.1 Pro Preview,8.185402802658356,39.24288328488841
EN-mas_KE,wmt25_fluency_benchmark,en-mas_KE_#_literary_#_rink_rats_chapter2_#_35,1887,Gemini 3.1 Pro Preview,2.8006588859000234,24.14670283168096
EN-mas_KE,wmt25_fluency_benchmark,en-mas_KE_#_literary_#_rink_rats_chapter2_#_42,1894,Gemini 3.1 Pro Preview,1.4562799372641246,15.26576634613418
EN-mas_KE,wmt25_fluency_benchmark,en-mas_KE_#_news_#_guardian.230238_#_4,1908,Gemini 3.1 Pro Preview,4.657892832798104,29.964937470260285
EN-mas_KE,wmt25_fluency_benchmark,en-mas_KE_#_news_#_nytimes.153341_#_0,1949,Gemini 3.1 Pro Preview,0.0,12.266976199065963
EN-mas_KE,wmt25_fluency_benchmark,en-mas_KE_#_news_#_guardian.230737_#_5,1921,Gemini 3.1 Pro Preview,4.042245467558942,22.819346057895366
EN-mas_KE,wmt25_fluency_benchmark,en-mas_KE_#_news_#_guardian.231314_#_1,1934,Gemini 3.1 Pro Preview,2.4883403509234525,24.57272139354418
EN-mas_KE,wmt25_fluency_benchmark,en-mas_KE_#_social_#_114157282362077575_#_2,1963,Gemini 3.1 Pro Preview,5.721278160494129,24.851215772242018
EN-mas_KE,wmt25_fluency_benchmark,en-mas_KE_#_speech_#_vid_8qZFupajBuo_#_0,2009,Gemini 3.1 Pro Preview,1.2231401180477444,21.37473240907326
EN-mas_KE,wmt25_fluency_benchmark,en-mas_KE_#_speech_#_vid_fWRlPSl5itQ_#_0,2027,Gemini 3.1 Pro Preview,2.055949197592353,25.88111769173912
EN-ru_RU,wmt25_fluency_benchmark,en-ru_RU_#_literary_#_rink_rats_chapter2_#_30,2067,Gemini 3.1 Pro Preview,28.48773828792694,54.27360406651245
EN-ru_RU,wmt25_fluency_benchmark,en-ru_RU_#_news_#_guardian.229338_#_0,2092,Gemini 3.1 Pro Preview,23.90108882452814,54.933697229482135
EN-ru_RU,wmt25_fluency_benchmark,en-ru_RU_#_news_#_guardian.229338_#_5,2097,Gemini 3.1 Pro Preview,43.15295708414232,65.47134937604791
EN-ru_RU,wmt25_fluency_benchmark,en-ru_RU_#_news_#_guardian.230737_#_3,2102,Gemini 3.1 Pro Preview,25.368967097997295,52.906909271916135
EN-ru_RU,wmt25_fluency_benchmark,en-ru_RU_#_news_#_guardian.230737_#_5,2104,Gemini 3.1 Pro Preview,29.341410214119485,54.32551483361726
EN-ru_RU,wmt25_fluency_benchmark,en-ru_RU_#_news_#_nytimes.153341_#_0,2122,Gemini 3.1 Pro Preview,9.652434877402245,36.099502962547255
EN-ru_RU,wmt25_fluency_benchmark,en-ru_RU_#_news_#_guardian.231311_#_6,2113,Gemini 3.1 Pro Preview,17.185823759919444,44.690898165687216
EN-ru_RU,wmt25_fluency_benchmark,en-ru_RU_#_news_#_newrepublic.com.12619_#_3,2119,Gemini 3.1 Pro Preview,24.148801584689608,52.056369131131234
EN-ru_RU,wmt25_fluency_benchmark,en-ru_RU_#_news_#_nytimes.154208_#_0,2127,Gemini 3.1 Pro Preview,7.16047614494885,27.244728614211372
EN-ru_RU,wmt25_fluency_benchmark,en-ru_RU_#_social_#_114174389242714730_#_4,2148,Gemini 3.1 Pro Preview,26.60725018985602,52.34938141873366
EN-ru_RU,wmt25_fluency_benchmark,en-ru_RU_#_social_#_114417630342798842_#_6,2186,Gemini 3.1 Pro Preview,27.46253852732724,52.03903462433077
EN-ru_RU,wmt25_fluency_benchmark,en-ru_RU_#_speech_#_vid_P2a0lVGYDNo_#_0,2214,Gemini 3.1 Pro Preview,22.078874730172828,46.66740134007062
EN-ru_RU,wmt25_fluency_benchmark,en-ru_RU_#_speech_#_vid_PJLN1kAzbyw_#_0,2215,Gemini 3.1 Pro Preview,37.86236623944538,60.170194501000715
EN-sr_Cyrl_RS,wmt25_fluency_benchmark,en-sr_Cyrl_RS_#_literary_#_rink_rats_chapter2_#_15,2252,Gemini 3.1 Pro Preview,51.86226628700166,70.7572338916886
EN-sr_Cyrl_RS,wmt25_fluency_benchmark,en-sr_Cyrl_RS_#_news_#_guardian.230737_#_3,2305,Gemini 3.1 Pro Preview,34.66188385294308,61.54326319810555
EN-sr_Cyrl_RS,wmt25_fluency_benchmark,en-sr_Cyrl_RS_#_news_#_guardian.231314_#_4,2323,Gemini 3.1 Pro Preview,54.075248927131554,73.26367441847677
EN-sr_Cyrl_RS,wmt25_fluency_benchmark,en-sr_Cyrl_RS_#_news_#_guardian.231314_#_0,2319,Gemini 3.1 Pro Preview,29.84745896009822,47.26282742951563
EN-sr_Cyrl_RS,wmt25_fluency_benchmark,en-sr_Cyrl_RS_#_social_#_114300646822630777_#_4,2380,Gemini 3.1 Pro Preview,44.64379523928402,64.57226263845274
EN-sr_Cyrl_RS,wmt25_fluency_benchmark,en-sr_Cyrl_RS_#_social_#_114300646822630777_#_9,2385,Gemini 3.1 Pro Preview,29.489148661062295,51.61796836020748
EN-sr_Cyrl_RS,wmt25_fluency_benchmark,en-sr_Cyrl_RS_#_social_#_114417630342798842_#_9,2397,Gemini 3.1 Pro Preview,29.486249869901652,50.69450941953049
EN-sr_Cyrl_RS,wmt25_fluency_benchmark,en-sr_Cyrl_RS_#_social_#_114417630342798842_#_12,2400,Gemini 3.1 Pro Preview,65.95087796160793,64.29784742582218
EN-sr_Cyrl_RS,wmt25_fluency_benchmark,en-sr_Cyrl_RS_#_speech_#_vid__S0GOwEJXUA_#_0,2429,Gemini 3.1 Pro Preview,18.560776107378675,39.30250456461063
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_literary_#_rink_rats_chapter1_#_9,2452,Gemini 3.1 Pro Preview,33.98638902001062,55.24672097861644
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_news_#_guardian.228996_#_0,2488,Gemini 3.1 Pro Preview,42.142096921824326,60.49384046717516
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_literary_#_rink_rats_chapter1_#_15,2458,Gemini 3.1 Pro Preview,28.3196512044721,54.14977289596412
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_literary_#_rink_rats_chapter1_#_16,2459,Gemini 3.1 Pro Preview,4.051242540780821,33.810846713766374
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_literary_#_rink_rats_chapter1_#_18,2461,Gemini 3.1 Pro Preview,38.66803030999204,60.25152032387617
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_news_#_guardian.229338_#_1,2498,Gemini 3.1 Pro Preview,31.94637285535476,52.24238687007391
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_news_#_nytimes.153341_#_1,2528,Gemini 3.1 Pro Preview,11.439863948457226,34.90132799245095
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_social_#_114417630342798842_#_6,2591,Gemini 3.1 Pro Preview,21.16154709655934,49.979209042165316
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_social_#_114220065940975488_#_12,2569,Gemini 3.1 Pro Preview,44.602173764796845,66.96179266541078
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_social_#_114300646822630777_#_11,2584,Gemini 3.1 Pro Preview,22.9345261249336,53.609859722123474
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_social_#_114417630342798842_#_15,2600,Gemini 3.1 Pro Preview,17.205528465575952,52.37565498196178
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_speech_#_vid_8qZFupajBuo_#_0,2611,Gemini 3.1 Pro Preview,44.55499135375168,62.48247299052145
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_social_#_114417630342798842_#_17,2602,Gemini 3.1 Pro Preview,48.94722625127698,67.09388397674972
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_literary_#_rink_rats_chapter1_#_9,2651,Gemini 3.1 Pro Preview,0.0,22.71301300143401
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_literary_#_rink_rats_chapter1_#_15,2657,Gemini 3.1 Pro Preview,0.0,24.579036701331443
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_news_#_guardian.228996_#_7,2697,Gemini 3.1 Pro Preview,0.0,18.987089000988636
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_news_#_guardian.230737_#_3,2702,Gemini 3.1 Pro Preview,0.0,22.917426904573148
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_news_#_guardian.231311_#_8,2715,Gemini 3.1 Pro Preview,0.0,22.067418895404277
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_news_#_guardian.231314_#_1,2717,Gemini 3.1 Pro Preview,0.0,26.344727141220908
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_social_#_114220065940975488_#_1,2756,Gemini 3.1 Pro Preview,21.3643503198117,23.393170036799198
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_social_#_114417630342798842_#_6,2789,Gemini 3.1 Pro Preview,0.0,14.94541488823021
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_social_#_114417630342798842_#_15,2798,Gemini 3.1 Pro Preview,10.682175159905848,37.5460489030187
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_speech_#_vid_nU09s4CuaRg_#_0,2833,Gemini 3.1 Pro Preview,0.0,23.076240011482433
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_speech_#_vid_fWRlPSl5itQ_#_0,2829,Gemini 3 Pro,0.0,21.095977184145383
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_speech_#_vid_nU09s4CuaRg_#_0,2833,Gemini 3 Pro,0.0,23.076240011482433
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_speech_#_vid_fWRlPSl5itQ_#_0,2829,Gemini 3.1 Pro Preview,0.0,21.095977184145383
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_speech_#_vid_HjRhgaz1xTI_#_0,2813,Gemini 3.1 Pro Preview,0.0,25.047569578598416
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_speech_#_vid_HjRhgaz1xTI_#_0,2813,Gemini 3 Pro,0.0,25.047569578598416
EN-ar_EG,wmt25_fluency_benchmark,en-ar_EG_#_literary_#_rink_rats_chapter2_#_18,474,GPT-5.2 Chat,3.633644957185763,37.90316563490263
EN-ar_EG,wmt25_fluency_benchmark,en-ar_EG_#_literary_#_rink_rats_chapter2_#_9,465,GPT-5.2 Chat,5.101685703203083,31.535456035672432
