seg_id,system_id,original_text,translation,ref_text,human_mqm_score,year,pair,source_lang,target_lang,dataset,lp,doc_id,chrf_pp,idiomatic,collocational,discourse,pragmatic,calque,issue_type,severity,problematic_phrase,suggested_fix,main_issue,low_confidence,max_score_diff,fluency2_raw
90,Dubformer,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Las plantas de lavado de Brewster Brothers transforman el 100% de los suelos excavados y escombros que procesan de la industria de la construcción en agregados de alto valor para su reutilización. En los últimos seis años, las instalaciones de la empresa cerca de Livingston, West Lothian, han evitado que casi 1.35 millones de toneladas de residuos de construcción, demolición y excavación fueran a parar a vertederos. Ha producido más de un millón de toneladas de agregados reciclados para vender a la industria.",,0.0,wmt24,en-es,en,es,wmt24_mqm_tsv,en-es,,,6.0,5.0,7.0,7.0,5.0,false_friend,major,agregados de alto valor,áridos de alto valor,'Agregados' is a calque/false friend for 'aggregates'; the standard Spanish term in construction is 'áridos'.,False,0.0,5.700000000000001
90,GPT-4,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Las plantas de lavado de Brewster Brothers transforman el 100% de los suelos excavados y escombros que procesan de la industria de la construcción en agregados de alto valor para su reutilización. Durante los últimos seis años, el sitio de la empresa cerca de Livingston, West Lothian, ha evitado que casi 1,35 millones de toneladas de residuos de construcción, demolición y excavación vayan a vertederos. Ha creado más de un millón de toneladas de agregados reciclados para vender en la industria.",,0.0,wmt24,en-es,en,es,wmt24_mqm_tsv,en-es,,,6.0,5.5,6.0,6.0,5.0,calque,major,agregados de alto valor,áridos de alto valor,"Uses calques like 'agregados' (should be 'áridos') and 'sitio' instead of 'planta/instalación', revealing literal English-influenced terminology.",False,1.0,5.690000000000001
90,Gemini-1.5-Pro,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Las plantas de lavado de ""Brewster Brothers"" transforman el 100% de los suelos excavados y los escombros que procesan de la industria de la construcción en agregados de alto valor para su reutilización. En los últimos seis años, las instalaciones de la empresa cerca de Livingston, West Lothian, han evitado que casi 1<v>,</v>35 millones de toneladas de residuos de construcción, demolición y excavación acaben en el vertedero. Ha creado más de un millón de toneladas de agregados reciclados para vender a la industria.",,-1.0,wmt24,en-es,en,es,wmt24_mqm_tsv,en-es,,,6.0,5.0,6.0,6.0,5.0,false_friend,major,agregados de alto valor,áridos de alto valor,'Agregados' is a calque; the standard Spanish term in construction is 'áridos'.,False,0.0,5.550000000000001
90,IKUN,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Las plantas de lavado de Brewster Brothers transforman el 100 % de los suelos y escombros que procesan de la industria de la construcción en agregados de alto valor para su reutilización. En los últimos seis años, el sitio de la empresa cerca de Livingston, West Lothian, ha evitado casi 1<v>,</v>35 millones de toneladas de residuos de construcción, demolición y excavación que van a vertederos. Ha creado más de 1 millón de toneladas de agregados reciclados para vender a la industria.",,-1.0,wmt24,en-es,en,es,wmt24_mqm_tsv,en-es,,,6.0,5.0,6.0,6.0,5.0,calque,major,el sitio de la empresa,la planta/instalación de la empresa; áridos en lugar de agregados,"Several calques and weak collocations ('agregados' for áridos, 'sitio' for instalación, 'residuos... que van a vertederos') make it read as a literal rendering rather than idiomatic Spanish.",False,0.0,5.550000000000001
90,IOL_Research,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Las plantas de lavado de ""Brewster Brothers"" transforman el 100% de los suelos y escombros excavados que procesan de la industria de la construcción en agregados de alto valor para su reutilización. En los últimos seis años, el sitio de la empresa cerca de Livingston, West Lothian, ha evitado que casi <v>1,35</v> millones de toneladas de desechos de construcción, demolición y excavación terminen en un vertedero. Ha creado más de un millón de toneladas de agregados reciclados para vender a la industria.",,-1.0,wmt24,en-es,en,es,wmt24_mqm_tsv,en-es,,,6.0,5.0,6.0,6.0,5.0,calque,major,agregados de alto valor,áridos de alto valor,"'Agregados' is a calque of 'aggregates'; the conventional Spanish term in construction is 'áridos', and 'sitio' and 'suelos excavados' also read as literal renderings.",False,0.0,5.550000000000001
90,Llama3-70B,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Las plantas de lavado de ""Brewster Brothers"" transforman el 100 por ciento de los suelos excavados y escombros que procesan de la industria de la construcción en agregados de alto valor para reutilizar. En los últimos seis años, el sitio de la empresa cerca de Livingston, West Lothian, ha evitado que casi 1<v>,</v>35 millones de toneladas de residuos de construcción, demolición y excavación vayan a vertederos. Ha creado más de un millón de toneladas de agregados reciclados para vender a la industria.",,-1.0,wmt24,en-es,en,es,wmt24_mqm_tsv,en-es,,,6.0,5.0,6.0,6.0,5.0,calque,major,agregados de alto valor,áridos de alto valor,"'Agregados' is a calque of 'aggregates'; the conventional Spanish term in construction is 'áridos', and 'sitio' for 'site' is also anglicized.",False,0.0,5.550000000000001
90,MSLC,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Las plantas de lavado de Brewster Brothers transforman el 100% de los suelos y escombros excavados que procesan desde la industria de la construcción en agregados de alto valor para su reutilización. Durante los últimos seis años, el emplazamiento de la empresa cerca de Livingston, West Lothian, ha impedido que casi 1<v>,</v>35 millones de toneladas de residuos de construcción, demolición y excavación vayan a vertederos. Ha creado más de un millón de toneladas de agregados reciclados para su venta a la industria.",,-1.0,wmt24,en-es,en,es,wmt24_mqm_tsv,en-es,,,6.0,5.0,6.0,6.0,5.0,calque,major,agregados de alto valor,áridos de alto valor,"'Agregados' is a calque of 'aggregates'; the conventional Spanish term in construction is 'áridos', and 'procesan desde la industria' is also an unnatural literal rendering.",False,0.0,5.550000000000001
90,Mistral-Large,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Las plantas de lavado ""Brewster Brothers"" transforman el 100 por ciento de los suelos excavados y escombros que procesan de la industria de la construcción en agregados de alto valor para su reutilización. Durante los últimos seis años, el sitio de la empresa cerca de Livingston, West Lothian, ha evitado que casi 1,35 millones de toneladas de residuos de construcción, demolición y excavación vayan a vertederos. Ha creado más de un millón de toneladas de agregados reciclados para vender a la industria.",,0.0,wmt24,en-es,en,es,wmt24_mqm_tsv,en-es,,,6.0,5.0,6.0,6.0,5.0,calque,major,agregados de alto valor,áridos de alto valor,'Agregados' is a calque of English 'aggregates'; in Spanish construction terminology the standard term is 'áridos'. Also 'sitio' and 'suelos excavados' sound literal.,False,0.0,5.550000000000001
90,ONLINE-B,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Las plantas de lavado de Brewster Brothers transforman el 100 por ciento de los suelos excavados y los escombros que procesan de la industria de la construcción en agregados de alto valor para su reutilización. Durante los últimos seis años, el sitio de la empresa cerca de Livingston, West Lothian, ha evitado casi 1,35 millones de toneladas de <v>Los</v> residuos de construcción, demolición y excavación van a vertederos. Ha creado más de un millón de toneladas de áridos reciclados para venderlos en la industria.",,-1.0,wmt24,en-es,en,es,wmt24_mqm_tsv,en-es,,,4.0,5.0,3.0,5.0,4.0,calque,major,"ha evitado casi 1,35 millones de toneladas de Los residuos de construcción, demolición y excavación van a vertederos","ha evitado que casi 1,35 millones de toneladas de residuos de construcción, demolición y excavación acaben en vertederos","A broken, ungrammatical sentence results from a literal calque of the English structure, with an intrusive capitalized 'Los' and a finite clause where a subordinate construction is required.",False,0.0,4.25
90,ONLINE-W,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Las plantas de lavado de Brewster Brothers transforman el 100% de las tierras excavadas y los escombros que procesan de la industria de la construcción en áridos de alto valor para su reutilización. En los últimos seis años, las instalaciones de la empresa cerca de Livingston (West Lothian) han evitado que casi 1<v>,</v>35 millones de toneladas de residuos de construcción, demolición y excavación fueran a parar a vertederos. Además, ha generado más de un millón de toneladas de áridos reciclados para vender a la industria.",,-1.0,wmt24,en-es,en,es,wmt24_mqm_tsv,en-es,,,8.0,8.0,8.0,8.0,8.0,none,minor,para vender a la industria,para su venta al sector,Overall natural and conventional; minor wording could be slightly more idiomatic in the final clause.,False,0.0,8.0
90,Unbabel-Tower70B,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Las plantas de lavado de <v>«Brewster</v> Brothers» transforman el 100% de los suelos excavados y los escombros que procesan de la industria de la construcción en agregados de alto valor que se pueden reutilizar. En los últimos seis años, la planta de la empresa situada cerca de Livingston, West Lothian, ha evitado el envío de casi 1,35 millones de toneladas de residuos de construcción, demolición y excavación a vertederos, y ha creado más de un millón de toneladas de agregados reciclados para su venta a la industria.",,-3.0,wmt24,en-es,en,es,wmt24_mqm_tsv,en-es,,,6.0,5.0,7.0,7.0,5.0,false_friend,major,agregados de alto valor,áridos de alto valor,'Agregados' is a calque of 'aggregates'; the standard Spanish term in construction is 'áridos'.,False,0.0,5.700000000000001
90,refA,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Las plantas de reciclaje de Brewster Brothers transforman el 100% de las tierras excavadas y los escombros que procesan de la industria de la construcción en áridos de alto valor para ser reusados. Durante los seis últimos años, las instalaciones situadas cerca de Livingston (West Lothian) han evitado el vertido de 1.35 millones de toneladas de residuos procedentes de la construcción, demolición y excavación. Han creado más de un millón de toneladas de áridos reciclados para venderlos a la industria.",,0.0,wmt24,en-es,en,es,wmt24_mqm_tsv,en-es,,,7.0,7.0,7.0,7.0,6.0,calque,minor,para ser reusados,para su reutilización,"Some literal renderings ('para ser reusados', '1.35' instead of '1,35', 'venderlos a la industria') slightly reduce naturalness.",False,0.0,6.83
360,IOL_Research,実際生きるか死ぬかでそういうことをすったもんだやってる時って 意外とそういう死生観でそれぞれが皆さん考えることって 兵隊さん軍人もあるんですよ はいはい それがもう70年も80年も経っちゃうとみんな忘れる いわゆる死が身近じゃないっていう世界に我々今近代生きてるわけですよ うん はい で改めてそういうことが長い時間って言うとね,<v>实际上，通过活着和死亡来了解这些事情的时候，</v>意外地发现每个人都有这样的态度，包括士兵和军人。是的，是的。但当这些事情已经过去了70年或80年，大家都忘记了。我们现代人现在生活在一个所谓死亡并不贴近的世界里。嗯，是的。所以，如果要重新审视这些事情，从长远来看，,,-5.0,wmt24,ja-zh,ja,zh,wmt24_mqm_tsv,ja-zh,,,5.0,5.0,5.0,5.0,4.5,calque,major,通过活着和死亡来了解这些事情的时候,在生死关头挣扎的时候,开头对「生きるか死ぬかですったもんだやってる」的处理过于字面，未转换为自然的中文生死攸关表达。,False,1.0,4.915
186,ONLINE-B,佐賀―仙台 第２クオーター、速攻を決める佐賀のレイナルド・ガルシア＝宮城県のゼビオアリーナ仙台（（ｃ）Ｂ．ＬＥＡＧＵＥ）,佐贺-仙台 第2节，佐贺队雷纳尔多·加西亚决定快攻=宫城县仙台<v>Xebio Arena ((c) B.LEAGUE)</v>,,-1.0,wmt24,ja-zh,ja,zh,wmt24_mqm_tsv,ja-zh,,,4.0,3.0,4.5,4.5,3.0,false_friend,major,决定快攻,打成快攻 / 完成快攻,「速攻を決める」被直译为「决定快攻」，属于假朋友式误译，篮球语境中应为「打成/完成快攻」，且场馆名未翻译、等号等排版也不自然。,False,1.0,3.625
360,ONLINE-B,実際生きるか死ぬかでそういうことをすったもんだやってる時って 意外とそういう死生観でそれぞれが皆さん考えることって 兵隊さん軍人もあるんですよ はいはい それがもう70年も80年も経っちゃうとみんな忘れる いわゆる死が身近じゃないっていう世界に我々今近代生きてるわけですよ うん はい で改めてそういうことが長い時間って言うとね,事实上，当你生死攸关地知道这样的事情时，令人惊讶的是每个人都会以这种<v>态度</v>思考它，甚至是士兵和军事人员，是的，从那时起已经过去了 70 或 80 年，我们都忘记了我们现在是这样。生活在一个所谓的死亡离我们并不那么近的世界。是的，是的，但让我重申，这需要很长时间。,,-1.0,wmt24,ja-zh,ja,zh,wmt24_mqm_tsv,ja-zh,,,3.0,3.0,3.0,3.0,3.0,calque,major,生死攸关地知道这样的事情时,在真正面临生死攸关的挣扎时,译文多处直译且语义偏离原文，衔接松散，口语标记处理生硬，整体表达不自然。,False,0.0,3.0
400,ONLINE-B,ABCニュースです なんでABCニュースをずっと見れますこれも NHKのBS見なくてもずっと見れます なんでこう仕事しながらとか暇な時は私これ聞きながらやってますね これがABCニュースです ただねABCニュースねCM多い これもNo.1モーニングショーとかって書いてありますけど アメリカのNo.1モーニングショー これとかがNHKで流れてるやつですねこれねはい,这是 ABC 新闻。为什么我可以一直看 ABC 新闻，即使我不看 NHK 的 BS，为什么我在工作或空闲时间听这个？ ABC 新闻。<v>这只是 ABC 新闻广告。</v>这也被称为“第一早间节目”，但这是在 NHK 播出的节目。,,-5.0,wmt24,ja-zh,ja,zh,wmt24_mqm_tsv,ja-zh,,,3.5,4.0,3.0,3.5,3.5,discourse_marker,major,为什么我可以一直看 ABC 新闻,之所以能一直看ABC新闻，是因为…,将「なんで」误作疑问而非原因说明，导致整段逻辑断裂，信息结构混乱且遗漏了「美国第一早间节目」等关键内容。,False,1.0,3.5950000000000006
186,refA,佐賀―仙台 第２クオーター、速攻を決める佐賀のレイナルド・ガルシア＝宮城県のゼビオアリーナ仙台（（ｃ）Ｂ．ＬＥＡＧＵＥ）,佐贺vs仙台 第二节，佐贺队的雷纳尔多·加西亚决定快攻=宫城县仙台XEBIO体育馆（(c)B联赛）,,0.0,wmt24,ja-zh,ja,zh,wmt24_mqm_tsv,ja-zh,,,5.0,4.0,6.0,6.0,4.0,collocation,major,决定快攻,完成快攻 / 快攻得分,「速攻を決める」被直译为「决定快攻」，搭配不当，应译为「完成快攻」或「快攻得分」。,False,0.0,4.7
360,refA,実際生きるか死ぬかでそういうことをすったもんだやってる時って 意外とそういう死生観でそれぞれが皆さん考えることって 兵隊さん軍人もあるんですよ はいはい それがもう70年も80年も経っちゃうとみんな忘れる いわゆる死が身近じゃないっていう世界に我々今近代生きてるわけですよ うん はい で改めてそういうことが長い時間って言うとね,事实上，争论是生是死这种问题的时候，你会惊讶地发现，这样的生死观，每个人各自思考的，其实包括士兵和军官也都会这么想 嗯嗯 已经过了70、80年了，每个人都忘记了这一点。也就是说，我们生活在一个离死亡并不那么近的现代社会 嗯，是的 那么，重新探讨这种事情，需要很长时间,,0.0,wmt24,ja-zh,ja,zh,wmt24_mqm_tsv,ja-zh,,,5.0,5.0,4.0,5.0,4.5,calque,major,争论是生是死这种问题的时候,在生死关头挣扎的时候,开头将「すったもんだやってる」直译为「争论」，且整体句式紧贴日语结构，导致语序与衔接不自然。,False,1.0,4.825
400,refA,ABCニュースです なんでABCニュースをずっと見れますこれも NHKのBS見なくてもずっと見れます なんでこう仕事しながらとか暇な時は私これ聞きながらやってますね これがABCニュースです ただねABCニュースねCM多い これもNo.1モーニングショーとかって書いてありますけど アメリカのNo.1モーニングショー これとかがNHKで流れてるやつですねこれねはい,是ABC新闻。为什么可以一直看ABC新闻，即使不看NHK的BS也可以看得到。为什么可以边工作边听或空闲时间听呢？这就是ABC新闻。只是啊，ABC新闻的广告真多，还写着是排名第一的早间节目，也是美国第一早间节目，这是NHK播放的节目哦，就是这个 好的,,0.0,wmt24,ja-zh,ja,zh,wmt24_mqm_tsv,ja-zh,,,4.5,5.0,4.0,4.0,4.0,calque,major,为什么可以一直看ABC新闻,为什么能一直看到ABC新闻呢？因为…,将日语「なんで…見れます」直译为「为什么可以…」，丢失了口语解释语气，导致语篇逻辑混乱、衔接生硬。,False,1.0,4.4799999999999995
