slice,pair,year,system_id,seg_id,src_text,mt_text,ref_text,human_mqm_score,f2_opus,f2_gpt5,fmqm_gemini,fmqm_gpt5,gemini_issue,rank_metric,rank_value
slice_B_low_human,en-de,wmt23,Lan-BridgeMT,414,"buy the Pampered Chef... I own a Pampered Chef small scoop, but am in between residences so most of my 'stuff' is in storage. I love using these scoops while baking for perfectly portioned cookies. I looked at the OXO scoop and the Pampered Chef scoop and decided to save some money and get the OXO one - I usually have good luck with their products. Not this one. At about peanut butter cookie #30 the lever inside the scoop stopped working. I had to pry the handles apart and re-position the lever in order to do a few more, and then repeat. So... save your sanity and buy the Pampered Chef scoop. It's totally worth it!","Kaufen Sie den verwöhnten Koch... Ich besitze eine kleine <v>Schaufel</v> von Pampered Chef, aber ich bin zwischen den Residenzen, so dass die meisten meiner ""Sachen"" auf Lager sind. Ich liebe es, diese Schaufeln beim Backen für perfekt portionierte Kekse zu verwenden. Ich schaute mir die OXO Schaufel und die Pampered Chef Schaufel an und beschloss, etwas Geld zu sparen und die OXO zu bekommen. Normalerweise habe ich Glück mit ihren Produkten. Nicht das hier. Bei ca. Erdnussbutter Cookie #30 funktionierte der Hebel in der Schaufel nicht mehr. Ich musste die Griffe auseinanderreißen und den Hebel neu positionieren, um noch ein paar zu tun, und dann wiederholen. Also... Sparen Sie Ihren Verstand und kaufen Sie die Pampered Chef Schaufel. Es lohnt sich total!",,-74.0,22.400000000000002,25.950000000000003,72.0,41.0,calque,human_mqm_score,-74.0
slice_B_low_human,en-de,wmt23,ONLINE-G,414,"buy the Pampered Chef... I own a Pampered Chef small scoop, but am in between residences so most of my 'stuff' is in storage. I love using these scoops while baking for perfectly portioned cookies. I looked at the OXO scoop and the Pampered Chef scoop and decided to save some money and get the OXO one - I usually have good luck with their products. Not this one. At about peanut butter cookie #30 the lever inside the scoop stopped working. I had to pry the handles apart and re-position the lever in order to do a few more, and then repeat. So... save your sanity and buy the Pampered Chef scoop. It's totally worth it!","kaufen Sie den verwöhnten Koch... Ich besitze eine kleine Schaufel des verwöhnten Küchenchefs, bin aber zwischen den Residenzen, so dass die meisten meiner Sachen eingelagert sind. Ich liebe es, diese Kugeln beim Backen für perfekt portionierte Kekse zu verwenden. Ich habe mir den OXO Scoop und den Pampered Chef Scoop angesehen und beschlossen, etwas Geld zu sparen und den OXO One zu kaufen - normalerweise habe ich viel Glück mit ihren Produkten. Nicht dieser. Ungefähr bei Erdnussbutterkeks # 30 funktionierte der Hebel in der Schaufel nicht mehr. Ich musste die Griffe auseinander hebeln und den Hebel neu positionieren, um noch ein paar mehr zu machen, und dann wiederholen. So... rette deine geistige Gesundheit und kaufe die verwöhnte Chefschaufel. Es lohnt sich auf jeden Fall!",,-72.0,30.700000000000003,24.050000000000004,72.0,33.0,calque,human_mqm_score,-72.0
slice_B_low_human,en-de,wmt23,ONLINE-M,414,"buy the Pampered Chef... I own a Pampered Chef small scoop, but am in between residences so most of my 'stuff' is in storage. I love using these scoops while baking for perfectly portioned cookies. I looked at the OXO scoop and the Pampered Chef scoop and decided to save some money and get the OXO one - I usually have good luck with their products. Not this one. At about peanut butter cookie #30 the lever inside the scoop stopped working. I had to pry the handles apart and re-position the lever in order to do a few more, and then repeat. So... save your sanity and buy the Pampered Chef scoop. It's totally worth it!","Kaufen Sie den Pampered Chef... Ich besitze einen Pampered Chef kleine Schaufel, bin aber zwischen den Residenzen, so dass die meisten meiner Sachen im Lager sind. Ich liebe es, diese Schaufeln beim Backen für perfekt portionierte Kekse zu verwenden. Ich habe mir den OXO Schaufel und den Pampered Chef Schaufel angesehen und beschlossen, etwas Geld zu sparen und mir den OXO Schaufel zu besorgen - normalerweise habe ich viel Glück mit ihren Produkten. Nicht dieses hier. Bei etwa Erdnussbutter-Cookie #30 hörte der Hebel in der Schaufel auf zu funktionieren. Ich musste die Griffe auseinander brechen und den Hebel neu positionieren, um noch ein paar mehr zu tun, und dann wiederholen. Also... retten Sie Ihren Verstand und kaufen Sie die verwöhnte Koch-Schaufel. Es lohnt sich auf jeden Fall!",,-68.0,25.8,21.4,74.0,14.0,calque,human_mqm_score,-68.0
slice_C_f2_pooled,en-ru,wmt22,PROMT,1932,My apologies again for the inconvenience this has caused you.,Еще раз приношу свои извинения за доставленные вам неудобства.,Снова приношу извинения за принесенные этим неудобства.,-0.0,90.0,95.00000000000001,100.0,100.0,none,std_f2_z,2.0523633091715525
slice_C_f2_pooled,en-ru,wmt22,Online-Y,856,Tap Repair your account.,Нажмите Восстановить учетную запись.,Нажмите «Восстановить учетную запись».,-2.0,90.0,43.25,99.0,99.0,calque,std_f2_z,1.4930772292991141
slice_C_f2_pooled,en-ru,wmt22,Online-G,1615,I am just wondering how is it for other countries?,"Мне просто интересно, как обстоят дела в других странах?","Мне просто интересно, как это в других странах?",-0.0,85.0,90.0,100.0,100.0,none,std_f2_z,1.4768153193263331
slice_C_f2_pooled,en-ru,wmt22,eTranslation,682,Tap Settings.,Нажмите Настройки.,Нажмите «Настройки».,-0.0,89.7,41.8,99.0,98.0,calque,std_f2_z,1.437749183519987
slice_C_f2_pooled,en-ru,wmt22,Lan-Bridge,856,Tap Repair your account.,Нажмите Восстановить учетную запись.,Нажмите «Восстановить учетную запись».,-0.0,90.0,49.6,99.0,94.0,calque,std_f2_z,1.420622601562644
slice_C_f2_pooled,en-de,wmt23,ZengHuiMT,112,They had keys to my apartment for 6+ years.,Sie hatten über 6 Jahre lang Schlüssel zu meiner Wohnung.,,0.0,57.000000000000014,75.65,100.0,100.0,none,std_f2_z,1.6921465427426754
slice_C_f2_pooled,en-de,wmt23,ONLINE-Y,112,They had keys to my apartment for 6+ years.,Sie hatten mehr als 6 Jahre lang Schlüssel zu meiner Wohnung.,,0.0,57.000000000000014,71.60000000000001,100.0,100.0,none,std_f2_z,1.4280491858600501
slice_C_f2_pooled,en-de,wmt24,refB,97,"Thus, we had the introduction of the Cost of Living (Tenant protection) (Scotland) Act 2022 nearly 18 months ago which sought to cap rents for a limited period to ease the pressures of the cost-of-living crisis. What we find now from the latest Scottish Government statistics is that, in the last year alone, average rents have increased in all sized properties, ranging from the lowest rise of 11.7 per cent for one-bedroom to the highest figure of 14.3 per cent for two-bedroom homes. Every type of property (from one to four bedroom to a room in a property) has had a double digit increase in rents since the Cost of Living legislation was introduced in October 2022, exceeding the annual average increases in rents over the previous 12 years by a factor of at least three.","So wurde vor fast 18 Monaten das als Cost of Living (Tenant protection) (Scotland) Act 2022 bezeichnete Lebenshaltungskostengesetz verabschiedet, das für eine Deckelung der Mieten für einen begrenzten Zeitraum sorgen sollte, um den mit der Lebenshaltungskostenkrise verbundenen Belastungen entgegenzuwirken. Nun geht aus den jüngsten Statistiken der schottischen Regierung hervor, dass allein im letzten Jahr die Durchschnittsmieten für Wohnungen aller Größen angestiegen sind. Der Anstieg reicht von 11,7 Prozent für Einzimmerwohnungen bis zu 14,3 Prozent für Zweizimmerwohnungen. Bei allen Immobilientypen (d. h. von einem bis zu vier Zimmern) sind die Mieten seit der Einführung des Lebenshaltungskostengesetzes im <v>Oktober</v> 2022 im zweistelligen Prozentbereich gestiegen und haben damit die durchschnittlichen jährlichen Mietsteigerungen der vorangegangenen zwölf Jahre um mindestens das Dreifache übertroffen.",,-8.0,80.0,57.0,99.0,92.0,calque,std_f2_z,1.2926400119615993
slice_C_f2_pooled,en-de,wmt23,NLLB_MBR_BLEU,112,They had keys to my apartment for 6+ years.,Sie hatten über 6 Jahre lang <v>Schlüssel</v> zu meiner Wohnung.,,-1.0,42.75,67.55000000000001,99.0,98.0,none,std_f2_z,1.2280057195774357
slice_C_f2_pooled,en-de,wmt24,Dubformer,303,but yeah it's either DMS or decimal degrees for GPS coordinates most of the time i've found,"Aber ja, für GPS-Koordinaten werden meistens entweder DMS oder Dezimalgrad verwendet, soweit ich weiß.",,0.0,77.9,51.65,98.0,95.0,calque,std_f2_z,1.2204894236540744
slice_C_fmqm_pooled,en-ru,wmt22,Online-Y,1918,The prime minister had tangled himself in knots by repeatedly denying any rules were broken before more reports and evidence emerged to suggest the opposite.,The prime minister had tangled himself in knots by repeatedly denying any rules were broken before,"Премьер-министр загнал себя в угол тем, что несколько раз отрицал нарушение каких-либо правил, в то время как многочисленные отчеты и улики указывали на обратное.",-10.0,10.0,10.0,0.0,50.0,register_mismatch,std_fmqm_z,3.113730363657967
slice_C_fmqm_pooled,en-ru,wmt22,Online-A,1349,damn.,проклинать.,черт возьми.,-5.0,11.750000000000004,12.7,50.0,70.0,idiom_literal,std_fmqm_z,1.4236276445353795
slice_C_fmqm_pooled,en-ru,wmt22,QUARTZ_TuneReranking,1887,Stabbings don’t get the same press treatment as shootings.,"Впрочем, в прессе эти удары не воспринимаются так же серьезно, как удары по воротам.","Поножовщине не уделяется столько внимания в прессе, сколько стрельбе.",-5.0,22.15,17.850000000000005,68.0,89.0,register_mismatch,std_fmqm_z,1.263591900689657
slice_C_fmqm_pooled,en-ru,wmt22,HuaweiTSC,1887,Stabbings don’t get the same press treatment as shootings.,"Стаббинги не получают такого же отношения к прессе, как стрельба.","Поножовщине не уделяется столько внимания в прессе, сколько стрельбе.",-10.0,12.4,21.9,50.0,64.0,calque,std_fmqm_z,1.195627016549748
slice_C_fmqm_pooled,en-ru,wmt22,M2M100_1.2B-B4,1887,Stabbings don’t get the same press treatment as shootings.,"Стрельбы не получают такого же обращения со СМИ, как стрельбы.","Поножовщине не уделяется столько внимания в прессе, сколько стрельбе.",-10.0,12.799999999999997,17.2,69.0,85.0,calque,std_fmqm_z,1.0625893857844089
slice_C_fmqm_pooled,en-de,wmt23,ZengHuiMT,433,"I bought this modem/router about two years ago. At the start it seemed to be ok but for the last year plus I've had problems with it dropping the internet. This happens on all my devices both Wi-Fi and wired. The only way to restore service was to do a AC power reset. This was happening once or twice a day. Comcast came out, ran a new coax line from the pedestal to the house and boosted the signal level. Same problem. The Arris Tech guys were great but could not solve the problem. Additionally, I lost the 5G service on three occasions. I had to do a factory reset to restore this. I cannot recommend this modem/router based upon my experiences. I purchased a Netgear AC1900 modem/router. It's fantastic. I'v Had it for over a week with no problems. It's faster and the range is greater than the Arris. I read online that other people have had problems with the Arris modem/router connected to Comcast. If you have Comcast internet I do not recommend this Arris modem/router. Get the Netgear, its much more reliable.","Ich habe dieses Modem/Router vor etwa zwei Jahren gekauft. Am Anfang schien es in Ordnung zu sein, aber im letzten Jahr hatte ich Probleme damit, dass das Internet gestrichen wurde. Dies geschieht auf allen meinen Geräten, sowohl Wi-Fi als auch kabelgebunden. Die einzige Möglichkeit, den Service wiederherzustellen, bestand darin, einen AC-Power-Reset durchzuführen. Das geschah ein- bis zweimal am Tag. Comcast kam heraus, verlegte eine neue Koax-Linie vom Sockel zum Haus und erhöhte den Signalpegel. Dasselbe Problem. Die Jungs von Arris Tech waren großartig, konnten das Problem aber nicht lösen. Außerdem habe ich den 5G-Dienst dreimal verloren. Ich musste einen Werksreset durchführen, um dies wiederherzustellen. Aufgrund meiner Erfahrungen kann ich dieses Modem/Router nicht empfehlen, basierend auf meinen Erfahrungen. Ich habe ein Netgear AC1900 Modem/Router gekauft. Das ist fantastisch. Ich habe es seit über einer Woche ohne Probleme. Es ist schneller und die Reichweite ist größer als bei den Arris. Ich habe online gelesen, dass andere Leute Probleme mit dem Arris-Modem/Router hatten, der mit Comcast verbunden ist. Wenn Sie Comcast-Internet haben, empfehle ich dieses Arris-Modem/Router nicht. Holen Sie sich das Netgear, es ist viel zuverlässiger, es ist viel zuverlässiger.",,-29.0,41.49999999999999,26.25,81.0,0.0,discourse_marker,std_fmqm_z,1.446813092671871
slice_C_fmqm_pooled,en-de,wmt22,Online-G,923,A crack head is not a “professional mugger.”,"Ein Crack-Kopf ist kein ""professioneller Räuber"".”",Ein Drogensüchtiger ist kein „professioneller Straßenräuber“.,-1.2000000000000002,,29.450000000000003,94.0,60.0,calque,std_fmqm_z,1.3058039911214592
slice_C_fmqm_pooled,en-de,wmt23,AIRC,414,"buy the Pampered Chef... I own a Pampered Chef small scoop, but am in between residences so most of my 'stuff' is in storage. I love using these scoops while baking for perfectly portioned cookies. I looked at the OXO scoop and the Pampered Chef scoop and decided to save some money and get the OXO one - I usually have good luck with their products. Not this one. At about peanut butter cookie #30 the lever inside the scoop stopped working. I had to pry the handles apart and re-position the lever in order to do a few more, and then repeat. So... save your sanity and buy the Pampered Chef scoop. It's totally worth it!","Ich habe die OXO-Schleife und den Pampered Chef-Schöpfer angeschaut und habe beschlossen, etwas Geld zu sparen und den OXO-Cookie zu bekommen - ich habe normalerweise viel Glück mit ihren Produkten. Nicht dieses. Bei Erdnussbutter-Cookie #30 musste ich die Griffe auseinander nehmen und den Hebel wieder positionieren, um einiges mehr zu tun, und dann wiederhole.... Speichern Sie Ihre Sanität und kaufen Sie den Pampered Chef-Schmuck.",,-35.0,20.9,13.65,25.0,13.0,calque,std_fmqm_z,1.2869993109679618
slice_C_fmqm_pooled,en-de,wmt22,Lan-Bridge,350,Protect what matters with a top-rated security service,"Schützen Sie, worauf es ankommt, mit einem erstklassigen Sicherheitsdienst","Schützen Sie, was wichtig ist, mit einem Sicherheitsservice mit Spitzenbewertungen",-1.0,68.3,48.6,100.0,75.0,none,std_fmqm_z,1.1734475162781974
slice_C_fmqm_pooled,en-de,wmt23,AIRC,186,This is my personal Mandela effect thing. I'd never seen it in a cookbook. I'd never seen it at the fancy grocer or any of the Italian delis. I'd never seen anyone's mom make it or had it shoved at me at a party or seen it appear in conjunction with anyone's saucemaking escapades or baking days,"Das ist meine persönliche Mandela-Effekt-Dinge, die ich nie in einem Kochbuch gesehen hätte. Ich hätte es nie in einem fabelhaften Lebensmittelgeschäft oder einem der italienischen Delis gesehen. Ich hätte nie gesehen, dass jemand seine Mutter macht oder dass sie mich auf einer Party geschoben hat oder dass sie in Verbindung mit den Soßenmachern oder Backtagen auftaucht.",,-19.0,19.45,17.35,39.0,33.0,idiom_literal,std_fmqm_z,1.1562602246033125
