seg_id,system_id,original_text,translation,ref_text,human_mqm_score,year,pair,source_lang,target_lang,dataset,lp,doc_id,chrf_pp,fluency_mqm,fluency_mqm_idiomatic,fluency_mqm_collocational,fluency_mqm_discourse,fluency_mqm_pragmatic,fluency_mqm_calque,fluency_mqm_main_issue,fluency_mqm_issue_type,fluency_mqm_severity,fluency_mqm_errors_json
90,Dubformer,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Las plantas de lavado de Brewster Brothers transforman el 100% de los suelos excavados y escombros que procesan de la industria de la construcción en agregados de alto valor para su reutilización. En los últimos seis años, las instalaciones de la empresa cerca de Livingston, West Lothian, han evitado que casi 1.35 millones de toneladas de residuos de construcción, demolición y excavación fueran a parar a vertederos. Ha producido más de un millón de toneladas de agregados reciclados para vender a la industria.",,0.0,wmt24,en-es,en,es,wmt24_mqm_tsv,en-es,,,97.0,99.0,99.0,100.0,100.0,99.0,Minor punctuation calque and slightly imprecise technical terminology for the European context.,calque,minor,"[{""dimension"": ""calque"", ""severity"": ""minor"", ""phrase"": ""1.35"", ""explanation"": ""In Spanish, the decimal separator is typically a comma (1,35), although the point is used in some regions (Mexico/Central America). In a European context (Scotland), the comma is standard.""}, {""dimension"": ""collocational"", ""severity"": ""minor"", ""phrase"": ""procesan de la industria"", ""explanation"": ""The prepositional phrase 'procesan de' is slightly unnatural; 'procesan, procedentes de la industria' or 'que provienen de la industria' would be more standard.""}, {""dimension"": ""idiomatic"", ""severity"": ""minor"", ""phrase"": ""agregados"", ""explanation"": ""While 'agregados' is used in Latin America, 'áridos' is the standard technical term in Spain and international construction contexts for 'aggregates', especially in a European setting.""}]"
90,GPT-4,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Las plantas de lavado de Brewster Brothers transforman el 100% de los suelos excavados y escombros que procesan de la industria de la construcción en agregados de alto valor para su reutilización. Durante los últimos seis años, el sitio de la empresa cerca de Livingston, West Lothian, ha evitado que casi 1,35 millones de toneladas de residuos de construcción, demolición y excavación vayan a vertederos. Ha creado más de un millón de toneladas de agregados reciclados para vender en la industria.",,0.0,wmt24,en-es,en,es,wmt24_mqm_tsv,en-es,,,92.0,100.0,97.0,100.0,100.0,95.0,The translation uses 'sitio' as a calque for 'site' and contains several non-standard technical collocations and awkward prepositions.,calque,major,"[{""dimension"": ""calque"", ""severity"": ""major"", ""phrase"": ""el sitio de la empresa"", ""explanation"": ""The word 'sitio' is a literal translation of 'site'. In an industrial or construction context, 'instalaciones', 'planta', or 'centro' is the natural term in Spanish.""}, {""dimension"": ""collocational"", ""severity"": ""minor"", ""phrase"": ""vender en la industria"", ""explanation"": ""The preposition 'en' is unnatural here; 'vender a la industria' (selling to the industry) or 'comercializar en el sector' is the standard phrasing.""}, {""dimension"": ""collocational"", ""severity"": ""minor"", ""phrase"": ""procesan de la industria"", ""explanation"": ""The phrasing 'procesan de' is incomplete; it should be 'procesan procedentes de' or 'que provienen de la industria'.""}, {""dimension"": ""collocational"", ""severity"": ""minor"", ""phrase"": ""suelos excavados"", ""explanation"": ""While understandable, 'tierras de excavación' is the standard technical term in the Spanish construction industry for 'excavated soils'.""}]"
90,Gemini-1.5-Pro,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Las plantas de lavado de ""Brewster Brothers"" transforman el 100% de los suelos excavados y los escombros que procesan de la industria de la construcción en agregados de alto valor para su reutilización. En los últimos seis años, las instalaciones de la empresa cerca de Livingston, West Lothian, han evitado que casi 1<v>,</v>35 millones de toneladas de residuos de construcción, demolición y excavación acaben en el vertedero. Ha creado más de un millón de toneladas de agregados reciclados para vender a la industria.",,-1.0,wmt24,en-es,en,es,wmt24_mqm_tsv,en-es,,,97.0,100.0,99.0,99.0,100.0,99.0,Minor technical collocations and literal translations of industry terms that sound slightly unnatural.,collocation,minor,"[{""dimension"": ""collocational"", ""severity"": ""minor"", ""phrase"": ""suelos excavados"", ""explanation"": ""In the construction and waste management sector, 'tierras de excavación' is the more standard and natural collocation for material removed from the ground.""}, {""dimension"": ""calque"", ""severity"": ""minor"", ""phrase"": ""agregados"", ""explanation"": ""While used in some Latin American regions, 'áridos' is the more natural and standard term in Spain and international technical contexts for construction aggregates; 'agregados' often sounds like a literal translation of the English term.""}, {""dimension"": ""discourse"", ""severity"": ""minor"", ""phrase"": ""procesan de la industria"", ""explanation"": ""The phrasing 'procesan de la industria' is slightly awkward. It would be more natural to say 'procesan, procedentes de la industria' or 'que la industria genera', as 'procesar de' is not a standard verb-preposition combination in this context.""}]"
90,IKUN,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Las plantas de lavado de Brewster Brothers transforman el 100 % de los suelos y escombros que procesan de la industria de la construcción en agregados de alto valor para su reutilización. En los últimos seis años, el sitio de la empresa cerca de Livingston, West Lothian, ha evitado casi 1<v>,</v>35 millones de toneladas de residuos de construcción, demolición y excavación que van a vertederos. Ha creado más de 1 millón de toneladas de agregados reciclados para vender a la industria.",,-1.0,wmt24,en-es,en,es,wmt24_mqm_tsv,en-es,,,93.0,99.0,100.0,100.0,100.0,94.0,"The translation uses 'sitio' as a literal calque for an industrial 'site', which is unnatural in Spanish.",calque,major,"[{""dimension"": ""calque"", ""severity"": ""major"", ""phrase"": ""el sitio de la empresa"", ""explanation"": ""Literal translation of 'site'. In Spanish, 'planta', 'instalaciones' or 'sede' is used for physical business locations; 'sitio' usually refers to a website or a general place.""}, {""dimension"": ""calque"", ""severity"": ""minor"", ""phrase"": ""que van a vertederos"", ""explanation"": ""Literal translation of 'going to landfill'. More natural phrasing would be 'con destino al vertedero' or 'que terminen en vertederos'.""}, {""dimension"": ""idiomatic"", ""severity"": ""minor"", ""phrase"": ""vender a la industria"", ""explanation"": ""A bit simplistic for a professional/industrial context; 'comercializar en el sector' or 'reintroducir en el mercado' would be more natural.""}]"
90,IOL_Research,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Las plantas de lavado de ""Brewster Brothers"" transforman el 100% de los suelos y escombros excavados que procesan de la industria de la construcción en agregados de alto valor para su reutilización. En los últimos seis años, el sitio de la empresa cerca de Livingston, West Lothian, ha evitado que casi <v>1,35</v> millones de toneladas de desechos de construcción, demolición y excavación terminen en un vertedero. Ha creado más de un millón de toneladas de agregados reciclados para vender a la industria.",,-1.0,wmt24,en-es,en,es,wmt24_mqm_tsv,en-es,,,94.0,100.0,99.0,100.0,100.0,95.0,The use of 'sitio' as a literal translation for an industrial facility ('site') is unnatural in Spanish.,calque,major,"[{""dimension"": ""calque"", ""severity"": ""major"", ""phrase"": ""el sitio de la empresa"", ""explanation"": ""The word 'sitio' is a literal translation of the English 'site'. In an industrial or construction context, 'instalaciones', 'planta' or 'predio' are the standard and more natural terms in Spanish.""}, {""dimension"": ""collocational"", ""severity"": ""minor"", ""phrase"": ""que procesan de la industria"", ""explanation"": ""The verb 'procesar' is transitive and does not collocate naturally with the preposition 'de' to indicate origin. 'Procedentes de la industria' or 'que provienen de la industria' would be more idiomatic.""}]"
90,Llama3-70B,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Las plantas de lavado de ""Brewster Brothers"" transforman el 100 por ciento de los suelos excavados y escombros que procesan de la industria de la construcción en agregados de alto valor para reutilizar. En los últimos seis años, el sitio de la empresa cerca de Livingston, West Lothian, ha evitado que casi 1<v>,</v>35 millones de toneladas de residuos de construcción, demolición y excavación vayan a vertederos. Ha creado más de un millón de toneladas de agregados reciclados para vender a la industria.",,-1.0,wmt24,en-es,en,es,wmt24_mqm_tsv,en-es,,,93.0,99.0,99.0,100.0,100.0,95.0,The use of 'sitio' as a literal translation for an industrial facility (site) is unnatural in Spanish.,calque,major,"[{""dimension"": ""calque"", ""severity"": ""major"", ""phrase"": ""el sitio de la empresa"", ""explanation"": ""In Spanish, 'sitio' is a literal translation of 'site' (place/location). For an industrial or business facility, 'instalaciones', 'planta', or 'centro' is the natural term.""}, {""dimension"": ""collocational"", ""severity"": ""minor"", ""phrase"": ""suelos excavados"", ""explanation"": ""While understandable, 'tierras de excavación' is the standard technical collocation in the Spanish construction industry.""}, {""dimension"": ""idiomatic"", ""severity"": ""minor"", ""phrase"": ""para reutilizar"", ""explanation"": ""In formal or technical writing, using the noun phrase 'para su reutilización' is more natural than the simple infinitive at the end of the sentence.""}]"
90,MSLC,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Las plantas de lavado de Brewster Brothers transforman el 100% de los suelos y escombros excavados que procesan desde la industria de la construcción en agregados de alto valor para su reutilización. Durante los últimos seis años, el emplazamiento de la empresa cerca de Livingston, West Lothian, ha impedido que casi 1<v>,</v>35 millones de toneladas de residuos de construcción, demolición y excavación vayan a vertederos. Ha creado más de un millón de toneladas de agregados reciclados para su venta a la industria.",,-1.0,wmt24,en-es,en,es,wmt24_mqm_tsv,en-es,,,93.0,99.0,99.0,100.0,,95.0,The translation uses literal prepositions ('desde') and word choices ('emplazamiento') that reveal the English source structure.,calque,major,"[{""dimension"": ""calque"", ""severity"": ""major"", ""phrase"": ""procesan desde la industria"", ""explanation"": ""Literal translation of 'process from'. In Spanish, 'desde' indicates a starting point or origin in space/time, but for materials sourced from a sector, 'procedentes de' or 'que provienen de' is the natural phrasing.""}, {""dimension"": ""collocational"", ""severity"": ""minor"", ""phrase"": ""emplazamiento"", ""explanation"": ""While technically correct for 'site', in an industrial context, 'instalaciones' or 'planta' is much more common and natural.""}, {""dimension"": ""idiomatic"", ""severity"": ""minor"", ""phrase"": ""vayan a vertederos"", ""explanation"": ""A bit literal for 'going to landfill'. Phrasing like 'acaben en vertederos' or 'se destinen a vertederos' sounds more idiomatic in Spanish waste management contexts.""}]"
90,Mistral-Large,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Las plantas de lavado ""Brewster Brothers"" transforman el 100 por ciento de los suelos excavados y escombros que procesan de la industria de la construcción en agregados de alto valor para su reutilización. Durante los últimos seis años, el sitio de la empresa cerca de Livingston, West Lothian, ha evitado que casi 1,35 millones de toneladas de residuos de construcción, demolición y excavación vayan a vertederos. Ha creado más de un millón de toneladas de agregados reciclados para vender a la industria.",,0.0,wmt24,en-es,en,es,wmt24_mqm_tsv,en-es,,,93.0,100.0,98.0,100.0,100.0,95.0,"The translation is overly literal, using 'sitio' for an industrial facility and 'creado' for production, which sounds unnatural in a professional Spanish context.",calque,major,"[{""dimension"": ""calque"", ""severity"": ""major"", ""phrase"": ""el sitio de la empresa"", ""explanation"": ""This is a literal translation of 'the firm's site'. In Spanish, 'sitio' refers to a website or a general place; for an industrial facility or plant, 'la planta', 'las instalaciones' or 'el centro' is much more natural.""}, {""dimension"": ""collocational"", ""severity"": ""minor"", ""phrase"": ""suelos excavados"", ""explanation"": ""While technically understandable, 'tierras de excavación' is the standard technical collocation in the construction and waste management industry in Spanish.""}, {""dimension"": ""collocational"", ""severity"": ""minor"", ""phrase"": ""Ha creado más de un millón de toneladas"", ""explanation"": ""In an industrial production context, 'crear' (to create) is less natural than 'producir' (to produce) or 'generar' (to generate) when referring to quantities of material.""}]"
90,ONLINE-B,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Las plantas de lavado de Brewster Brothers transforman el 100 por ciento de los suelos excavados y los escombros que procesan de la industria de la construcción en agregados de alto valor para su reutilización. Durante los últimos seis años, el sitio de la empresa cerca de Livingston, West Lothian, ha evitado casi 1,35 millones de toneladas de <v>Los</v> residuos de construcción, demolición y excavación van a vertederos. Ha creado más de un millón de toneladas de áridos reciclados para venderlos en la industria.",,-1.0,wmt24,en-es,en,es,wmt24_mqm_tsv,en-es,,,84.0,100.0,99.0,90.0,100.0,95.0,The second sentence uses an ungrammatical calque of the English 'prevented X going to' structure and includes an stray tag.,calque,major,"[{""dimension"": ""calque"", ""severity"": ""major"", ""phrase"": ""ha evitado casi 1,35 millones de toneladas de <v>Los</v> residuos... van a vertederos"", ""explanation"": ""This is a literal translation of the English 'prevented [X] going to'. In Spanish, this structure is ungrammatical and requires a subordinate clause ('ha evitado que... vayan') or a different construction.""}, {""dimension"": ""collocational"", ""severity"": ""minor"", ""phrase"": ""el sitio de la empresa"", ""explanation"": ""While 'sitio' means 'site', in the context of an industrial facility or plant, 'instalaciones', 'planta' or 'centro' is much more natural.""}, {""dimension"": ""discourse"", ""severity"": ""minor"", ""phrase"": ""agregados ... áridos"", ""explanation"": ""The translation uses 'agregados' in the first sentence and 'áridos' in the third. While both are correct, consistency is preferred in technical discourse.""}, {""dimension"": ""discourse"", ""severity"": ""major"", ""phrase"": ""<v>Los</v>"", ""explanation"": ""The inclusion of a markup tag or a capitalized article in the middle of a phrase is completely unnatural and disrupts the flow.""}]"
90,ONLINE-W,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Las plantas de lavado de Brewster Brothers transforman el 100% de las tierras excavadas y los escombros que procesan de la industria de la construcción en áridos de alto valor para su reutilización. En los últimos seis años, las instalaciones de la empresa cerca de Livingston (West Lothian) han evitado que casi 1<v>,</v>35 millones de toneladas de residuos de construcción, demolición y excavación fueran a parar a vertederos. Además, ha generado más de un millón de toneladas de áridos reciclados para vender a la industria.",,-1.0,wmt24,en-es,en,es,wmt24_mqm_tsv,en-es,,,100.0,100.0,100.0,100.0,100.0,100.0,no significant issues,none,cosmetic,[]
90,Unbabel-Tower70B,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Las plantas de lavado de <v>«Brewster</v> Brothers» transforman el 100% de los suelos excavados y los escombros que procesan de la industria de la construcción en agregados de alto valor que se pueden reutilizar. En los últimos seis años, la planta de la empresa situada cerca de Livingston, West Lothian, ha evitado el envío de casi 1,35 millones de toneladas de residuos de construcción, demolición y excavación a vertederos, y ha creado más de un millón de toneladas de agregados reciclados para su venta a la industria.",,-3.0,wmt24,en-es,en,es,wmt24_mqm_tsv,en-es,,,98.0,100.0,98.0,100.0,100.0,100.0,The phrase 'que procesan de la industria' is slightly unnatural due to the prepositional choice and word order.,collocation,minor,"[{""dimension"": ""collocational"", ""severity"": ""minor"", ""phrase"": ""que procesan de la industria"", ""explanation"": ""The construction 'procesar de' is slightly unnatural to indicate origin; it would be more idiomatic to use 'procedentes de la industria' or reorder to 'escombros de la industria que procesan'.""}]"
90,refA,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Las plantas de reciclaje de Brewster Brothers transforman el 100% de las tierras excavadas y los escombros que procesan de la industria de la construcción en áridos de alto valor para ser reusados. Durante los seis últimos años, las instalaciones situadas cerca de Livingston (West Lothian) han evitado el vertido de 1.35 millones de toneladas de residuos procedentes de la construcción, demolición y excavación. Han creado más de un millón de toneladas de áridos reciclados para venderlos a la industria.",,0.0,wmt24,en-es,en,es,wmt24_mqm_tsv,en-es,,,98.0,99.0,100.0,100.0,100.0,99.0,Minor orthotypographic and word choice issues that slightly detract from a professional technical tone.,none,minor,"[{""dimension"": ""idiomatic"", ""severity"": ""minor"", ""phrase"": ""para ser reusados"", ""explanation"": ""In a technical or industrial context, 'para su reutilización' or 'para ser reutilizados' is more standard and professional than 'reusados'.""}, {""dimension"": ""calque"", ""severity"": ""minor"", ""phrase"": ""1.35"", ""explanation"": ""Spanish standard orthography uses a comma as a decimal separator (1,35) rather than a point, which is a carry-over from the English source.""}]"
360,IOL_Research,実際生きるか死ぬかでそういうことをすったもんだやってる時って 意外とそういう死生観でそれぞれが皆さん考えることって 兵隊さん軍人もあるんですよ はいはい それがもう70年も80年も経っちゃうとみんな忘れる いわゆる死が身近じゃないっていう世界に我々今近代生きてるわけですよ うん はい で改めてそういうことが長い時間って言うとね,<v>实际上，通过活着和死亡来了解这些事情的时候，</v>意外地发现每个人都有这样的态度，包括士兵和军人。是的，是的。但当这些事情已经过去了70年或80年，大家都忘记了。我们现代人现在生活在一个所谓死亡并不贴近的世界里。嗯，是的。所以，如果要重新审视这些事情，从长远来看，,,-5.0,wmt24,ja-zh,ja,zh,wmt24_mqm_tsv,ja-zh,,,87.0,100.0,97.0,95.0,100.0,95.0,"The translation uses formal idioms and literal structures that clash with the conversational tone of the source, particularly in the opening and closing phrases.",calque,major,"[{""dimension"": ""calque"", ""severity"": ""major"", ""phrase"": ""通过活着和死亡来了解这些事情的时候"", ""explanation"": ""This is a literal translation of the Japanese 'AでB' structure. In this context, it should describe being in a life-or-death struggle, but the Chinese '通过...来了解' (understanding through...) sounds like a formal academic process, which is unnatural for the spoken context.""}, {""dimension"": ""discourse"", ""severity"": ""major"", ""phrase"": ""从长远来看"", ""explanation"": ""The source '長い時間って言うとね' is a conversational transition referring to the long passage of time (70-80 years). The translation uses a formal idiom meaning 'in the long run' or 'from a long-term perspective', which misinterprets the discourse flow and register.""}, {""dimension"": ""collocational"", ""severity"": ""minor"", ""phrase"": ""死亡并不贴近"", ""explanation"": ""'贴近' (close/intimate) is not a standard collocation for death being 'near' or 'familiar' in an existential sense. Phrases like '离我们很远' or '并不真切' would be more natural.""}, {""dimension"": ""collocational"", ""severity"": ""minor"", ""phrase"": ""士兵和军人"", ""explanation"": ""In Chinese, '士兵' and '军人' are largely synonymous in this context. Listing both as a pair without specific distinction sounds redundant and unnatural compared to the spoken Japanese repetition.""}, {""dimension"": ""collocational"", ""severity"": ""minor"", ""phrase"": ""现代人现在"", ""explanation"": ""Redundant phrasing; '现代人' (modern people) already implies the present time, making '现在' (now) unnecessary in this sentence structure.""}]"
186,ONLINE-B,佐賀―仙台 第２クオーター、速攻を決める佐賀のレイナルド・ガルシア＝宮城県のゼビオアリーナ仙台（（ｃ）Ｂ．ＬＥＡＧＵＥ）,佐贺-仙台 第2节，佐贺队雷纳尔多·加西亚决定快攻=宫城县仙台<v>Xebio Arena ((c) B.LEAGUE)</v>,,-1.0,wmt24,ja-zh,ja,zh,wmt24_mqm_tsv,ja-zh,,,94.0,100.0,95.0,100.0,100.0,99.0,"The verb '决定' is an unnatural collocation for scoring a fast break, and the punctuation follows Japanese rather than Chinese conventions.",false_friend,major,"[{""dimension"": ""collocational"", ""severity"": ""major"", ""phrase"": ""决定快攻"", ""explanation"": ""In Chinese sports terminology, '决定' (decide) is not used to mean 'successfully execute' or 'score'. This is a literal translation of the Japanese verb '決める'. A native speaker would use '快攻得分' or '完成快攻'.""}, {""dimension"": ""calque"", ""severity"": ""minor"", ""phrase"": ""="", ""explanation"": ""The use of the equals sign to separate a photo description from its location is a specific Japanese news caption convention and is not standard in Chinese punctuation.""}]"
360,ONLINE-B,実際生きるか死ぬかでそういうことをすったもんだやってる時って 意外とそういう死生観でそれぞれが皆さん考えることって 兵隊さん軍人もあるんですよ はいはい それがもう70年も80年も経っちゃうとみんな忘れる いわゆる死が身近じゃないっていう世界に我々今近代生きてるわけですよ うん はい で改めてそういうことが長い時間って言うとね,事实上，当你生死攸关地知道这样的事情时，令人惊讶的是每个人都会以这种<v>态度</v>思考它，甚至是士兵和军事人员，是的，从那时起已经过去了 70 或 80 年，我们都忘记了我们现在是这样。生活在一个所谓的死亡离我们并不那么近的世界。是的，是的，但让我重申，这需要很长时间。,,-1.0,wmt24,ja-zh,ja,zh,wmt24_mqm_tsv,ja-zh,,,84.0,99.0,100.0,95.0,100.0,90.0,"The translation suffers from heavy calques of Japanese spoken structures, leading to unnatural phrasing and fragmented discourse.",calque,major,"[{""dimension"": ""calque"", ""severity"": ""major"", ""phrase"": ""生死攸关地知道这样的事情"", ""explanation"": ""This is a literal translation of the Japanese phrase '生きるか死ぬかで...やってる'. In Chinese, '生死攸关' is an idiom used as an adjective or a noun phrase, not as an adverbial modifier for 'knowing' or 'doing things' in this manner; it sounds like awkward translationese.""}, {""dimension"": ""discourse"", ""severity"": ""major"", ""phrase"": ""我们都忘记了我们现在是这样。生活在一个..."", ""explanation"": ""The sentence structure is fragmented and mimics the Japanese 'A desu. B...' style, which results in a broken flow in Chinese. The two parts should be integrated or connected more naturally to maintain coherence.""}, {""dimension"": ""calque"", ""severity"": ""major"", ""phrase"": ""这需要很长时间"", ""explanation"": ""A literal translation of '長い時間って言うと', which functions as a discourse marker in Japanese to transition into a reflection. In Chinese, '这需要很长时间' (this takes a long time) is a literal statement of duration that doesn't fit the context of reflecting on a past period.""}, {""dimension"": ""idiomatic"", ""severity"": ""minor"", ""phrase"": ""以这种态度思考它"", ""explanation"": ""While understandable, '态度' (attitude) is a weak and slightly unnatural choice for '死生観' (view of life and death) in this context. Using the term '生死观' would be more natural and precise.""}]"
400,ONLINE-B,ABCニュースです なんでABCニュースをずっと見れますこれも NHKのBS見なくてもずっと見れます なんでこう仕事しながらとか暇な時は私これ聞きながらやってますね これがABCニュースです ただねABCニュースねCM多い これもNo.1モーニングショーとかって書いてありますけど アメリカのNo.1モーニングショー これとかがNHKで流れてるやつですねこれねはい,这是 ABC 新闻。为什么我可以一直看 ABC 新闻，即使我不看 NHK 的 BS，为什么我在工作或空闲时间听这个？ ABC 新闻。<v>这只是 ABC 新闻广告。</v>这也被称为“第一早间节目”，但这是在 NHK 播出的节目。,,-5.0,wmt24,ja-zh,ja,zh,wmt24_mqm_tsv,ja-zh,,,87.0,99.0,99.0,95.0,99.0,95.0,"The translation uses a literal interrogative structure ('为什么') and fragmented sentences that mirror the Japanese source too closely, resulting in an unnatural discourse flow.",calque,major,"[{""dimension"": ""calque"", ""severity"": ""major"", ""phrase"": ""为什么我可以一直看... 为什么我在工作..."", ""explanation"": ""Literal translation of the Japanese explanatory 'nande'. In Chinese, using '为什么' (why) as a discourse marker to introduce an explanation sounds like a self-interrogation, which is unnatural. It should be phrased as '这就是为什么...' or '所以我才...'.""}, {""dimension"": ""discourse"", ""severity"": ""major"", ""phrase"": ""ABC 新闻。这只是 ABC 新闻广告。这也被称为..."", ""explanation"": ""The information structure is fragmented and lacks cohesive connectors. The transition between sentences is abrupt, mirroring the disjointed nature of spoken Japanese without adapting it to the smoother discourse flow expected in Chinese.""}, {""dimension"": ""collocational"", ""severity"": ""minor"", ""phrase"": ""NHK 的 BS"", ""explanation"": ""In Chinese, 'NHK BS' is typically used as a compound noun; adding the possessive '的' is non-standard and sounds like a literal translation.""}, {""dimension"": ""pragmatic"", ""severity"": ""minor"", ""phrase"": ""即使"", ""explanation"": ""The word '即使' (even if) is slightly too formal for this casual, conversational context. '就算' or '即便' would better match the informal register of the source.""}, {""dimension"": ""idiomatic"", ""severity"": ""minor"", ""phrase"": ""被称为"", ""explanation"": ""The passive '被称为' (is called) is a bit stiff for a spoken monologue. Using '上面写着' (it says) or '就是那个...' would be more idiomatic.""}]"
186,refA,佐賀―仙台 第２クオーター、速攻を決める佐賀のレイナルド・ガルシア＝宮城県のゼビオアリーナ仙台（（ｃ）Ｂ．ＬＥＡＧＵＥ）,佐贺vs仙台 第二节，佐贺队的雷纳尔多·加西亚决定快攻=宫城县仙台XEBIO体育馆（(c)B联赛）,,0.0,wmt24,ja-zh,ja,zh,wmt24_mqm_tsv,ja-zh,,,94.0,100.0,100.0,99.0,100.0,95.0,The translation inappropriately uses the literal meaning of the Japanese verb '決める' as '决定' and retains Japanese-specific punctuation.,calque,major,"[{""dimension"": ""calque"", ""severity"": ""major"", ""phrase"": ""决定快攻"", ""explanation"": ""The Japanese verb '決める' in a sports context means to successfully score or execute a play. Translating it literally as '决定' (to decide) is a calque that sounds unnatural in a photo caption describing an action.""}, {""dimension"": ""discourse"", ""severity"": ""minor"", ""phrase"": ""="", ""explanation"": ""The use of '=' to separate the caption from the location is a Japanese news convention and is not used in Chinese typography.""}]"
