seg_id,system_id,original_text,translation,ref_text,human_mqm_score,year,pair,source_lang,target_lang,dataset,lp,doc_id,chrf_pp,low_confidence,max_score_diff,idiomatic,collocational,discourse,pragmatic,calque,issue_type,severity,problematic_phrase,suggested_fix,main_issue,fluency2_raw
90,Dubformer,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Las plantas de lavado de Brewster Brothers transforman el 100% de los suelos excavados y escombros que procesan de la industria de la construcción en agregados de alto valor para su reutilización. En los últimos seis años, las instalaciones de la empresa cerca de Livingston, West Lothian, han evitado que casi 1.35 millones de toneladas de residuos de construcción, demolición y excavación fueran a parar a vertederos. Ha producido más de un millón de toneladas de agregados reciclados para vender a la industria.",,0.0,wmt24,en-es,en,es,wmt24_mqm_tsv,en-es,,,False,1.0,6.0,6.0,5.0,6.5,5.5,calque,major,que procesan de la industria de la construcción,procedentes del sector/de la industria de la construcción,Calque of English structure leads to unnatural phrasing; it should use 'procedentes de' instead of 'que procesan de'.,5.855
90,GPT-4,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Las plantas de lavado de Brewster Brothers transforman el 100% de los suelos excavados y escombros que procesan de la industria de la construcción en agregados de alto valor para su reutilización. Durante los últimos seis años, el sitio de la empresa cerca de Livingston, West Lothian, ha evitado que casi 1,35 millones de toneladas de residuos de construcción, demolición y excavación vayan a vertederos. Ha creado más de un millón de toneladas de agregados reciclados para vender en la industria.",,0.0,wmt24,en-es,en,es,wmt24_mqm_tsv,en-es,,,False,1.0,6.0,5.0,6.5,6.5,4.5,calque,major,el sitio de la empresa,las instalaciones de la empresa,"Calque-like phrasing (e.g., ""sitio"", ""procesan de la industria..."") mirrors the source and sounds non-native.",5.54
90,Gemini-1.5-Pro,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Las plantas de lavado de ""Brewster Brothers"" transforman el 100% de los suelos excavados y los escombros que procesan de la industria de la construcción en agregados de alto valor para su reutilización. En los últimos seis años, las instalaciones de la empresa cerca de Livingston, West Lothian, han evitado que casi 1<v>,</v>35 millones de toneladas de residuos de construcción, demolición y excavación acaben en el vertedero. Ha creado más de un millón de toneladas de agregados reciclados para vender a la industria.",,-1.0,wmt24,en-es,en,es,wmt24_mqm_tsv,en-es,,,True,2.0,4.5,4.0,4.0,5.5,4.5,collocation,major,que procesan de la industria de la construcción,"que procesan, procedentes del sector de la construcción",Non-idiomatic sector terminology and calque-like phrasing make the text sound unnatural.,4.375
90,IKUN,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Las plantas de lavado de Brewster Brothers transforman el 100 % de los suelos y escombros que procesan de la industria de la construcción en agregados de alto valor para su reutilización. En los últimos seis años, el sitio de la empresa cerca de Livingston, West Lothian, ha evitado casi 1<v>,</v>35 millones de toneladas de residuos de construcción, demolición y excavación que van a vertederos. Ha creado más de 1 millón de toneladas de agregados reciclados para vender a la industria.",,-1.0,wmt24,en-es,en,es,wmt24_mqm_tsv,en-es,,,False,1.0,4.0,3.0,5.5,4.5,3.0,collocation,major,que procesan de la industria de la construcción,procedentes del sector de la construcción,"Calques and non-idiomatic collocations (e.g., vertedero, sitio, crear agregados) reduce naturalness in the sector-specific register.",3.7150000000000007
90,IOL_Research,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Las plantas de lavado de ""Brewster Brothers"" transforman el 100% de los suelos y escombros excavados que procesan de la industria de la construcción en agregados de alto valor para su reutilización. En los últimos seis años, el sitio de la empresa cerca de Livingston, West Lothian, ha evitado que casi <v>1,35</v> millones de toneladas de desechos de construcción, demolición y excavación terminen en un vertedero. Ha creado más de un millón de toneladas de agregados reciclados para vender a la industria.",,-1.0,wmt24,en-es,en,es,wmt24_mqm_tsv,en-es,,,False,1.0,5.0,4.0,6.0,5.5,4.0,collocation,major,que procesan de la industria de la construcción,"que procesan, procedentes de la industria de la construcción",Varias combinaciones poco idiomáticas y giros calcados del inglés afectan la naturalidad del texto.,4.67
90,Llama3-70B,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Las plantas de lavado de ""Brewster Brothers"" transforman el 100 por ciento de los suelos excavados y escombros que procesan de la industria de la construcción en agregados de alto valor para reutilizar. En los últimos seis años, el sitio de la empresa cerca de Livingston, West Lothian, ha evitado que casi 1<v>,</v>35 millones de toneladas de residuos de construcción, demolición y excavación vayan a vertederos. Ha creado más de un millón de toneladas de agregados reciclados para vender a la industria.",,-1.0,wmt24,en-es,en,es,wmt24_mqm_tsv,en-es,,,False,1.0,4.5,3.5,5.5,5.0,3.0,calque,major,que procesan de la industria de la construcción,procedentes del sector de la construcción,Varios calcos literales producen giros poco naturales y combinaciones léxicas débiles.,4.085
90,MSLC,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Las plantas de lavado de Brewster Brothers transforman el 100% de los suelos y escombros excavados que procesan desde la industria de la construcción en agregados de alto valor para su reutilización. Durante los últimos seis años, el emplazamiento de la empresa cerca de Livingston, West Lothian, ha impedido que casi 1<v>,</v>35 millones de toneladas de residuos de construcción, demolición y excavación vayan a vertederos. Ha creado más de un millón de toneladas de agregados reciclados para su venta a la industria.",,-1.0,wmt24,en-es,en,es,wmt24_mqm_tsv,en-es,,,False,1.0,5.0,4.5,6.0,6.0,4.0,calque,major,que procesan desde la industria de la construcción,procedentes del sector de la construcción; usar 'instalación/planta' en lugar de 'emplazamiento'; 'ha evitado que... acaben en vertedero'; 'ha producido' en lugar de 'ha creado',Over-literal calques produce non-idiomatic phrasing and weak collocations.,4.84
90,Mistral-Large,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Las plantas de lavado ""Brewster Brothers"" transforman el 100 por ciento de los suelos excavados y escombros que procesan de la industria de la construcción en agregados de alto valor para su reutilización. Durante los últimos seis años, el sitio de la empresa cerca de Livingston, West Lothian, ha evitado que casi 1,35 millones de toneladas de residuos de construcción, demolición y excavación vayan a vertederos. Ha creado más de un millón de toneladas de agregados reciclados para vender a la industria.",,0.0,wmt24,en-es,en,es,wmt24_mqm_tsv,en-es,,,False,1.0,5.0,4.0,6.5,6.0,4.0,calque,major,"Las plantas de lavado ""Brewster Brothers""",Las plantas de lavado de Brewster Brothers,Calqued English structures (possessive and phrasing) make the Spanish sound unnatural and less technical.,4.745
90,ONLINE-B,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Las plantas de lavado de Brewster Brothers transforman el 100 por ciento de los suelos excavados y los escombros que procesan de la industria de la construcción en agregados de alto valor para su reutilización. Durante los últimos seis años, el sitio de la empresa cerca de Livingston, West Lothian, ha evitado casi 1,35 millones de toneladas de <v>Los</v> residuos de construcción, demolición y excavación van a vertederos. Ha creado más de un millón de toneladas de áridos reciclados para venderlos en la industria.",,-1.0,wmt24,en-es,en,es,wmt24_mqm_tsv,en-es,,,False,1.0,4.0,3.0,2.5,4.0,3.0,calque,major,"Los residuos de construcción, demolición y excavación van a vertederos","ha evitado que casi 1,35 millones de toneladas de residuos de construcción, demolición y excavación acaben en vertedero",Calque of the English structure yields an ungrammatical clause; it should be ‘evitar que X vaya/acabe en vertedero’.,3.415
90,ONLINE-W,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Las plantas de lavado de Brewster Brothers transforman el 100% de las tierras excavadas y los escombros que procesan de la industria de la construcción en áridos de alto valor para su reutilización. En los últimos seis años, las instalaciones de la empresa cerca de Livingston (West Lothian) han evitado que casi 1<v>,</v>35 millones de toneladas de residuos de construcción, demolición y excavación fueran a parar a vertederos. Además, ha generado más de un millón de toneladas de áridos reciclados para vender a la industria.",,-1.0,wmt24,en-es,en,es,wmt24_mqm_tsv,en-es,,,True,2.0,4.5,5.0,5.0,6.5,6.0,discourse_marker,major,"Además, ha generado","Además, estas instalaciones han generado más de un millón de toneladas de áridos reciclados para su venta en el sector.",Subject–number mismatch and a coherence slip after a plural antecedent.,5.0600000000000005
90,Unbabel-Tower70B,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Las plantas de lavado de <v>«Brewster</v> Brothers» transforman el 100% de los suelos excavados y los escombros que procesan de la industria de la construcción en agregados de alto valor que se pueden reutilizar. En los últimos seis años, la planta de la empresa situada cerca de Livingston, West Lothian, ha evitado el envío de casi 1,35 millones de toneladas de residuos de construcción, demolición y excavación a vertederos, y ha creado más de un millón de toneladas de agregados reciclados para su venta a la industria.",,-3.0,wmt24,en-es,en,es,wmt24_mqm_tsv,en-es,,,False,1.0,6.5,5.5,7.5,7.5,5.5,calque,major,que procesan de la industria de la construcción,procedentes del sector de la construcción,Calqued phrasing from English yields awkward structure and some domain-unnatural terms.,6.200000000000001
90,refA,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","Las plantas de reciclaje de Brewster Brothers transforman el 100% de las tierras excavadas y los escombros que procesan de la industria de la construcción en áridos de alto valor para ser reusados. Durante los seis últimos años, las instalaciones situadas cerca de Livingston (West Lothian) han evitado el vertido de 1.35 millones de toneladas de residuos procedentes de la construcción, demolición y excavación. Han creado más de un millón de toneladas de áridos reciclados para venderlos a la industria.",,0.0,wmt24,en-es,en,es,wmt24_mqm_tsv,en-es,,,True,2.0,5.5,4.5,5.0,6.0,5.0,collocation,major,han evitado el vertido de 1.35 millones de toneladas,"han evitado que casi 1,35 millones de toneladas de residuos de construcción, demolición y excavación acabaran en vertedero","Several calque-like, nonstandard collocations make the Spanish sound non-native.",5.120000000000001
360,IOL_Research,実際生きるか死ぬかでそういうことをすったもんだやってる時って 意外とそういう死生観でそれぞれが皆さん考えることって 兵隊さん軍人もあるんですよ はいはい それがもう70年も80年も経っちゃうとみんな忘れる いわゆる死が身近じゃないっていう世界に我々今近代生きてるわけですよ うん はい で改めてそういうことが長い時間って言うとね,<v>实际上，通过活着和死亡来了解这些事情的时候，</v>意外地发现每个人都有这样的态度，包括士兵和军人。是的，是的。但当这些事情已经过去了70年或80年，大家都忘记了。我们现代人现在生活在一个所谓死亡并不贴近的世界里。嗯，是的。所以，如果要重新审视这些事情，从长远来看，,,-5.0,wmt24,ja-zh,ja,zh,wmt24_mqm_tsv,ja-zh,,,False,1.0,4.0,3.5,4.0,4.0,3.0,calque,major,通过活着和死亡来了解这些事情的时候,真到生死攸关、为这些事折腾不休的时候,过于照搬源语结构与表达（尤其开头分句），导致不自然并偏离“死生观”的本义。,3.6899999999999995
186,ONLINE-B,佐賀―仙台 第２クオーター、速攻を決める佐賀のレイナルド・ガルシア＝宮城県のゼビオアリーナ仙台（（ｃ）Ｂ．ＬＥＡＧＵＥ）,佐贺-仙台 第2节，佐贺队雷纳尔多·加西亚决定快攻=宫城县仙台<v>Xebio Arena ((c) B.LEAGUE)</v>,,-1.0,wmt24,ja-zh,ja,zh,wmt24_mqm_tsv,ja-zh,,,False,1.0,3.0,2.5,3.5,3.5,2.5,calque,major,决定快攻,第2节，佐贺队的雷纳尔多·加西亚快攻得手——宫城县·仙台Xebio Arena（©B.LEAGUE）,Literal calques from Japanese (“決める”“＝”) make the caption unidiomatic in Chinese.,2.8500000000000005
360,ONLINE-B,実際生きるか死ぬかでそういうことをすったもんだやってる時って 意外とそういう死生観でそれぞれが皆さん考えることって 兵隊さん軍人もあるんですよ はいはい それがもう70年も80年も経っちゃうとみんな忘れる いわゆる死が身近じゃないっていう世界に我々今近代生きてるわけですよ うん はい で改めてそういうことが長い時間って言うとね,事实上，当你生死攸关地知道这样的事情时，令人惊讶的是每个人都会以这种<v>态度</v>思考它，甚至是士兵和军事人员，是的，从那时起已经过去了 70 或 80 年，我们都忘记了我们现在是这样。生活在一个所谓的死亡离我们并不那么近的世界。是的，是的，但让我重申，这需要很长时间。,,-1.0,wmt24,ja-zh,ja,zh,wmt24_mqm_tsv,ja-zh,,,False,0.0,2.0,2.0,2.0,2.0,2.0,calque,major,生死攸关地知道这样的事情时,真正在生死关头为这些事折腾的时候，出人意料地，大家都会从各自的生死观去想——军人也不例外。可一过七八十年，大家就忘了。我们现代人生活在一个死亡不再贴身的世界里。至于这些事，隔了这么久再谈起来——,直译痕迹重，话语结构与表达照搬日语口语，导致中文不自然并伴随语义偏差。,2.0
400,ONLINE-B,ABCニュースです なんでABCニュースをずっと見れますこれも NHKのBS見なくてもずっと見れます なんでこう仕事しながらとか暇な時は私これ聞きながらやってますね これがABCニュースです ただねABCニュースねCM多い これもNo.1モーニングショーとかって書いてありますけど アメリカのNo.1モーニングショー これとかがNHKで流れてるやつですねこれねはい,这是 ABC 新闻。为什么我可以一直看 ABC 新闻，即使我不看 NHK 的 BS，为什么我在工作或空闲时间听这个？ ABC 新闻。<v>这只是 ABC 新闻广告。</v>这也被称为“第一早间节目”，但这是在 NHK 播出的节目。,,-5.0,wmt24,ja-zh,ja,zh,wmt24_mqm_tsv,ja-zh,,,False,0.0,3.0,3.0,2.0,3.0,2.0,discourse_marker,major,为什么我可以一直看 ABC 新闻,这是ABC新闻。这个也可以一直看，不用看NHK的BS频道也能一直看。所以我工作的时候或者有空，就一边听着这个干活。就是ABC新闻。只是广告挺多的。上面还写着“全美收视第一的晨间秀”，这种就是NHK里播的那个。,把口语填充用法的「なんで」直译成“为什么”，导致语气和逻辑错乱并引入多余的疑问句。,2.74
186,refA,佐賀―仙台 第２クオーター、速攻を決める佐賀のレイナルド・ガルシア＝宮城県のゼビオアリーナ仙台（（ｃ）Ｂ．ＬＥＡＧＵＥ）,佐贺vs仙台 第二节，佐贺队的雷纳尔多·加西亚决定快攻=宫城县仙台XEBIO体育馆（(c)B联赛）,,0.0,wmt24,ja-zh,ja,zh,wmt24_mqm_tsv,ja-zh,,,False,1.0,4.5,3.0,4.5,4.5,3.5,false_friend,major,决定快攻,改为“快攻得分”或“快攻得手”，并将“=宫城县仙台XEBIO体育馆”改为“于宫城县的仙台XEBIO体育馆”。,将日语“決める”直译为“决定”，导致体育语境下表达不地道。,3.91
360,refA,実際生きるか死ぬかでそういうことをすったもんだやってる時って 意外とそういう死生観でそれぞれが皆さん考えることって 兵隊さん軍人もあるんですよ はいはい それがもう70年も80年も経っちゃうとみんな忘れる いわゆる死が身近じゃないっていう世界に我々今近代生きてるわけですよ うん はい で改めてそういうことが長い時間って言うとね,事实上，争论是生是死这种问题的时候，你会惊讶地发现，这样的生死观，每个人各自思考的，其实包括士兵和军官也都会这么想 嗯嗯 已经过了70、80年了，每个人都忘记了这一点。也就是说，我们生活在一个离死亡并不那么近的现代社会 嗯，是的 那么，重新探讨这种事情，需要很长时间,,0.0,wmt24,ja-zh,ja,zh,wmt24_mqm_tsv,ja-zh,,,False,1.0,4.0,4.0,3.5,4.0,3.0,calque,major,争论是生是死这种问题的时候,真到生死攸关、乱作一团的时候，人其实都会思量生死——连当兵的也不例外。,"Literal, mirror-like phrasing (e.g., for すったもんだ) yields stiff, semi-misleading Chinese and weak conversational flow.",3.785
400,refA,ABCニュースです なんでABCニュースをずっと見れますこれも NHKのBS見なくてもずっと見れます なんでこう仕事しながらとか暇な時は私これ聞きながらやってますね これがABCニュースです ただねABCニュースねCM多い これもNo.1モーニングショーとかって書いてありますけど アメリカのNo.1モーニングショー これとかがNHKで流れてるやつですねこれねはい,是ABC新闻。为什么可以一直看ABC新闻，即使不看NHK的BS也可以看得到。为什么可以边工作边听或空闲时间听呢？这就是ABC新闻。只是啊，ABC新闻的广告真多，还写着是排名第一的早间节目，也是美国第一早间节目，这是NHK播放的节目哦，就是这个 好的,,0.0,wmt24,ja-zh,ja,zh,wmt24_mqm_tsv,ja-zh,,,False,1.0,4.5,4.5,3.5,4.0,4.5,discourse_marker,major,为什么可以边工作边听或空闲时间听呢？,将“为什么”改为“所以/因此”，并改写：‘这是ABC新闻。所以这个也能一直看，不用看NHK的BS频道也能看。平时工作时或有空我就开着这个当背景听。只是ABC新闻广告很多。上面写着“全美第一的晨间节目”。这种节目NHK也在播，对，就这个。’,把表示因果的「なんで(=なので)」误译成“为什么”，导致不当的疑问句和衔接失当。,4.38
